%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor neg_kge        
1        I1         0.6881199015   1.090187553    3.395581343    0.3091048798   0.5953864639   9.719304767    2.071266558    
2        I1         1.969316018    1.846727143    2.824612651    0.7102397642   0.8255057529   6.59679333     1.143767125    
3        I1         1.857817526    1.794869922    2.615440332    0.8583340564   0.136307493    3.991173488    1.320402208    
4        I1         0.973829551    1.880140909    3.236266154    0.9795582233   0.537096675    4.504271809    2.538506866    
5        I1         1.361125029    1.772829532    2.510864016    0.7782062663   0.7991067335   0.5155318816   1.962437061    
6        I1         0.872472806    1.290716929    4.04804838     0.02456168552  0.6360603293   8.751343945    1.215903493    
7        I1         0.5570628343   2.086270055    3.653744343    0.8847277457   0.5565208168   1.447753494    2.728704691    
8        I1         1.144801891    1.189323103    4.360787384    0.4094759667   0.2999623596   1.28832285     0.8343809116   
9        I1         1.269443469    1.51774427     4.105667461    0.5574533339   0.2877460165   3.411606954    1.481288778    
10       I1         1.112249205    1.96163696     2.725188637    0.3513967573   0.9190928976   1.177112345    1.597432354    
11       I1         0.3237088733   2.61158016     3.63207404     0.78766895     0.9546232434   8.334224322    2.758699528    
12       I1         1.628908169    1.67081122     2.83496418     0.368880236    0.1890601572   8.703049179    0.7249028711   
13       I1         1.359382799    2.660330014    3.805383155    0.1350522446   0.2717204916   8.654259139    0.4752691678   
14       I1         1.326528753    2.629135782    3.537894867    0.5496203686   0.6396143959   8.49266892     1.246505015    
15       I1         0.5744913194   1.475532227    3.771107536    0.1569038732   0.2956648772   4.126543821    0.2137278169   
16       I1         1.751218561    1.963526746    2.972977533    0.4313628953   0.9713532722   7.331916469    1.238291102    
17       I1         1.990996676    1.394356037    3.984371269    0.1603838599   0.813832477    4.934930773    0.8308267774   
18       I1         0.9989670997   2.007974284    3.006263884    0.4223373309   0.3027026087   6.043796498    1.344775243    
19       I1         0.4301140715   2.444789642    4.08083248     0.307045893    0.5846141512   0.3973248431   1.251979059    
20       I1         0.8114660747   1.833095461    4.028099965    0.4496035419   0.4105007558   1.593846828    1.754953694    
21       I1         1.771193562    1.901955297    4.440692207    0.9197970148   0.3787398946   4.60317251     1.586052942    
22       I1         1.600285292    2.455724537    2.992332302    0.07083899011  0.9224487796   9.391928479    0.6453421761   
23       I1         1.507471669    1.213851171    3.439605621    0.09380691351  0.2819903394   8.370357904    0.3012301503   
24       I1         0.6677877611   1.816862121    3.314757769    0.8202279181   0.05784624219  8.861973182    2.622442513    
25       I1         1.614376697    1.511267464    3.282973026    0.7479293057   0.02848347457  9.035347113    1.345814226    
26       I1         1.444278275    1.149679854    3.941439147    0.8487916483   0.04916239375  1.696533584    1.851059257    
27       I1         0.4859222711   2.382780579    2.797400905    0.8287151901   0.4302886432   2.858188311    2.722878496    
28       I1         1.583172998    1.448917371    4.135486143    0.3027917464   0.3331156004   4.124835472    0.2041299068   
29       I1         0.6741398318   1.40414358     3.665054857    0.3947952275   0.6425564559   5.451772094    2.073546812    
30       I1         0.9821751427   2.381482366    4.415591986    0.1717771929   0.9023741      9.767570232    0.7573711664   
31       I1         0.3351591749   2.29651723     4.264413472    0.1586357021   0.2417438303   2.089410644    0.2744519487   
32       I1         1.682335925    1.875005895    2.789409178    0.06864317479  0.3931840479   1.857627286    0.588547597    
33       I1         1.324356168    2.191445607    2.628772169    0.8661838949   0.8014879318   9.688580275    2.066862369    
34       I1         1.860860465    1.74754868     3.287586518    0.594645732    0.9087467498   2.271706462    1.286013677    
35       I1         0.9080263691   1.461686529    3.03564899     0.7156196559   0.1597277525   9.604909417    2.25803151     
36       I1         1.186805977    2.635292786    3.443101497    0.4782339761   0.7373991272   6.266903658    1.252048034    
37       I1         1.381827444    1.400965242    3.21120112     0.5249688643   0.1177522271   3.745943433    1.115551781    
38       I1         1.799934239    2.126531714    3.868783827    0.179527658    0.7516442785   6.766951214    0.2696523505   
39       I1         0.787877155    2.462764673    2.815005329    0.100521532    0.220584488    6.165109595    0.375413972    
40       I1         1.301021493    2.397986451    4.207658737    0.1911231965   0.4617170534   6.763594913    0.3205935655   
41       I1         0.7724829562   1.07842609     3.742895652    0.128473036    0.5517586627   4.331382158    1.562615989    
42       I1         0.7675012623   1.865102614    3.190784844    0.2578996488   0.739563675    0.4714102173   1.504268742    
43       I1         1.683075573    2.347031718    4.469608268    0.6853682706   0.2644768829   8.799554718    0.8270246855   
44       I1         1.315604476    2.226407977    3.075562603    0.9664733799   0.8469582789   3.372111183    2.207494826    
45       I1         1.254082153    1.181177565    3.491418829    0.0903694521   0.7594634673   5.736727176    1.58358052     
46       I1         1.670202853    2.689725624    2.875069965    0.2887668062   0.06031807634  8.13962312     0.3120728305   
47       I1         1.012847891    2.353332986    4.109591472    0.3203010297   0.2666295428   9.849586199    0.1937444974   
48       I1         1.538629173    1.186086906    4.324691621    0.9125552918   0.633732568    2.946877912    1.920634334    
49       I1         0.8313026433   2.391765973    3.27858566     0.05106478175  0.5056121611   9.273599008    0.354273812    
50       I1         0.5937185563   1.015258679    3.156802105    0.9308505921   0.9325752491   7.064042437    2.765042865    
51       I1         0.5369019975   1.100195685    2.996022772    0.8055794563   0.01337837752  9.301918015    2.687644226    
52       I1         0.728718011    1.831704451    3.123302953    0.1156888522   0.2751800928   1.813236371    0.4295716027   
53       I1         1.162721522    2.103964652    2.976308004    0.8802523054   0.5312512202   6.001678038    2.257947724    
54       I1         0.3285586371   1.605384842    2.576428011    0.7994510876   0.6796230876   9.174741589    2.753149248    
55       I1         0.6609580598   1.231727704    4.460416691    0.4528106755   0.2935083771   9.807148281    2.069142777    
56       I1         0.4433185135   1.952210491    4.397440051    0.1681824529   0.3128979224   6.296109337    0.2078893474   
57       I1         1.015064302    1.201716412    3.195114581    0.2366521052   0.836560833    8.449250233    2.018032874    
58       I1         1.467821931    1.146068176    3.574528517    0.6090147236   0.6156617733   8.716605469    1.728931077    
59       I1         1.892783879    2.364682212    2.687332496    0.5748104646   0.5611679837   5.870925088    0.8482215741   
60       I1         1.275950592    1.423331016    4.180923743    0.3374150785   0.2317561964   9.082364385    0.1951847045   
61       I1         1.192182611    1.063528064    3.048511995    0.4929807404   0.5735897937   8.435700196    1.877517215    
62       I1         1.244751552    1.169199313    3.246093392    0.6421091236   0.4753711493   6.175578454    1.925453313    
63       I1         0.6263816946   2.27527896     3.954929593    0.8644663599   0.9830281785   3.161734854    2.671099557    
64       I1         0.866175135    1.887784017    2.752934595    0.3908718751   0.1117894441   0.1747179927   1.342245534    
65       I1         1.212023774    2.668874854    3.33756519     0.07396129374  0.2156810159   9.526076387    0.5069018903   
66       I1         0.5783994492   2.578719527    3.563084631    0.9169635703   0.4326145925   0.6281363281   2.742125091    
67       I1         1.310439953    1.219835666    4.497385341    0.4727462276   0.7618330616   6.903781316    1.876778689    
68       I1         1.850647614    2.133923259    2.674299496    0.6646589952   0.9883526835   8.818446818    1.243535326    
69       I1         1.901462023    1.029610094    2.885188013    0.5035474146   0.2536875913   9.990094479    0.79841734     
70       I1         0.3177406747   1.487285369    3.229890596    0.8700867974   0.4874712745   4.45813412     2.821503297    
71       I1         1.098367723    1.299671974    4.01903848     0.5167904168   0.1446908839   8.569121207    1.49545284     
72       I1         1.79550917     2.186006007    2.737443737    0.2257529178   0.7841465648   7.868435783    0.757546443    
73       I1         1.459552999    1.987294004    2.851202478    0.9243459712   0.9684807231   7.534625544    2.008752161    
74       I1         1.88843912     1.386281804    2.621126085    0.8392264346   0.5544699285   2.35856479     1.392004284    
75       I1         0.4737196634   1.576814556    3.401677843    0.3703465277   0.8857831008   5.774861325    2.206384622    
76       I1         0.5489412889   1.806078942    2.591160766    0.6160442773   0.8833437898   0.4383188587   2.409275037    
77       I1         0.9870801418   1.285348205    3.516151248    0.4476728921   0.1081480773   5.955674479    1.344342391    
78       I1         0.719191177    2.044425839    2.672121545    0.1060554789   0.1311815475   0.6846961195   0.6173609613   
79       I1         1.979905971    1.623563135    3.992164059    0.2345873294   0.5132588444   4.78116836     0.2994834342   
80       I1         0.8563423004   2.407301197    4.042251232    0.2729217598   0.6515158266   5.524604038    0.7168128195   
81       I1         1.141522265    2.215010462    3.885662293    0.6578579263   0.603556501    1.393663158    1.86233952     
82       I1         0.7461268417   2.470183567    3.929824668    0.6817590328   0.08285317218  0.7839750314   2.341269259    
83       I1         0.9744128914   1.754827795    4.154857191    0.152770079    0.6208331469   5.484717207    0.3340035347   
84       I1         1.422242053    2.221495105    2.915172285    0.6968460319   0.04468927487  5.436145523    1.513269454    
85       I1         1.908649771    2.318754595    4.237773043    0.1241161824   0.1376139005   5.371052394    0.5857434794   
