%eval_id interface log__t_efold_shallow log__t_efold_soil f_exfiltration_shallow PDD_melt_factor log__fdd_threshold baseflow_Q     neg_kge        
1        I1         0.6881199015   1.090187553    0.4488348579   3.121569704    1.791999379    0.2914940838   0.4000275688   
2        I1         1.969316018    1.846727143    0.1690601992   7.173850679    2.496446182    0.1968725252   0.7144290089   
3        I1         1.857817526    1.794869922    0.06656576261  8.669905264    0.3866555909   0.1179143481   0.6563529416   
4        I1         0.973829551    1.880140909    0.3707704154   9.894516746    1.61356125     0.1334627821   0.5151320037   
5        I1         1.361125029    1.772829532    0.01532336792  7.860451058    2.415632858    0.0125918752   1.252595232    
6        I1         0.872472806    1.290716929    0.7685437061   0.2471027414   1.916511212    0.2621619377   0.3841498869   
7        I1         0.5570628343   2.086270055    0.5753347279   8.936535391    1.673022909    0.04084101498  1.220720516    
8        I1         1.144801891    1.189323103    0.9217858182   4.135522521    0.8876398764   0.03600978332  1.089928768    
9        I1         1.269443469    1.51774427     0.7967770558   5.630395924    0.8502429076   0.1003517259   0.5856155606   
10       I1         1.112249205    1.96163696     0.1203424319   3.548803977    2.782937442    0.03263976803  0.8850433754   
11       I1         0.3237088733   2.61158016     0.5647162795   7.956043475    2.891703806    0.2495219492   0.4955233063   
12       I1         1.628908169    1.67081122     0.1741324481   3.725422793    0.5481433382   0.26069846     0.5176214083   
13       I1         1.359382799    2.660330014    0.6496377459   1.36328288     0.8011851785   0.2592199739   0.3302538373   
14       I1         1.326528753    2.629135782    0.518568485    5.551266989    1.927391008    0.2543233006   0.3520577901   
15       I1         0.5744913194   1.475532227    0.6328426929   1.584028923    0.8744843179   0.1220164794   0.7310212043   
16       I1         1.751218561    1.963526746    0.241758991    4.356625167    2.94291818     0.2191489839   0.6138528818   
17       I1         1.990996676    1.394356037    0.7373419219   1.619183891    2.460711664    0.1465130537   0.5180458148   
18       I1         0.9989670997   2.007974284    0.2580693034   4.265448546    0.896028394    0.1801150454   0.3828787362   
19       I1         0.4301140715   2.444789642    0.784607915    3.100769735    1.759022912    0.00900984373  1.926356864    
20       I1         0.8114660747   1.833095461    0.758768983    4.540892924    1.226022722    0.04526808568  1.100278841    
21       I1         1.771193562    1.901955297    0.9609391812   9.290806578    1.128795596    0.136459773    0.4443025034   
22       I1         1.600285292    2.455724537    0.2512428279   0.7145979613   2.79321055     0.2815735903   0.6753212128   
23       I1         1.507471669    1.213851171    0.4704067544   0.9466208609   0.8326234878   0.2506169062   0.3645271448   
24       I1         0.6677877611   1.816862121    0.4092313068   8.284955499    0.1464680883   0.2655143389   0.4179811482   
25       I1         1.614376697    1.511267464    0.3936567825   7.554591966    0.05658206501  0.2707680943   0.4707760482   
26       I1         1.444278275    1.149679854    0.7163051823   8.573507468    0.1198848788   0.04837980556  0.8701925348   
27       I1         0.4859222711   2.382780579    0.1557264435   8.370694267    1.286597887    0.08358146397  0.8743509252   
28       I1         1.583172998    1.448917371    0.8113882099   3.057794173    0.9891293889   0.1219647113   0.4689515245   
29       I1         0.6741398318   1.40414358     0.5808768799   3.987217094    1.936397314    0.1621749119   0.5446393841   
30       I1         0.9821751427   2.381482366    0.9486400733   1.734279805    2.731757449    0.2929566737   0.3509331155   
31       I1         0.3351591749   2.29651723     0.8745626012   1.601523929    0.7094198888   0.06028517103  1.2478907      
32       I1         1.682335925    1.875005895    0.1518104971   0.6924157453   1.173012391    0.05326143292  0.7746550926   
33       I1         1.324356168    2.191445607    0.07309836296  8.749204652    2.42292224     0.2905630386   0.568292998    
