%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_soil recession_b_karst et_scale       neg_kge        
155      I1         2.568473146    3.129712463    3.89962961     0.9664733799   0.7193760053   9.174741589    0.6765196184   0.06684404514  3.064311816    2.910363412    1.80471244     1.031683286    
156      I1         1.372990647    3.953829189    4.281611945    0.5377850523   0.6796230876   7.717283805    1.491604097    0.08354062935  4.350039323    5.490540347    0.9577102988   0.3581691794   
157      I1         1.712847891    2.574738898    4.412908551    0.1646286199   0.8928641198   6.548255037    2.2779584      0.05764192863  4.820796303    3.841522884    1.064546352    0.4442733884   
158      I1         1.631479492    2.79992798     4.059570044    0.0903694521   0.3871736439   9.435916875    2.907904564    0.04349394595  4.438438427    3.529454776    0.5643479423   0.9342542837   
159      I1         2.003370076    2.704478325    3.976192295    0.3991976672   0.01337837752  8.08061807     2.386174126    0.09610087258  2.679246267    4.952316529    1.742040536    0.9371005323   
160      I1         2.089904313    3.099470384    3.547597908    0.02682032949  0.01152641849  4.956372551    1.358344629    0.1304707609   4.565613201    1.591806514    1.480324158    1.050015795    
161      I1         1.966159008    2.940992295    3.62460696     0.4686115266   0.2464161253   8.818446818    0.6349166313   0.05361642155  5.536001779    3.523248874    0.7241781152   0.5076104739   
162      I1         1.192144908    4.150026687    3.596579127    0.8130420474   0.6994658029   0.3695975357   0.8105398535   0.07374720535  1.920677394    2.41344578     0.8840506269   0.4695917517   
163      I1         1.36095806     4.423873866    4.22092029     0.8439753187   0.4105007558   3.105402687    2.035511573    0.04166361281  4.401762861    4.532502973    1.306471007    0.5743094009   
164      I1         1.916061424    2.592265989    4.047417947    0.9378834073   0.827400762    0.2008739061   0.5886212789   0.1208402955   5.145747417    3.402118757    0.897644794    0.6187489523   
165      I1         2.50468192     3.263008308    4.768351405    0.8399888113   0.1985287257   2.212150905    1.625273246    0.01041320944  1.965579491    3.676350819    1.401868406    1.29094677     
166      I1         2.576269462    2.534835404    4.90382365     0.4782339761   0.8469582789   6.175578454    2.428998184    0.1267877024   1.67122712     4.291973823    0.7263597362   0.6340279928   
167      I1         1.06004142     4.058214104    3.601796457    0.8351751549   0.757544596    7.623043751    2.013580022    0.02473809058  4.172562944    4.569076456    1.922486919    0.9053401945   
168      I1         1.090234516    2.713150076    3.689700947    0.2810816412   0.0890321183   1.905774743    2.942109655    0.1051745317   5.236107514    5.21120269     1.030501701    0.5513776711   
169      I1         1.108544849    4.371217077    4.977206201    0.8202279181   0.2417438303   3.506294406    1.420503768    0.07036596069  4.415722981    3.223519108    0.5473240094   1.057880534    
170      I1         2.412625696    3.305604417    4.712640556    0.6112363957   0.9372722994   4.630881637    1.329604916    0.1244514553   5.711834487    4.199029851    1.188866305    0.7175326438   
171      I1         1.326381695    3.3880327      4.395200035    0.6160442773   0.8500911906   5.071982654    1.029585083    0.1299034112   5.255693681    2.613156342    1.214428964    0.5104295672   
172      I1         1.578950539    2.915427134    3.574449299    0.4631838113   0.5429176497   1.276621057    2.965197919    0.1121178233   5.291024786    5.227248738    0.7336900229   0.4483977533   
173      I1         2.300285292    3.535459893    4.207326122    0.3820957175   0.8581902132   6.850141074    0.9109934894   0.03983068847  3.95236151     2.712289492    1.293443098    0.6534390878   
174      I1         1.624184373    3.80899276     4.07951693     0.6520493137   0.1739787854   1.941395209    0.2847513248   0.1486837938   3.383537027    5.844350241    1.225157836    0.4142303074   
175      I1         2.345442561    4.349751855    4.103164617    0.4476728921   0.01958054421  6.983470842    1.433977594    0.1250446065   1.562935057    2.418676862    1.256032039    0.9314580436   
176      I1         1.179220201    4.453329428    4.825199887    0.7558619954   0.2935083771   6.903781316    1.480537636    0.07855224944  4.543697892    5.785748103    1.651710259    1.00507639     
177      I1         2.359968719    4.468769744    4.243564122    0.676848485    0.2751800928   1.149210547    0.7192227618   0.07429449506  1.681703003    3.230367006    1.729835986    1.144268338    
178      I1         2.401964074    3.278168673    4.871629654    0.507708016    0.5132588444   2.183137175    1.001682807    0.05828600784  3.994037349    3.021622152    1.025935457    0.7238690195   
179      I1         1.136047534    3.430215775    4.424680728    0.5763089343   0.7516442785   8.13962312     0.7896408734   0.1094651313   3.330639142    1.94536893     0.7896813781   0.5336977541   
180      I1         2.550647614    4.155648467    4.230772191    0.4094759667   0.5220185425   6.52304944     1.28403948     0.06480682841  4.894863946    3.072624771    0.8884110851   0.3196458405   
181      I1         2.608649771    3.147787021    4.803329782    0.2228202545   0.3985872561   0.3973248431   1.361306337    0.02605462976  5.980536988    2.829433868    0.5260265532   0.6032083132   
182      I1         1.792924469    4.291688321    4.726614607    0.1339867501   0.09677803858  4.063302564    2.95442912     0.1026856449   5.856589744    5.093132393    0.5403791506   0.6046392442   
183      I1         2.146335508    3.888847421    3.836470672    0.9795582233   0.4827215116   1.393663158    1.038490201    0.1460048506   3.134395783    3.948088406    1.427454642    0.7749079454   
184      I1         1.572472806    4.299857137    4.042631231    0.6064637601   0.6438213597   9.548449799    2.088774999    0.02053679275  2.764983045    4.251280897    1.792633311    0.6386088493   
185      I1         1.221286098    4.084743197    4.749826419    0.7782062663   0.02603853883  4.45813412     1.042364317    0.00740257091  4.694907446    3.65198465     0.7143729714   0.9009711696   
186      I1         1.705887567    4.263533686    4.646074974    0.8532681676   0.9622850424   9.33223508     2.165688921    0.04231149244  5.274816753    5.342686666    0.7020089756   0.713767288    
187      I1         2.557817526    3.825331428    3.53698483     0.2398713653   0.7618330616   7.331916469    2.86679589     0.08990175059  4.851303722    5.790282014    1.109439389    0.7017120081   
188      I1         2.365250111    4.485577177    4.063307776    0.9462985109   0.356885533    8.654259139    2.680592967    0.1061822672   4.094198363    1.747522606    0.5345539694   0.9429635207   
189      I1         1.336394339    3.692617075    4.847843384    0.9358103204   0.1849948652   3.697353834    0.1736406476   0.1331798536   5.791085457    4.442791292    0.5963684367   1.263728227    
190      I1         2.144278275    2.99803649     4.780744053    0.8873828238   0.7329755853   2.571069128    2.269173725    0.01473357347  4.4745924      5.477459102    1.138771282    0.8507689043   
191      I1         2.010439953    3.607466472    4.519375785    0.1822568941   0.509737054    6.634035164    1.278329861    0.0493198283   3.320786891    5.763689538    1.266922758    0.7719000791   
192      I1         1.248941289    3.454900871    4.470651024    0.02456168552  0.182428131    4.529884387    0.8552969856   0.05736759     4.920133876    2.678752158    1.249877107    0.7778812606   
193      I1         1.954082153    2.867785047    4.218159995    0.4393065005   0.9466801024   8.960502068    1.510729246    0.02342939592  3.089009506    4.667511767    1.589289294    0.7357798088   
194      I1         2.292116285    4.463382181    3.69304384     0.5146411477   0.1413102393   4.675868525    2.533277986    0.007754395599 2.834203618    2.399201799    0.9199149301   0.3667841247   
195      I1         1.340152146    3.677499404    3.94820331     0.5617577824   0.02016356509  8.370357904    1.797785827    0.09028875143  3.758485195    1.6187845      1.007584184    0.3407133574   
196      I1         1.781726666    4.036478649    3.920320274    0.7772854328   0.1376139005   0.5511667692   1.80389414     0.02675414175  4.096633239    3.661456992    1.163742123    0.5249757253   
197      I1         1.593689946    3.64820331     3.779618818    0.1681824529   0.1201212604   9.893005244    1.900042494    0.0547689613   3.674391119    2.210175606    0.5233958278   1.049138876    
198      I1         2.278140663    3.014512467    3.917340438    0.8496504772   0.8537564426   3.013930012    2.478306973    0.07271500332  3.039929041    2.06255663     0.5738471648   0.8075341177   
199      I1         2.679905971    2.805831257    4.137498926    0.9805095429   0.2644768829   7.064042437    2.893863476    0.1359262448   2.545875522    1.828053329    0.9705240846   0.4402049953   
200      I1         2.633004722    2.636536642    3.791413702    0.8583340564   0.7228376675   8.334224322    2.914337417    0.03789655592  3.500743988    5.599765335    1.813682155    1.091499535    
201      I1         2.128226823    4.229627726    3.629091159    0.7599331456   0.6270359666   7.427576021    2.434767911    0.07734629702  2.651376117    3.548013116    1.149244707    0.6159992549   
202      I1         1.428718011    2.517951387    4.324802023    0.07083899011  0.1065470813   2.118319626    0.3434920695   0.1395387753   4.25023943     3.459301243    1.231951983    0.7130512918   
203      I1         1.495748023    3.20244509     3.950019121    0.4360845678   0.4326145925   9.767570232    2.706239538    0.1468897017   3.594383741    4.636358651    1.119999316    0.4492262219   
204      I1         1.023708873    3.772903279    3.94033855     0.1752551528   0.465508111    0.241138325    2.216612014    0.02235677251  4.496306924    5.27994114     1.733503288    0.6983342276   
205      I1         2.601462023    2.617877276    4.415990643    0.6890713407   0.3355639597   2.999869278    1.947517798    0.07935041428  2.574460755    4.688647174    1.609199451    1.179761452    
206      I1         1.094910471    2.88572284     4.941455263    0.4149177055   0.5544699285   4.715888998    0.468435007    0.01420292683  4.982916725    4.80440467     1.17428309     0.7472095336   
207      I1         1.388119901    3.937053065    4.772412337    0.465210757    0.459415704    1.593846828    2.488280796    0.1137514449   2.945099798    4.357531677    1.672428596    0.8891682606   
208      I1         1.812249205    2.835703771    3.99823988     0.941346387    0.04916239375  8.296674237    0.3920599792   0.03802958748  5.963412873    1.544199725    0.6314577003   1.007331227    
209      I1         1.013126128    4.281676341    4.984071993    0.4895793974   0.5642428646   7.899259404    2.34747231     0.1082669805   4.124313087    2.248217299    1.140047461    0.4989143811   
210      I1         1.448248883    4.189910169    4.788927283    0.7047729654   0.9142553178   1.20806615     0.529926467    0.09183180377  1.963268352    2.181431727    1.955551298    0.9187279452   
211      I1         2.422002096    4.162871325    3.78889101     0.7134540686   0.5760678983   0.9747690129   0.1924150184   0.05883320443  2.496989269    4.842324747    1.746971453    1.164742024    
212      I1         2.192923017    2.992132212    3.901736743    0.2528676024   0.7502055389   1.957400108    0.1443488069   0.07657819137  1.515695318    5.253639011    1.422119458    0.9457143867   
213      I1         2.662053355    4.375989962    4.394082176    0.3768789556   0.1479898162   0.9222992184   1.811241974    0.1325113058   5.336592674    3.127040976    1.353894191    1.050438583    
214      I1         1.302137338    2.778420887    3.879697913    0.282446083    0.6674393617   2.456995337    2.773276552    0.06963530766  3.234699751    1.500453162    1.223918686    0.6083700386   
215      I1         1.531302643    2.865786394    4.929672909    0.5950280336   0.807958624    5.275197541    0.08128058462  0.1045308158   3.434657854    2.270052812    1.703927467    0.9612954428   
216      I1         2.073481817    4.17400561     4.808364715    0.8096779854   0.9325752491   5.190489881    2.756828917    0.1293649199   4.771898429    3.088414756    1.122967185    0.6543676929   
217      I1         1.315844146    4.185120593    3.911383996    0.5112211774   0.6121861275   1.740474131    0.8317494882   0.03186250395  4.9408025      4.794353717    0.6713657731   0.8195887982   
218      I1         2.511396034    4.409835728    3.657549695    0.6396962211   0.4707808031   9.273599008    1.611087785    0.1134185895   3.773213965    3.33885922     1.892010548    1.238023131    
219      I1         1.597171496    4.434247581    4.876129323    0.2605007178   0.8745567966   9.929435802    2.189518444    0.09201611646  1.728529922    2.969145436    0.6206602206   0.8763191614   
220      I1         2.570099175    3.281416285    4.052199615    0.3617429562   0.1289259313   6.766951214    0.8250106569   0.1271908647   5.139667035    5.57663557     1.206755367    0.6594767191   
221      I1         1.048550442    3.356414946    4.581079361    0.8487916483   0.4435392042   9.496401716    2.007976445    0.1078446289   1.633465233    5.509685647    1.530203335    0.4284180472   
222      I1         1.251983061    2.658902       3.590844564    0.4257638904   0.4526974088   5.371052394    1.963900448    0.1404543985   3.41936099     1.636989343    0.9202812877   0.3859947781   
223      I1         1.355868765    3.895301185    3.568370574    0.6948103972   0.7282635288   6.895136135    0.1089241533   0.09052593078  2.511223051    2.127099936    0.815072875    0.3531919017   
224      I1         2.227668383    2.812355381    4.386013343    0.8162194583   0.172586491    7.105306752    1.151288035    0.06907828848  3.943377483    2.748202745    1.649757603    0.910295587    
225      I1         1.826024947    3.307925728    3.696139804    0.4727462276   0.3380955784   1.113506027    0.8900685746   0.06786346206  2.269743142    2.459181046    0.9795996421   0.4037621459   
226      I1         1.367787761    3.857509225    4.965629526    0.3374150785   0.7707287291   6.399624598    2.792727183    0.06211122234  2.998852121    4.312290163    1.71310359     0.8466600037   
227      I1         1.117570384    2.900110274    3.533485608    0.7660642874   0.8969460614   3.940408519    0.5693354812   0.1116211901   2.410623135    3.591597125    0.9819907712   0.4187183088   
228      I1         2.382335925    3.960591709    4.083939245    0.2749906241   0.622309483    1.177112345    0.3349721691   0.04603715189  1.746943603    1.692854612    1.022110617    0.802467346    
229      I1         2.475966423    3.878690569    3.613410887    0.127562032    0.2317561964   1.696533584    1.116822869    0.09359025891  4.751561151    5.466428387    1.758483069    1.230586229    
230      I1         2.106987481    3.295103189    3.849085841    0.4844471541   0.7841465648   6.01519677     2.444468115    0.07305031055  3.855833875    4.779583537    1.738722769    0.8469240211   
231      I1         2.314376697    4.457955617    3.796296287    0.1033801179   0.07391524674  2.35856479     1.076951973    0.03717963817  2.356782464    3.468821474    1.968536711    1.228990172    
232      I1         1.988003539    3.109110906    4.155020637    0.3703465277   0.05394717492  3.665753972    2.719180238    0.03913402883  5.043864839    4.715013919    1.951646092    0.9859015629   
233      I1         2.34120002     3.520394664    4.257690755    0.2934147745   0.3801969768   7.868435783    0.001945486509 0.1256917855   4.628522216    2.474812932    1.15083901     0.6486018707   
234      I1         1.487877155    2.833115262    4.833557562    0.5496203686   0.6156617733   9.935364316    2.154961566    0.1406262523   2.710759681    2.346984543    0.6887729336   0.3430814601   
235      I1         2.631563387    4.24155949     3.645172422    0.8802523054   0.941542642    0.6281363281   0.3113873632   0.1348549898   5.524701653    2.358637219    1.667734971    1.249711064    
236      I1         2.687353195    2.751589613    4.235789382    0.6090147236   0.2448017307   8.751343945    0.9601078918   0.008543433097 2.550755296    5.648492759    1.184509356    0.810021933    
237      I1         1.440934608    2.980463531    4.272725886    0.9197970148   0.2052308283   3.042521913    0.2988271394   0.03348301499  2.854716323    5.549455579    1.640485052    0.5770789054   
238      I1         2.440831827    3.172312953    3.756404799    0.1869733362   0.06031807634  7.256774185    2.191356051    0.012938783    1.706943522    3.991063823    1.825578275    1.230762203    
239      I1         2.104016156    3.137700111    3.605836802    0.5440634302   0.3909964414   4.331382158    2.544492742    0.005664626123 3.202221732    5.373499174    0.8705855324   0.1964093187   
240      I1         1.480591073    3.435141085    3.554562642    0.2099069187   0.4617170534   2.505893795    0.03178298601  0.0524513719   4.007931471    3.610684103    1.659373827    0.8242504778   
241      I1         1.257062834    2.676093945    4.911750047    0.6465402684   0.1177522271   2.837997409    0.3273412944   0.01788190988  1.823441209    3.405597933    1.594967644    0.8040275184   
242      I1         1.975950592    2.554657491    4.193051593    0.07396129374  0.812421547    0.6846961195   0.3026195115   0.004826404837 4.230475011    2.580014316    0.8214916484   0.5385835362   
243      I1         2.065941496    3.748178647    3.708914537    0.8179985224   0.1311815475   2.534502614    2.614111344    0.1484094694   3.21817975     5.916089604    1.438703034    0.7927921888   
244      I1         2.383075573    4.202669299    4.557856555    0.2997027545   0.9713532722   5.877084206    2.461026005    0.1108413201   4.793926818    1.864457384    1.473467682    0.964956938    
245      I1         1.83489634     3.671081187    4.319924556    0.02088740981  0.8759965862   3.614292698    0.3766807604   0.02731091458  4.444542227    2.023983489    1.949504871    0.9223226349   
246      I1         1.219434217    3.575342183    3.736253997    0.3140481537   0.7373991272   2.089410644    2.938218601    0.1450855514   1.775632708    3.904985859    1.393515479    0.5807772372   
247      I1         1.467501262    4.027521548    4.624231967    0.6742736568   0.603556501    1.231381987    0.2672086657   0.1285810779   3.299659451    3.374523507    1.899216137    0.9319721314   
248      I1         1.892182611    2.629395046    4.52658787     0.9698528934   0.3221937678   1.323055332    2.245727868    0.09909258809  4.57618471     3.385814391    0.8296444296   0.7421006384   
249      I1         1.209466336    3.222474213    3.992601579    0.5227558373   0.714725534    7.952141837    1.234983084    0.05090217145  2.395783487    3.897264601    0.8919396963   0.4689133035   
250      I1         1.399648779    3.871192114    3.763401858    0.2175845276   0.4302886432   8.435700196    2.328605118    0.1246984181   3.789894355    4.212614651    1.326768347    0.6856987582   
251      I1         1.957981942    4.309644018    3.926124137    0.2212320219   0.3414620436   6.688892982    1.401817223    0.06516090887  1.614066072    5.302580812    0.5801871322   1.010784641    
252      I1         1.66579508     4.487912498    3.561492696    0.179527658    0.7289337692   1.845591962    2.814000028    0.008001080532 3.715656314    2.933225552    0.8453842866   0.5785685378   
253      I1         2.218732135    2.623863145    4.432171739    0.6817590328   0.8604976298   3.347979457    2.786979858    0.1041556329   5.721585606    2.327810191    1.398001514    0.6985166396   
254      I1         2.205239601    4.000328189    3.841652917    0.1911231965   0.5424318474   5.318249909    1.852109712    0.05334558274  2.528732044    4.742280292    1.405557243    0.8844419515   
255      I1         1.905255055    3.801300663    4.813945162    0.4961993767   0.02848347457  3.465457878    0.1614935338   0.1015110234   3.698675296    5.959234059    0.7595406616   0.3813971433   
256      I1         1.262511647    3.975416801    4.906027345    0.1060554789   0.5056121611   1.989780196    2.315866658    0.07630263641  3.618454953    4.857151468    1.848154497    1.128178847    
257      I1         2.698319731    2.971723814    4.880159369    0.8608480364   0.1890601572   4.801508251    0.1332352735   0.0551313923   1.582967968    2.726294102    0.7185457      0.5703734957   
258      I1         1.841522265    3.091747092    4.356626615    0.1861942359   0.2666295428   9.604909417    0.208140036    0.1070734229   3.565191934    2.112142642    0.6408312222   0.6082789231   
259      I1         1.75919981     3.196216434    4.439258158    0.333323562    0.7659888071   1.373626406    2.508652819    0.06005117521  2.135714975    3.743314108    1.546875968    0.8499830588   
260      I1         1.472482956    2.718925771    4.195461208    0.3297835083   0.06917312631  4.894030408    2.668773302    0.009787202042 2.002511726    2.071968528    1.930876901    0.743968242    
261      I1         1.798367723    3.269857454    4.143210819    0.7522225039   0.9190928976   7.751662791    2.292399425    0.02433543685  4.523209234    2.877958745    0.5060850444   1.135626098    
262      I1         1.871461564    4.009210003    4.998039006    0.9614109575   0.7171644045   1.010521473    0.3575580936   0.1066886063   4.673025721    5.693280016    0.5921092443   1.0790843      
263      I1         2.122242053    2.599698232    4.644001528    0.9125552918   0.8857831008   8.716605469    1.693052362    0.07574760212  3.659336184    1.71199436     0.7531652073   0.3752895433   
264      I1         2.653548078    4.068421291    3.743459489    0.4033144509   0.9751072237   5.736727176    0.6913817737   0.09348076221  4.04861745     1.928592771    1.578354923    1.038535174    
265      I1         1.566175135    3.478475825    4.850708376    0.6923296241   0.4780046208   6.409110143    1.997856989    0.0540823755   2.372179527    1.52036191     1.596931278    0.885311133    
266      I1         1.844801891    2.737313426    4.739937736    0.5035474146   0.1446908839   2.946877912    2.051924932    0.0658613731   2.436043053    1.958707291    0.9670482944   0.5874331102   
267      I1         1.5563423      4.493602656    4.676175399    0.4528106755   0.3997498947   5.08417707     1.385009744    0.01171401952  1.98237416     2.943167943    1.110037322    0.4591476825   
268      I1         1.511466075    3.55773209     4.111068327    0.3334357705   0.2484786123   7.375963574    1.936736776    0.1430553987   4.223201616    4.166283308    0.7994153791   0.4816292238   
269      I1         2.061125029    3.783744893    4.176258382    0.1134234945   0.3475140804   5.774861325    0.7381165165   0.1351786396   5.465638235    5.102992486    1.378892465    0.7630363654   
270      I1         1.293718556    4.217247809    4.520355411    0.9063060078   0.08592714136  1.28832285     2.412721669    0.08816497846  2.077790812    2.881538873    0.8622678553   0.4628986743   
271      I1         1.653795976    3.901700714    3.980459772    0.7300191398   0.739563675    9.773474863    0.02520256267  0.1218032697   4.366813154    5.725888054    1.699442856    0.6607031477   
272      I1         1.553596247    4.405322966    4.992183092    0.3136359659   0.5185026592   0.275446016    1.599009314    0.1144436389   2.910538595    2.603454469    1.067313065    0.7292252169   
273      I1         1.535269781    4.169463359    4.338268771    0.1569038732   0.5475262182   7.978424054    0.9779617414   0.1474081616   4.38477625     4.175441019    1.627017534    0.8133211216   
274      I1         1.321814661    3.506979987    4.696387178    0.7502022129   0.3073840553   8.095700615    1.332293671    0.07066272143  2.627453962    5.194464051    0.8310659138   0.3899679917   
275      I1         1.693121143    2.699058015    4.719299654    0.2626567102   0.8629435835   0.3582731703   0.4552364846   0.1445116749   3.636958244    3.308567638    1.133745387    0.6328189697   
276      I1         2.308771412    3.834027363    3.664875627    0.9485655461   0.5031211313   2.858188311    1.983086052    0.1031779262   3.902854934    3.933046794    1.297414645    0.8512874447   
277      I1         1.185922271    2.731863508    4.588538233    0.03232881701  0.7934731076   0.8712048423   1.651090912    0.04257192093  3.518304405    5.316838169    0.5032206986   0.9282742675   
278      I1         2.120646476    3.25755696     4.466576706    0.7909367982   0.653742217    7.822289279    1.374682286    0.0135134567   3.261343472    2.901415152    1.072776881    0.4659775956   
279      I1         2.167821931    3.316462098    3.678082803    0.7156196559   0.03575032858  0.7839750314   1.721335498    0.09130776417  1.5970737      1.627201013    1.200861294    0.8175302904   
280      I1         1.996228928    2.58569609     4.919765623    0.3027917464   0.8820383405   8.49266892     2.333969627    0.02796695697  2.15784443     5.674164741    1.355611016    0.9462158662   
281      I1         1.752531105    3.643957664    3.528708839    0.100521532    0.5982216018   4.999514334    0.4427522305   0.003228252633 5.063874512    3.815836188    0.9636332811   0.4658405413   
282      I1         2.532347989    3.916633348    4.498427653    0.9844407052   0.6483402606   6.763594913    0.9252385565   0.005450755143 4.728849588    4.550632112    1.370164044    0.8841726566   
283      I1         1.130485142    4.35731709     4.673708299    0.588488354    0.9267890524   5.451772094    1.46266037     0.07844437726  5.323255652    4.126727736    1.963500599    0.8646049931   
284      I1         1.724984263    3.344407996    4.459031247    0.4583877322   0.7113755041   8.449250233    1.393814444    0.01648820856  2.426253143    3.570691322    1.364353069    0.6137013106   
285      I1         1.51928575     3.754640545    4.448286767    0.07736213041  0.5233939486   9.583711601    1.348373174    0.0856001176   5.39292235     3.24317377     1.79635775     0.9707376188   
286      I1         2.047496987    3.998650508    3.811379213    0.6702249147   0.7898699603   8.194513123    0.7993175579   0.1229408023   2.796383729    3.205896327    1.337243002    0.6557897792   
287      I1         2.42488636     4.076230638    4.858524663    0.09380691351  0.3251547208   3.745943433    1.448950676    0.02010144627  5.746398175    3.057252167    0.7070438645   0.483857996    
288      I1         1.270248705    3.028138083    3.541364796    0.2863724592   0.8350015658   5.220264853    0.2457813899   0.001623301074 2.217186449    5.708043123    0.6981332221   0.569768607    
289      I1         2.390483718    3.120052013    4.189859384    0.8847277457   0.5312512202   3.91128993     0.4321993705   0.1197957861   4.329725157    5.327945498    0.6020132314   0.766632245    
290      I1         1.54149263     3.141666179    3.508148012    0.9752273023   0.2576233267   0.7424392947   1.702158785    0.1437611241   2.121030254    1.875834263    0.7826203038   0.5887503913   
291      I1         1.882398971    3.620247636    3.869249226    0.4223373309   0.5329572475   0.1095228706   1.768746244    0.07509980373  5.169619562    2.232751106    0.7601863745   0.4986422546   
292      I1         1.785592975    3.338107622    3.668891477    0.4563962076   0.6889461185   3.876418288    2.678897962    0.05937264649  5.37386035     4.615087613    1.127126744    0.3856569208   
293      I1         1.726046435    2.772620829    4.760692807    0.8055794563   0.6208331469   0.4383188587   0.01710555688  0.04753997679  3.252519926    2.190612243    1.056822957    0.6779493343   
294      I1         1.58841181     4.300621351    4.724465045    0.1094647061   0.1597277525   5.044471134    2.841698822    0.1170084979   2.190351214    4.862144588    1.842662412    1.313545733    
295      I1         1.160359321    2.857393439    4.704250596    0.6318941159   0.08285317218  2.025216672    1.475561403    0.09689002209  1.87529881     5.032073546    1.503452839    0.6062235082   
296      I1         1.08303467     3.330417623    3.557321009    0.3203010297   0.9830281785   7.534625544    1.142120043    0.02291575075  3.966759405    2.995145774    1.553575124    0.6097908724   
297      I1         2.231535246    4.105508484    4.001078749    0.5249688643   0.6720925495   2.34359497     1.12701118     0.04555724425  2.111352573    4.966190708    1.862274428    1.021164305    
298      I1         1.446126842    3.403105877    3.818967023    0.8944457742   0.5927817656   7.652579117    0.09558385917  0.03510037557  5.113240667    2.436505447    1.856706983    0.7846205727   
299      I1         1.105703563    3.818600949    4.380787771    0.2053694139   0.4753711493   5.308717337    0.5526622512   0.01686713527  2.324340929    2.031841349    1.624937119    0.5355613756   
300      I1         2.673053607    3.6313376      3.959565825    0.5475402506   0.5846141512   4.504271809    0.4089704549   0.1020713069   1.785855602    5.142253688    1.778689367    1.200272306    
301      I1         1.010493827    3.12962963     4.416666667    0.6814814815   0.8992592593   6.516666667    2.944444444    0.1472222222   1.527777778    5.972222222    1.25           0.3412097036   
302      I1         1.010493827    3.87037037     4.490740741    0.137037037    0.9718518519   6.883333333    0.05555555556  0.0009259259259 2.083333333    5.916666667    1.138888889    0.4373699717   
303      I1         1.094444444    2.512345679    4.194444444    0.862962963    0.02814814815  6.883333333    2.833333333    0.1472222222   1.527777778    5.916666667    1.324074074    0.3185507647   
304      I1         1.22037037     4.462962963    4.138888889    0.7177777778   0.3427160494   5.416666667    0.05555555556  0.1490740741   1.75           1.527777778    1.083333333    0.274065506    
305      I1         1.010493827    2.537037037    4.027777778    0.6814814815   0.6451851852   6.15           0.2777777778   0.1472222222   1.527777778    5.916666667    1.490740741    0.3549711221   
306      I1         1.22037037     4.487654321    4.490740741    0.7177777778   0.330617284    6.883333333    2.944444444    0.1472222222   1.583333333    5.916666667    1.027777778    0.2352204472   
307      I1         1.010493827    4.462962963    4.138888889    0.7177777778   0.3548148148   6.883333333    2.944444444    0.1009259259   1.527777778    5.916666667    1.416666667    0.3332610042   
308      I1         1.55617284     4.462962963    4.305555556    0.9355555556   0.330617284    6.883333333    2.944444444    0.1472222222   1.583333333    1.583333333    1.009259259    0.2253581611   
309      I1         1.031481481    2.537037037    4.009259259    0.3911111111   0.02814814815  5.416666667    0.01851851852  0.0009259259259 2.916666667    5.916666667    1.138888889    0.3932143616   
310      I1         1.283333333    3.154320988    4.305555556    0.862962963    0.3185185185   6.883333333    2.944444444    0.1490740741   1.527777778    1.916666667    1.083333333    0.2575766082   
311      I1         1.55617284     3.796296296    4.305555556    0.862962963    0.4274074074   5.783333333    2.944444444    0.1490740741   2.083333333    5.583333333    1.009259259    0.1937618207   
312      I1         1.472222222    4.092592593    4.25           0.862962963    0.330617284    6.761111111    1.944444444    0.1490740741   1.583333333    4.75           1.083333333    0.2457418616   
313      I1         1.535185185    4.314814815    4.305555556    0.862962963    0.6814814815   5.783333333    2.981481481    0.1490740741   2.083333333    2.916666667    1.009259259    0.1951830812   
314      I1         1.010493827    2.685185185    4.138888889    0.6814814815   0.02814814815  6.883333333    0.05555555556  0.1490740741   1.527777778    1.583333333    1.361111111    0.3616621992   
315      I1         1.55617284     3.12962963     4.416666667    0.9718518519   0.6451851852   6.883333333    2.981481481    0.1472222222   1.583333333    5.583333333    1.009259259    0.2304735984   
316      I1         1.010493827    4.462962963    3.916666667    0.5362962963   0.9839506173   6.516666667    0.05555555556  0.1472222222   1.527777778    4.583333333    1.472222222    0.4261285162   
317      I1         1.55617284     3.12962963     4.083333333    0.8266666667   0.6451851852   6.15           2.944444444    0.1490740741   2.916666667    5.916666667    1.009259259    0.2286142146   
318      I1         1.472222222    3.12962963     4.25           0.9718518519   0.4637037037   4.683333333    2.981481481    0.1490740741   1.527777778    5.583333333    1.194444444    0.2560474087   
319      I1         1.535185185    3.12962963     4.472222222    0.8266666667   0.6451851852   5.05           2.981481481    0.1490740741   2.083333333    4.583333333    1.009259259    0.1980290073   
320      I1         1.535185185    4.388888889    4.25           0.8266666667   0.330617284    6.883333333    2.944444444    0.1490740741   2.416666667    2.916666667    1.009259259    0.2074598608   
321      I1         1.010493827    2.611111111    4.083333333    0.7903703704   0.3548148148   5.05           2.944444444    0.002777777778 1.527777778    4.583333333    1.490740741    0.3351388639   
322      I1         1.346296296    4.018518519    4.138888889    0.862962963    0.3548148148   6.761111111    2.981481481    0.1490740741   1.583333333    1.583333333    1.194444444    0.247910976    
323      I1         1.472222222    3.12962963     4.305555556    0.8266666667   0.4274074074   7.983333333    2.981481481    0.1490740741   1.916666667    5.916666667    1.175925926    0.2846791208   
