%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil neg_kge        
1        I1         1.340856682    1.063528064    3.831236871    0.6520493137   0.03786302582  1.423679414    
2        I1         0.7724829562   1.189323103    3.681351124    0.9358103204   0.5220185425   2.547587105    
3        I1         0.3485504418   1.702042258    2.841873065    0.9844407052   0.3741075441   2.792378323    
4        I1         1.13489634     1.542045094    2.782108588    0.1350522446   0.813832477    1.516955166    
5        I1         0.7999073836   1.833095461    4.23019236     0.4085227492   0.3850713039   1.536607906    
6        I1         1.531535246    1.509549826    2.710066259    0.8392264346   0.7934731076   1.834008377    
7        I1         1.160758497    1.675837711    3.21120112     0.04404286758  0.3221937678   0.3522881611   
8        I1         1.64120002     2.559012186    3.140613029    0.1646286199   0.979447786    0.6401487479   
9        I1         1.841418893    1.780657403    3.941439147    0.876164382    0.842247825    1.500773882    
10       I1         0.7113794074   1.310918435    4.01903848     0.8496504772   0.871363053    2.531362337    
11       I1         1.126024947    1.116056146    2.510864016    0.0903694521   0.8255057529   1.847134146    
12       I1         1.257981942    1.887784017    3.809025626    0.1717771929   0.4753711493   0.2437642797   
13       I1         0.6296351808   2.221495105    3.703694044    0.01128075689  0.4360470655   0.4594068989   
14       I1         1.171461564    2.61158016     3.653744343    0.2099069187   0.2682707875   0.3627545192   
15       I1         1.751218561    1.1350667      4.116854075    0.4686115266   0.04071712417  0.3007724905   
16       I1         0.3677524232   1.394356037    2.824612651    0.6064637601   0.1479898162   2.327644102    
17       I1         1.636678545    2.06095185     4.478762658    0.8261550649   0.7065786773   1.587266136    
18       I1         1.151278613    2.391765973    3.370947356    0.7994510876   0.1413102393   2.024908525    
19       I1         0.5874682381   1.717746796    4.292586158    0.9105767505   0.2484786123   2.633696824    
20       I1         0.9154537974   1.222511354    3.764382356    0.2257529178   0.9684807231   2.109658298    
21       I1         1.434442838    2.103964652    3.903464658    0.3820957175   0.9848527638   1.338483609    
22       I1         0.551983061    1.090962769    3.824234156    0.5440634302   0.3931840479   2.268669883    
23       I1         1.665250111    1.328667274    3.530301182    0.7643935641   0.6121861275   1.56340277     
24       I1         1.550696324    1.231727704    2.983373812    0.179527658    0.6802152624   1.224538865    
25       I1         1.422242053    1.926213285    2.761519739    0.2863724592   0.4387943063   0.8825671652   
26       I1         0.4433185135   1.816862121    3.075562603    0.307045893    0.2317561964   1.384362707    
27       I1         0.6158441461   2.339796042    3.34417956     0.4929807404   0.1013074441   1.83348574     
28       I1         1.799934239    1.157178291    3.123302953    0.465210757    0.3871736439   0.9156350488   
29       I1         0.9481382881   1.74754868     4.251926883    0.2689075142   0.367962828    0.2433268519   
30       I1         0.5094663364   1.840114       3.282973026    0.6421091236   0.9267890524   2.37593735     
31       I1         0.8884118105   2.419043855    4.177968403    0.5146411477   0.9224487796   1.75882221     
32       I1         0.869678216    2.664262274    3.778708329    0.4727462276   0.03575032858  1.339787543    
33       I1         1.962053355    2.543200157    2.628772169    0.03961106068  0.739563675    0.500074903    
34       I1         1.969316018    1.285348205    3.584868323    0.1681824529   0.6889461185   0.6628317526   
35       I1         1.645442561    2.673454282    3.998975956    0.9315443773   0.4617170534   1.682004306    
36       I1         1.026046435    1.487467654    2.563463878    0.9752273023   0.2644768829   2.378999959    
37       I1         1.836356129    2.653075503    3.784201027    0.8944457742   0.459415704    1.372592276    
38       I1         0.6401521459   2.241502952    2.549313107    0.9534866534   0.7228376675   2.635130182    
39       I1         1.860860465    1.686736869    4.300944502    0.07903790755  0.8223547415   0.868203899    
40       I1         0.4552595495   1.010688332    2.615440332    0.6090147236   0.4967438265   2.447006926    
41       I1         0.3540151082   1.963526746    4.489577456    0.7660642874   0.6674393617   2.600081303    
42       I1         1.326528753    2.564005466    3.391570594    0.4631838113   0.2956648772   0.8138857521   
43       I1         0.3237088733   2.607205399    2.934513602    0.03232881701  0.4302886432   0.3890362148   
44       I1         0.6021373378   2.347031718    2.555153062    0.3768789556   0.1505513559   1.519120906    
45       I1         0.9870801418   2.095049203    3.606658393    0.08532162429  0.8014879318   0.8281925401   
46       I1         0.3830346702   2.273852932    3.042674409    0.6396962211   0.8994223175   2.379087815    
47       I1         1.420646476    2.215010462    3.325752487    0.4496035419   0.8178788364   1.196324647    
48       I1         1.771193562    1.43332527     3.304219489    0.8847277457   0.1597277525   1.458968953    
49       I1         1.474533859    2.444789642    4.042251232    0.5496203686   0.4200881004   0.924029531    
50       I1         0.9445149779   2.522935073    2.752934595    0.4342557839   0.2239289244   1.330350057    
51       I1         1.956310536    1.042055073    3.506186554    0.8970061838   0.3985872561   1.264651742    
52       I1         1.622287052    1.31261729     4.145470396    0.8608480364   0.2375262317   1.604694803    
53       I1         1.527668383    2.25008588     3.929824668    0.989453186    0.2666295428   1.924277135    
54       I1         0.5702487049   2.030189091    3.424068791    0.8873828238   0.07942275114  2.626614178    
55       I1         0.7357388406   1.408394001    2.851202478    0.6297198519   0.6483402606   2.264409861    
56       I1         1.335763744    1.661443372    2.651214515    0.5837991308   0.1952555708   1.446098115    
57       I1         1.361125029    2.694562258    4.064944398    0.6602045533   0.6908226698   1.473949145    
58       I1         0.39845222     1.029610094    3.113606452    0.8179985224   0.04468927487  2.649916252    
59       I1         1.953548078    2.382780579    3.006847077    0.9125552918   0.2448017307   1.238896824    
60       I1         0.9177023502   2.186006007    4.08921173     0.7909367982   0.6635464248   2.252112595    
61       I1         0.3351591749   2.044425839    3.419812513    0.9243459712   0.5132588444   2.751582223    
62       I1         1.024984263    2.133923259    3.13492306     0.8888690782   0.9622850424   2.295722388    
63       I1         1.659968719    1.535255594    3.910475407    0.9795582233   0.1685791455   1.770275415    
64       I1         1.192182611    2.529878567    2.725188637    0.2011009297   0.8745567966   0.7415630797   
65       I1         0.4479365181   2.153882841    3.246093392    0.3419970723   0.5671904152   1.612189875    
66       I1         0.9657950803   2.327072205    3.885662293    0.6251937004   0.2052308283   1.852559487    
67       I1         0.8066862593   1.867335465    4.006081118    0.100521532    0.191096213    0.4377669169   
68       I1         0.4921449078   1.138117183    2.737443737    0.7102397642   0.9466801024   2.577071231    
69       I1         0.6363943388   1.823230549    2.544647477    0.333323562    0.4273640679   1.609455162    
70       I1         1.225710618    2.493927199    3.060427032    0.4191608878   0.356885533    0.9623445537   
71       I1         0.7579706501   1.952210491    4.04804838     0.9711978667   0.1849948652   2.577575392    
72       I1         0.9621420747   1.100195685    3.845312261    0.4393065005   0.6796230876   2.043880828    
73       I1         1.578140663    1.51774427     2.808007965    0.6177638289   0.4526974088   1.398099071    
74       I1         1.131380639    1.580142564    4.154857191    0.6350235686   0.941542642    2.055452008    
75       I1         0.4240566145   2.112643846    3.54214926     0.7047729654   0.1628758786   2.479101426    
76       I1         1.670202853    1.783104062    2.767248125    0.02088740981  0.7329755853   0.9465699572   
