%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k et_scale       neg_kge        
198      I1         1.673829551    4.000328189    4.07951693     0.8496504772   0.3221937678   4.166339747    2.632297919    0.09268999003  0.6402257978   0.6464445185   
199      I1         2.430353726    2.662490803    4.653403629    0.1717771929   0.805928482    0.6846961195   1.953344194    0.02433543685  0.7070100847   0.7036415637   
200      I1         1.08303467     3.929424073    4.960211141    0.1861942359   0.1311815475   0.1095228706   2.122740425    0.07657819137  1.241490736    1.063800465    
201      I1         1.769000019    4.300621351    4.426272251    0.6010773471   0.2751800928   0.9222992184   1.997856989    0.01686713527  1.120026879    0.5314038709   
202      I1         2.134442838    3.643957664    4.52658787     0.8742615238   0.3985872561   9.33223508     1.561350535    0.1246984181   0.6794380659   0.3807847197   
203      I1         2.082954783    3.549620411    4.889923412    0.5227558373   0.8329797208   0.7839750314   0.9528779359   0.0871281042   1.481514076    1.187388044    
204      I1         1.248941289    4.485577177    3.579251762    0.9664733799   0.6396143959   5.190489881    2.773276552    0.04753997679  1.687958171    0.7737945007   
205      I1         1.637441218    3.677499404    4.171686007    0.5665403297   0.6635464248   5.308717337    0.5999280532   0.01309764807  0.6244245986   0.7281025781   
206      I1         1.023708873    3.163309721    4.394082176    0.3534372038   0.1685791455   6.688892982    0.2318342026   0.03224627519  0.6544227841   0.5685050282   
207      I1         1.499907384    4.202669299    3.751223135    0.07083899011  0.2644768829   4.78116836     0.861623661    0.1267877024   1.735114976    0.8667772237   
208      I1         1.124056614    4.405322966    4.153210517    0.7065912886   0.3128979224   0.3257977483   2.111441234    0.1148664458   0.7301170714   0.5992104673   
209      I1         2.242088596    3.398219087    3.901736743    0.4342557839   0.2271843178   1.113506027    0.7498366907   0.01736587268  1.797640783    1.077044041    
210      I1         2.120646476    4.105508484    4.128173892    0.3820957175   0.6425564559   5.436145523    2.434767911    0.0524513719   1.390854315    0.859730339    
211      I1         2.58843912     4.051475994    4.493175617    0.5496203686   0.5895334026   6.983470842    0.1089241533   0.01473357347  1.282430425    1.018740872    
212      I1         1.75919981     4.212617102    4.269759336    0.8351751549   0.9023741      9.391928479    1.583885767    0.06185146696  1.163445994    0.3813009079   
213      I1         1.506686259    3.568702518    4.803329782    0.5146411477   0.3355639597   3.876418288    0.9109934894   0.1474081616   1.300951645    0.6918849367   
214      I1         2.047496987    2.992132212    4.176258382    0.1985720714   0.6568343862   7.662693208    0.121763921    0.02010144627  0.7236193471   0.6618659685   
215      I1         1.950014581    4.390829881    3.547597908    0.2997027545   0.1597277525   2.389447736    1.393814444    0.1423598877   1.47190766     1.007737689    
216      I1         1.631479492    3.120052013    4.380787771    0.0138220575   0.8745567966   2.089410644    2.328605118    0.1066886063   1.038436223    0.9388163426   
217      I1         1.262511647    3.718143008    3.992601579    0.4313628953   0.03002443055  9.121403494    1.717770877    0.1380583323   1.872287684    0.6729844878   
218      I1         1.969443469    3.073276905    3.513992575    0.6742736568   0.941542642    1.231381987    2.165688921    0.003228252633 0.6551931636   0.4721465574   
219      I1         1.930764125    3.49614958     4.858524663    0.128473036    0.2819903394   5.618450393    1.983086052    0.1351786396   0.6880534533   0.7804320003   
220      I1         2.024356168    2.781749931    4.052199615    0.2099069187   0.6674393617   7.310678901    1.329604916    0.144143226    1.525394903    0.8989306836   
221      I1         2.581864559    3.250364477    4.955519155    0.3703465277   0.2052308283   1.149210547    0.05528211635  0.1331798536   0.7119049916   0.5619185454   
222      I1         1.731569625    3.222474213    4.93669399     0.4895793974   0.8833437898   3.486612735    1.651090912    0.05883320443  1.987804291    1.138261763    
223      I1         1.209466336    3.00061826     3.541364796    0.9243459712   0.7898699603   5.955674479    2.987872678    0.1486837938   0.8229478658   0.5473077906   
224      I1         2.483188645    2.549476557    3.50148044     0.6112363957   0.8178788364   6.01519677     1.936736776    0.08609194018  0.6675039087   0.5750445143   
225      I1         1.326381695    3.381479204    4.676175399    0.2345873294   0.1013074441   8.435700196    0.6552940158   0.09052593078  1.930361819    1.010735057    
226      I1         1.270248705    3.754640545    4.143210819    0.3297835083   0.3434151444   3.614292698    2.315866658    0.02235677251  1.118992862    0.3878587841   
227      I1         1.724984263    3.147787021    4.949651502    0.02456168552  0.2682707875   9.604909417    0.2188061628   0.1000505528   0.7674239864   0.8210456378   
228      I1         1.005267824    4.329415751    3.971744774    0.3205776368   0.06031807634  1.989780196    0.5141239158   0.1137514449   0.6958272204   0.7140643554   
229      I1         1.905255055    4.114596837    4.042631231    0.876164382    0.537096675    6.850141074    1.491604097    0.06642380585  1.379881743    0.5768723486   
230      I1         2.656310536    3.073491358    4.510456334    0.8287151901   0.7855111937   0.2008739061   0.2760762866   0.003624897103 1.85434099     1.457150865    
231      I1         1.93714383     3.500850289    4.552598493    0.3027917464   0.7113755041   0.4383188587   0.8844878752   0.1144436389   1.072726583    0.6947347849   
232      I1         1.705887567    3.882876357    4.634652322    0.1681824529   0.1739787854   8.818446818    0.6641101064   0.1256917855   1.467254287    1.030485498    
233      I1         1.147936518    3.325932068    4.609254842    0.3617429562   0.7516442785   3.105402687    0.09558385917  0.03186250395  0.8294224689   0.4640716704   
234      I1         2.152181115    3.620247636    3.806135625    0.9462985109   0.2851235629   6.399624598    1.017395017    0.06786346206  1.061322383    0.4411212082   
235      I1         1.826024947    4.238652031    4.844439618    0.3832702037   0.813832477    0.3582731703   0.3273412944   0.00740257091  1.314459161    0.9558514649   
236      I1         2.458476031    4.220899615    4.408522879    0.2578996488   0.4827215116   4.894030408    2.56643468     0.009319734087 0.6005026747   0.7949469813   
237      I1         2.274434238    2.79992798     3.561492696    0.1646286199   0.4780046208   3.251303546    1.116822869    0.097276535    1.751897894    1.32296344     
238      I1         1.58841181     2.751589613    3.670207533    0.2398713653   0.607010724    2.653942694    2.786979858    0.09028875143  1.4915308      0.7630538858   
239      I1         2.576269462    2.937303238    4.75410312     0.7522225039   0.5982216018   8.62880349     2.229455257    0.02796695697  0.9113520925   0.5708374107   
240      I1         2.218732135    3.344407996    4.941455263    0.8847277457   0.8350015658   6.296109337    2.365517818    0.04231149244  0.6833011771   0.2991748289   
241      I1         2.292116285    3.109110906    4.624231967    0.7134540686   0.2448017307   1.57776624     2.914337417    0.1450855514   0.8696598682   0.4426183446   
242      I1         2.264016217    3.295103189    4.287288904    0.6064637601   0.08592714136  1.393663158    2.736910765    0.1051745317   1.335977157    0.9304318148   
243      I1         1.329635181    3.214191618    3.917340438    0.8202279181   0.3414620436   8.538878684    1.059015923    0.1045308158   1.542840739    0.4040862591   
244      I1         1.644514978    3.115081163    4.825199887    0.6251937004   0.5220185425   6.59679333     1.925598564    0.1414284564   1.791286783    0.9984713037   
245      I1         1.257062834    4.468769744    4.119314366    0.4528106755   0.2025505396   3.161734854    0.8795571241   0.09183180377  0.8930820891   0.3707245187   
246      I1         2.541418893    4.084743197    4.498427653    0.7300191398   0.1790726062   8.08061807     1.54556948     0.1031779262   1.01330968     0.695690896    
247      I1         2.106987481    2.812355381    4.083939245    0.8487916483   0.356885533    6.266903658    2.728388239    0.02675414175  0.7985944957   0.3288002152   
248      I1         2.560860465    3.443673481    3.960204839    0.5837991308   0.07391524674  0.4714102173   0.5526622512   0.05828600784  0.5118290814   1.04910724     
249      I1         1.472482956    3.307925728    3.629091159    0.179527658    0.4753711493   0.9572361427   0.4188999556   0.0540823755   0.6078137362   0.8954262612   
250      I1         1.693121143    4.35731709     3.584733611    0.5394486182   0.01152641849  9.849586199    1.918177791    0.1204065959   1.826159032    0.9540833841   
251      I1         2.257081237    3.192119739    3.926124137    0.5035474146   0.2999623596   7.331916469    1.535236729    0.002558928744 1.181467687    0.6413538127   
252      I1         2.21752088     3.330417623    4.768351405    0.2674938073   0.1446908839   1.502057478    2.283839803    0.09548019567  1.486478813    1.419039413    
253      I1         1.495748023    3.901700714    4.520355411    0.8700867974   0.979447786    7.21046598     1.001682807    0.08411302455  0.6925969373   0.5377027772   
254      I1         1.06004142     3.871192114    3.885985635    0.8661838949   0.07719894133  3.177402617    0.1868876457   0.0856001176   0.7192814766   0.7714781807   
255      I1         1.61770235     3.783744893    4.272725886    0.6396962211   0.4526974088   9.526076387    2.965197919    0.04738531147  0.8758179873   0.3424337782   
256      I1         1.6989671      3.607466472    3.596579127    0.7000810092   0.09428000369  7.283779674    1.897851405    0.05660857013  0.7510282177   0.3439354865   
257      I1         1.954082153    2.886667382    3.508148012    0.7660642874   0.1117894441   5.524604038    0.1443488069   0.0006085640086 1.176230162    0.7592776404   
258      I1         2.322287052    3.866116323    4.581079361    0.09506460568  0.9622850424   2.456995337    1.797785827    0.0157743658   1.818546339    1.295858049    
259      I1         2.179476688    4.423873866    4.22693424     0.2528676024   0.5671904152   2.35856479     0.08128058462  0.07855224944  1.395804971    0.926295613    
260      I1         2.192923017    3.685852099    4.629560838    0.3136359659   0.3997498947   1.683142635    0.5485266905   0.07176619755  0.7252107805   0.5232284892   
261      I1         1.593689946    3.970689271    4.588538233    0.1156888522   0.4023888976   7.427576021    2.893863476    0.01102040175  0.9321279096   0.8357661337   
262      I1         1.197608997    3.403105877    4.146921329    0.6238800601   0.136307493    6.766951214    1.831177562    0.07121320291  1.382963587    0.3515753341   
263      I1         1.752531105    2.512574508    3.779618818    0.8583340564   0.465508111    9.990094479    0.5886212789   0.08816497846  1.723206521    0.7434369131   
264      I1         1.578950539    4.493602656    3.668891477    0.4033144509   0.827400762    8.050056009    1.038490201    0.1263437581   1.048577983    0.4576496887   
265      I1         1.682175143    2.731863508    4.772412337    0.507708016    0.4326145925   3.585673627    2.106068414    0.1271908647   1.435504159    0.861401618    
266      I1         2.401964074    4.126800681    4.103164617    0.8644663599   0.9077946181   4.715888998    2.216612014    0.07935041428  1.22479704     0.7079335462   
267      I1         1.09845222     4.092156454    3.781302474    0.7827888579   0.685109752    2.715362389    0.4252164516   0.01993415349  1.781063483    0.4724862724   
268      I1         1.480591073    2.572877885    4.120116877    0.1752551528   0.04468927487  5.071982654    1.418766504    0.02570949011  1.150843179    0.4957206578   
269      I1         2.359968719    3.818600949    3.830982122    0.8392264346   0.1081480773   7.868435783    2.592730726    0.006856686247 1.704413556    1.015160169    
270      I1         1.886805977    2.792870019    4.001078749    0.4094759667   0.5544699285   6.124559585    1.234983084    0.09968766467  1.212319415    0.5938081164   
271      I1         2.061125029    4.058214104    4.375696499    0.4782339761   0.4435392042   0.6063780837   2.007976445    0.1321908595   1.915466058    1.184190926    
272      I1         1.882398971    2.772620829    4.734102797    0.1603838599   0.9372722994   1.696533584    1.55345136     0.03717963817  0.8429106812   0.5292516688   
273      I1         1.293718556    2.684915637    4.338268771    0.7390744977   0.7228376675   4.563016676    1.278329861    0.0002529546357 1.6940366      0.4730347909   
274      I1         2.308771412    3.263008308    4.014958333    0.307045893    0.09677803858  2.777260348    1.693052362    0.1110283528   1.206151651    0.865228184    
275      I1         1.090234516    2.88572284     3.689700947    0.9033250825   0.0890321183   1.373626406    1.420503768    0.0288998143   1.787138076    0.6172699782   
276      I1         1.467501262    4.169463359    4.22092029     0.9264071911   0.9883526835   9.36699869     1.087077552    0.03390316697  0.5444884109   0.9601359696   
277      I1         1.54149263     3.17860536     3.920320274    0.2605007178   0.4473012554   8.13962312     0.6145947086   0.008001080532 0.7462236201   0.5974593499   
278      I1         1.287468238    2.857393439    4.860737851    0.6702249147   0.7171644045   2.073431759    1.844111533    0.08354062935  1.365544413    0.508818982    
279      I1         2.374256652    4.463382181    4.741142893    0.6177638289   0.2417438303   5.814931171    2.408380679    0.05175294729  0.9571215938   0.7051469277   
280      I1         1.143318514    3.34712382     4.578774884    0.2626567102   0.2317561964   5.133200276    0.62291815     0.06893497004  0.5323578999   0.5855514173   
281      I1         1.309835618    4.371217077    4.038351405    0.5540566055   0.9713532722   0.6281363281   2.412721669    0.1108413201   1.896627313    0.6354819064   
282      I1         1.419191177    3.129712463    4.415990643    0.9614109575   0.8223547415   4.247479126    0.8317494882   0.06416595714  1.660972242    0.5700841201   
283      I1         2.159552999    4.416630332    3.862530359    0.05814758281  0.02848347457  4.801508251    2.34747231     0.03271501446  0.9216610151   0.9800445804   
284      I1         2.611398778    2.833115262    4.613278452    0.03961106068  0.7289337692   6.001678038    2.544492742    0.1236859556   1.646934167    1.477355041    
285      I1         1.807474017    3.711987165    4.008842915    0.6090147236   0.1214055083   3.289680331    0.8552969856   0.1167019711   0.673109026    0.5688497107   
286      I1         2.648251375    2.842019916    3.872017079    0.06021600091  0.3801969768   7.751662791    2.245727868    0.03613948145  1.099886484    1.044733442    
287      I1         1.844801891    3.305604417    3.950019121    0.2934147745   0.5642428646   2.118319626    2.189518444    0.1491522456   0.5209783524   1.11235281     
288      I1         2.39721588     2.900110274    4.412908551    0.1033801179   0.4484366104   3.215896412    0.07806310046  0.06144941238  1.166914663    0.9704672683   
289      I1         1.460345995    4.125273371    3.708914537    0.09380691351  0.3027026087   2.837997409    1.668531138    0.1445116749   1.386490632    0.875169486    
290      I1         1.035159175    3.478475825    3.747536637    0.8261550649   0.6908226698   4.999514334    0.3667146442   0.1299034112   1.55767524     0.4337736098   
291      I1         1.219434217    3.705198187    4.847843384    0.2175845276   0.7618330616   6.165109595    2.386174126    0.04869545587  1.967755922    0.864926684    
292      I1         1.798367723    3.921315166    3.664875627    0.7502022129   0.7807575394   0.7424392947   2.554685489    0.02809264832  1.087114491    0.4532731411   
293      I1         2.52491466     2.592265989    4.919765623    0.4257638904   0.1505513559   5.220264853    2.975139923    0.01050812032  0.5761766407   0.5275379982   
294      I1         1.201486251    3.05196134     4.683484523    0.6817590328   0.757544596    6.48335404     2.678897962    0.05334558274  1.841567218    0.6052328583   
295      I1         2.412625696    3.316462098    3.931671953    0.3768789556   0.6796230876   9.767570232    0.7638133234   0.08335720518  0.7855941547   0.6719676782   
296      I1         2.471193562    2.865786394    3.630724622    0.1350522446   0.6290082472   3.783799195    0.6349166313   0.1285810779   1.943312707    1.417532918    
297      I1         1.801323509    2.599698232    4.833557562    0.2089163743   0.8435021733   6.548255037    0.6419632918   0.1283767536   1.803066332    1.099738755    
298      I1         2.601462023    3.435141085    3.825885202    0.2212320219   0.4123488404   5.581352577    2.828828885    0.1495566483   1.650938947    1.239076396    
299      I1         1.6059263      4.076230638    4.466576706    0.3140481537   0.1201212604   7.990311883    0.9454382972   0.1104909885   1.422191887    0.7934956225   
300      I1         1.054015108    2.629395046    4.758476302    0.8130420474   0.3741075441   1.857627286    0.2457813899   0.1026856449   0.6607913866   0.7311585916   
301      I1         1.136419753    4.067901235    3.972222222    0.4274074074   0.3427160494   8.227777778    0.3148148148   0.0009259259259 1.157407407    0.3619325838   
302      I1         1.178395062    3.401234568    4.416666667    0.6935802469   0.669382716    6.883333333    2.981481481    0.0009259259259 1.083333333    0.2753319391   
303      I1         1.010493827    4.067901235    4.324074074    0.7782716049   0.9839506173   6.761111111    0.9814814815   0.1490740741   1.435185185    0.374565957    
304      I1         1.283333333    3.845679012    4.324074074    0.7056790123   0.01604938272  5.294444444    2.5            0.1009259259   1.009259259    0.2271221468   
305      I1         1.55617284     2.512345679    4.490740741    0.8266666667   0.8871604938   4.927777778    2.685185185    0.1342592593   1.009259259    0.1904752789   
306      I1         1.367283951    2.512345679    3.509259259    0.5483950617   0.669382716    6.761111111    2.574074074    0.0009259259259 1.009259259    0.2203193199   
307      I1         1.178395062    2.512345679    3.509259259    0.5120987654   0.01604938272  5.538888889    2.981481481    0.0009259259259 1.009259259    0.3195475058   
308      I1         1.178395062    2.512345679    3.509259259    0.3427160494   0.9839506173   6.761111111    2.018518519    0.0009259259259 1.175925926    0.3011388016   
309      I1         1.55617284     2.512345679    3.842592593    0.8266666667   0.330617284    5.172222222    2.018518519    0.1490740741   1.009259259    0.1960853659   
310      I1         1.367283951    3.845679012    3.990740741    0.7903703704   0.01604938272  3.338888889    0.9814814815   0.1490740741   1.046296296    0.2465380881   
311      I1         1.55617284     2.512345679    3.675925926    0.6572839506   0.9839506173   7.616666667    2.351851852    0.0009259259259 1.009259259    0.2125095186   
312      I1         1.115432099    2.512345679    3.990740741    0.5967901235   0.9839506173   6.761111111    2.981481481    0.0009259259259 1.231481481    0.33267286     
313      I1         1.010493827    2.512345679    3.768518519    0.3427160494   0.1975308642   3.338888889    1.722222222    0.0009259259259 1.212962963    0.3811273943   
314      I1         1.283333333    4.487654321    3.990740741    0.669382716    0.01604938272  6.761111111    2.685185185    0.0009259259259 1.027777778    0.2640135852   
315      I1         1.367283951    4.487654321    3.509259259    0.5            0.330617284    7.005555556    2.685185185    0.0009259259259 1.009259259    0.2646528876   
316      I1         1.367283951    2.512345679    4.490740741    0.8024691358   0.669382716    4.561111111    2.759259259    0.1490740741   1.009259259    0.2107549504   
317      I1         1.55617284     2.512345679    4.212962963    0.9839506173   0.330617284    7.494444444    0.3148148148   0.0009259259259 1.009259259    0.2486510175   
318      I1         1.367283951    2.512345679    4.175925926    0.862962963    0.01604938272  4.927777778    0.9814814815   0.1490740741   1.009259259    0.2793595949   
319      I1         1.55617284     2.512345679    4.212962963    0.9597530864   0.9839506173   6.638888889    0.9814814815   0.0009259259259 1.009259259    0.2368757346   
320      I1         1.55617284     2.512345679    4.009259259    0.8871604938   0.8871604938   6.761111111    0.9814814815   0.1490740741   1.009259259    0.2122470605   
321      I1         1.178395062    4.487654321    4.435185185    0.669382716    0.01604938272  6.761111111    0.9814814815   0.1490740741   1.009259259    0.3159958137   
322      I1         1.010493827    2.512345679    4.490740741    0.669382716    0.9839506173   7.616666667    0.3148148148   0.01574074074  1.324074074    0.3677480482   
323      I1         1.55617284     2.512345679    4.157407407    0.862962963    0.9839506173   5.661111111    2.685185185    0.1490740741   1.009259259    0.2003241957   
324      I1         1.55617284     2.512345679    4.490740741    0.8387654321   0.9839506173   5.661111111    2.981481481    0.1490740741   1.009259259    0.1890235631   
325      I1         1.367283951    3.845679012    3.509259259    0.6814814815   0.01604938272  4.561111111    2.685185185    0.1490740741   1.009259259    0.2225932056   
326      I1         1.55617284     3.845679012    3.509259259    0.7177777778   0.9597530864   6.761111111    2.018518519    0.1490740741   1.009259259    0.26618289     
327      I1         1.178395062    4.290123457    3.509259259    0.5483950617   0.9839506173   7.616666667    2.981481481    0.0009259259259 1.009259259    0.3039094459   
328      I1         1.367283951    4.067901235    3.861111111    0.7177777778   0.01604938272  3.827777778    2.981481481    0.1490740741   1.009259259    0.2393603584   
329      I1         1.010493827    4.487654321    3.509259259    0.3548148148   0.1128395062   7.127777778    2.981481481    0.0009259259259 1.305555556    0.4525862021   
330      I1         1.493209877    4.487654321    3.509259259    0.2822222222   0.9839506173   3.338888889    0.01851851852  0.0009259259259 1.009259259    0.3378660647   
331      I1         1.283333333    2.512345679    4.324074074    0.7903703704   0.9839506173   5.294444444    2.981481481    0.1453703704   1.175925926    0.2301058268   
332      I1         1.367283951    4.487654321    4.324074074    0.7903703704   0.330617284    3.827777778    2.944444444    0.1490740741   1.009259259    0.2180516284   
333      I1         1.010493827    4.487654321    4.046296296    0.8387654321   0.01604938272  4.316666667    2.87037037     0.1490740741   1.324074074    0.3691995905   
334      I1         1.367283951    3.845679012    4.490740741    0.8145679012   0.9234567901   4.561111111    2.981481481    0.1490740741   1.009259259    0.2234737291   
335      I1         1.55617284     3.179012346    4.305555556    0.8871604938   0.6814814815   6.761111111    2.462962963    0.1490740741   1.009259259    0.1983367425   
336      I1         1.010493827    4.067901235    4.157407407    0.8266666667   0.9839506173   5.905555556    2.981481481    0.1490740741   1.490740741    0.3500080427   
337      I1         1.55617284     2.512345679    3.509259259    0.7177777778   0.669382716    6.761111111    2.685185185    0.1490740741   1.009259259    0.2476584583   
338      I1         1.535185185    3.845679012    3.509259259    0.5483950617   0.9839506173   6.638888889    1.648148148    0.0009259259259 1.009259259    0.2726380123   
339      I1         1.010493827    4.487654321    3.509259259    0.3427160494   0.9839506173   4.438888889    1.351851852    0.0009259259259 1.324074074    0.3610142169   
340      I1         1.55617284     3.845679012    3.916666667    0.8387654321   0.669382716    6.761111111    2.018518519    0.1490740741   1.009259259    0.2116732109   
341      I1         1.367283951    2.956790123    3.824074074    0.7661728395   0.669382716    6.761111111    2.018518519    0.1490740741   1.064814815    0.2370885074   
342      I1         1.010493827    4.043209877    4.490740741    0.669382716    0.669382716    6.761111111    2.981481481    0.1009259259   1.138888889    0.3023826739   
343      I1         1.367283951    4.487654321    4.138888889    0.8871604938   0.9839506173   5.661111111    2.240740741    0.1490740741   1.175925926    0.249320564    
344      I1         1.55617284     2.512345679    4.324074074    0.8750617284   0.9839506173   6.761111111    2.314814815    0.1101851852   1.009259259    0.1928895092   
345      I1         1.55617284     2.512345679    4.324074074    0.9234567901   0.9839506173   6.761111111    2.685185185    0.1490740741   1.027777778    0.2088861888   
346      I1         1.493209877    4.487654321    4.157407407    0.8387654321   0.3427160494   6.761111111    2.018518519    0.1490740741   1.009259259    0.2102709796   
347      I1         1.430246914    3.845679012    4.157407407    0.8266666667   0.4516049383   6.761111111    2.685185185    0.1009259259   1.027777778    0.2224719717   
348      I1         1.55617284     2.512345679    4.064814815    0.8992592593   0.669382716    6.15           0.9814814815   0.1009259259   1.009259259    0.2118300019   
349      I1         1.55617284     4.487654321    4.324074074    0.8387654321   0.7661728395   6.761111111    2.981481481    0.1490740741   1.009259259    0.2029349322   
350      I1         1.367283951    4.487654321    3.509259259    0.7782716049   0.01604938272  5.783333333    0.9814814815   0.1490740741   1.009259259    0.3360982599   
351      I1         1.178395062    4.487654321    3.509259259    0.5241975309   0.01604938272  1.505555556    0.9814814815   0.1490740741   1.027777778    0.3078239157   
352      I1         1.304320988    4.487654321    3.509259259    0.5483950617   0.01604938272  3.094444444    1.981481481    0.04907407407  1.009259259    0.2464395728   
353      I1         1.010493827    4.487654321    3.916666667    0.6572839506   0.01604938272  2.238888889    0.01851851852  0.1490740741   1.490740741    0.3757968725   
354      I1         1.094444444    4.487654321    3.509259259    0.08864197531  0.330617284    3.338888889    0.01851851852  0.0009259259259 1.287037037    0.4851845448   
355      I1         1.010493827    4.487654321    3.990740741    0.4758024691   0.01604938272  3.338888889    1.648148148    0.0009259259259 1.175925926    0.3515703183   
356      I1         1.178395062    4.487654321    3.509259259    0.6088888889   0.669382716    3.583333333    2.907407407    0.09907407407  1.064814815    0.2579874238   
357      I1         1.367283951    3.845679012    3.509259259    0.6209876543   0.9597530864   1.872222222    0.9814814815   0.09907407407  1.009259259    0.2521914085   
358      I1         1.157407407    4.487654321    3.509259259    0.4516049383   0.5483950617   2.238888889    0.01851851852  0.08425925926  1.175925926    0.3470612253   
359      I1         1.178395062    4.487654321    3.805555556    0.6572839506   0.9839506173   3.338888889    1.537037037    0.09907407407  1.175925926    0.2834404742   
360      I1         1.367283951    3.845679012    3.509259259    0.6209876543   0.330617284    2.605555556    1.981481481    0.09907407407  1.009259259    0.2468293042   
361      I1         1.367283951    4.487654321    3.675925926    0.3427160494   0.01604938272  3.338888889    1.314814815    0.0009259259259 1.175925926    0.3635689437   
362      I1         1.367283951    2.512345679    4.601851852    0.7661728395   0.9839506173   6.761111111    2.981481481    0.1009259259   1.009259259    0.1981594999   
363      I1         1.010493827    2.512345679    4.898148148    0.669382716    0.9839506173   7.494444444    2.907407407    0.1490740741   1.324074074    0.2892497254   
364      I1         1.55617284     2.512345679    4.009259259    0.8266666667   0.9839506173   6.761111111    2.018518519    0.1009259259   1.009259259    0.2186990854   
365      I1         1.55617284     2.512345679    4.009259259    0.7661728395   0.9839506173   3.705555556    0.01851851852  0.1490740741   1.009259259    0.2242907937   
366      I1         1.55617284     2.512345679    4.324074074    0.8266666667   0.9839506173   5.538888889    0.9814814815   0.1490740741   1.009259259    0.1982877974   
367      I1         1.55617284     2.512345679    4.083333333    0.8266666667   0.8871604938   4.072222222    0.9814814815   0.1490740741   1.009259259    0.2079489348   
368      I1         1.304320988    2.512345679    4.490740741    0.7177777778   0.9839506173   6.394444444    0.3148148148   0.1490740741   1.083333333    0.2476435366   
369      I1         1.136419753    4.487654321    4.046296296    0.9839506173   0.01604938272  6.761111111    0.01851851852  0.09907407407  1.490740741    0.4256309052   
370      I1         1.367283951    2.512345679    4.083333333    0.8266666667   0.9839506173   5.538888889    0.01851851852  0.1490740741   1.175925926    0.2467933528   
371      I1         1.535185185    2.512345679    4.435185185    0.8266666667   0.9839506173   6.761111111    2.277777778    0.1490740741   1.009259259    0.1920920622   
372      I1         1.472222222    4.487654321    4.083333333    0.7661728395   0.4395061728   6.761111111    2.685185185    0.1490740741   1.083333333    0.2491283709   
373      I1         1.55617284     2.512345679    3.731481481    0.8145679012   0.01604938272  5.294444444    2.981481481    0.1490740741   1.009259259    0.1986111086   
374      I1         1.367283951    2.512345679    3.583333333    0.6935802469   0.01604938272  4.194444444    2.722222222    0.1490740741   1.009259259    0.2181759312   
375      I1         1.367283951    2.512345679    3.675925926    0.7782716049   0.01604938272  6.516666667    2.981481481    0.1009259259   1.009259259    0.2181858327   
376      I1         1.55617284     2.512345679    3.842592593    0.8871604938   0.01604938272  6.394444444    2.018518519    0.1490740741   1.009259259    0.2039041601   
377      I1         1.55617284     2.512345679    3.953703704    0.862962963    0.1128395062   5.538888889    2.907407407    0.1490740741   1.009259259    0.1964756498   
378      I1         1.55617284     2.512345679    3.898148148    0.9234567901   0.1128395062   4.805555556    2.685185185    0.1490740741   1.009259259    0.2088008139   
379      I1         1.430246914    2.512345679    3.842592593    0.8266666667   0.01604938272  5.172222222    2.648148148    0.1490740741   1.083333333    0.2160872892   
380      I1         1.010493827    4.487654321    3.509259259    0.669382716    0.01604938272  3.338888889    2.981481481    0.1490740741   1.138888889    0.2796453027   
381      I1         1.55617284     3.845679012    3.990740741    0.9839506173   0.01604938272  8.105555556    2.981481481    0.0009259259259 1.009259259    0.2444969705   
382      I1         1.010493827    2.512345679    3.87962963     0.6451851852   0.01604938272  3.216666667    0.01851851852  0.1490740741   1.268518519    0.34499063     
383      I1         1.367283951    2.512345679    3.731481481    0.1128395062   0.9839506173   5.905555556    0.01851851852  0.0009259259259 1.175925926    0.4238824162   
384      I1         1.367283951    2.512345679    3.509259259    0.5483950617   0.9839506173   3.338888889    0.9814814815   0.04907407407  1.009259259    0.2307893023   
385      I1         1.55617284     2.512345679    3.509259259    0.7903703704   0.2217283951   7.616666667    2.981481481    0.0009259259259 0.8611111111   0.1971542709   
386      I1         1.535185185    4.487654321    3.694444444    0.7298765432   0.01604938272  2.605555556    2.314814815    0.1490740741   1.009259259    0.2351529206   
387      I1         1.55617284     2.512345679    3.990740741    0.9355555556   0.1128395062   8.105555556    2.796296296    0.0009259259259 1.009259259    0.223880521    
388      I1         1.367283951    4.487654321    3.509259259    0.7056790123   0.01604938272  6.761111111    2.981481481    0.01574074074  1.009259259    0.2322083119   
389      I1         1.55617284     2.512345679    3.953703704    0.6572839506   0.9839506173   3.338888889    0.01851851852  0.0009259259259 1.009259259    0.2338338674   
390      I1         1.115432099    2.512345679    3.953703704    0.5483950617   0.9839506173   3.338888889    0.01851851852  0.04907407407  1.231481481    0.3386264629   
391      I1         1.367283951    2.512345679    3.509259259    0.5967901235   0.9839506173   3.338888889    2.981481481    0.0009259259259 1.009259259    0.1953821701   
392      I1         1.55617284     4.487654321    3.990740741    0.9839506173   0.01604938272  6.638888889    0.9814814815   0.0009259259259 1.009259259    0.2465034296   
393      I1         1.178395062    4.487654321    3.824074074    0.9839506173   0.01604938272  3.338888889    0.9814814815   0.1490740741   1.194444444    0.4703092928   
394      I1         1.178395062    4.487654321    3.712962963    0.6088888889   0.01604938272  5.661111111    0.9814814815   0.1490740741   1.175925926    0.2924449789   
