%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil f_tile_soil    log__tau_tile  neg_kge        
1        I1         1.811396034    1.382261558    3.910475407    0.5638427568   0.2025505396   8.415995466    3.147121145    1.862549122    0.3297474666   0.7359584023   1.14229764     
2        I1         0.4433185135   1.90839714     2.737443737    0.7502022129   0.6802152624   6.850141074    2.96616941     3.48587076     0.68525903     0.9559267347   2.18535234     
3        I1         1.026046435    1.394356037    3.824234156    0.8399888113   0.4067010932   3.585673627    1.279143474    1.428491502    0.4968667428   1.139781815    2.206949157    
4        I1         1.23714383     1.661443372    3.048511995    0.3703465277   0.5927817656   6.903781316    3.233827472    1.123376182    0.7662416796   0.8995013964   1.70470239     
5        I1         0.5420655705   2.095049203    3.014647514    0.5167904168   0.9883526835   2.505893795    2.910332854    3.343770872    0.9717380866   0.3318082411   1.837149901    
6        I1         1.683075573    1.248939516    3.91705676     0.7994510876   0.8469582789   9.719304767    2.940504265    2.778143438    0.3682711075   0.4492865133   1.611438743    
7        I1         1.764753117    1.475532227    3.674383694    0.5279734897   0.15576903     9.496401716    2.768950355    3.208521763    0.6810290052   0.3509201604   1.369853512    
8        I1         0.9481382881   2.215010462    4.105667461    0.4686115266   0.07391524674  2.777260348    1.014254631    1.381929179    0.6306988938   0.1038667352   2.310085958    
9        I1         0.5625116465   1.952210491    4.454172702    0.9575132077   0.9142553178   9.301918015    1.04606843     2.151304808    0.5948610601   0.8511787023   2.506891462    
10       I1         0.7999073836   1.437335597    2.741246095    0.1911231965   0.805928482    1.989780196    3.050855004    2.160588461    0.4092177398   0.2108156619   1.750005662    
11       I1         1.315604476    1.643923416    4.068233866    0.1397966434   0.1065470813   1.845591962    1.615097097    3.316869924    0.5375430463   0.2384967205   1.652333452    
12       I1         1.479476688    2.493927199    2.941309496    0.4751500174   0.5329572475   7.427576021    2.648130001    2.341144695    0.08663137533  0.9030180036   1.255860403    
13       I1         1.88843912     2.273852932    2.93227432     0.8496504772   0.4967438265   5.08417707     1.403687279    2.559837649    0.3179219555   0.6549495408   2.132353565    
14       I1         1.324356168    2.432352504    3.784201027    0.9462985109   0.3871736439   1.502057478    2.917057999    3.278161532    0.2224690711   0.7277180671   1.837330164    
15       I1         1.670202853    1.614103081    3.236266154    0.152770079    0.172586491    1.57776624     3.462024267    3.300972205    0.1292459655   0.5897662825   0.6799723824   
16       I1         0.3443498047   2.049813049    2.815005329    0.06244660579  0.3027026087   8.435700196    1.120290672    1.881122969    0.04818540432  0.03239385794  1.902064857    
17       I1         1.269443469    1.469167139    4.334839097    0.6742736568   0.5611679837   8.13962312     1.939175983    2.682615667    0.2457101369   0.6908125311   1.83136229     
18       I1         1.908649771    1.138117183    4.244486286    0.7522225039   0.4242836668   7.652579117    1.671585959    2.841516475    0.1019190375   0.232624192    1.903547144    
19       I1         1.962053355    2.353332986    3.692109568    0.02088740981  0.3700228634   7.310678901    3.17842612     2.990559283    0.8786172497   1.09259182     0.9035224388   
20       I1         1.257981942    2.607205399    4.145470396    0.6010773471   0.1376139005   4.365068302    1.079653216    2.331733285    0.3704727725   0.08354424777  2.290247993    
21       I1         1.531535246    2.044425839    3.63207404     0.7102397642   0.6674393617   4.846555464    2.824598703    2.87656138     0.7305751867   0.2442714398   1.543942797    
22       I1         0.8352697815   2.262234132    3.876091411    0.1646286199   0.2999623596   0.7424392947   2.944974689    2.229120089    0.8262526099   0.6384913779   1.360062684    
23       I1         0.5937185563   2.000874494    4.284302384    0.2228202545   0.2956648772   1.20806615     2.233781363    2.217505176    0.6980656586   0.2738841871   1.568977831    
24       I1         0.8563423004   1.754827795    4.180923743    0.8012678524   0.6635464248   3.831712223    3.223977752    1.037282727    0.5102288571   0.6425837591   2.067820953    
25       I1         1.144801891    1.901955297    3.419812513    0.02682032949  0.4161493205   2.908796736    1.230063572    2.024156873    0.6608852567   0.5452267595   2.003570028    
26       I1         0.7957480231   2.422904768    3.998975956    0.507708016    0.7228376675   5.524604038    3.357357405    1.481663572    0.503776758    1.063020621    1.899940625    
27       I1         1.244751552    1.550618968    2.615440332    0.8096779854   0.1081480773   0.9222992184   3.297357431    2.769704454    0.8007267476   0.4269870286   1.812546566    
28       I1         1.518732135    1.236657754    4.311366217    0.5748104646   0.1952555708   5.877084206    2.194981328    1.971433464    0.03426318996  0.07332746354  1.483826622    
29       I1         1.701964074    1.772829532    3.469245654    0.5440634302   0.871363053    6.688892982    1.553425089    2.950141632    0.5827559673   0.04310229487  1.962125312    
30       I1         0.7579706501   1.157178291    3.903464658    0.4342557839   0.8759965862   6.895136135    1.237292771    3.478063229    0.176499831    0.4406667976   2.210769254    
31       I1         0.8414926297   1.693992783    3.665054857    0.6923296241   0.5475262182   6.983470842    3.028973259    2.172766012    0.654410328    0.6488314305   1.926987804    
32       I1         0.9989670997   1.072841677    3.443101497    0.4782339761   0.4526974088   2.212150905    2.929888882    2.489953605    0.9410511892   0.1667630214   1.93508799     
33       I1         0.9080263691   2.512240563    2.538278452    0.3961759723   0.964709477    9.773474863    2.154174786    1.133351342    0.788064156    0.878424491    1.963806746    
34       I1         0.9154537974   2.309147292    3.424068791    0.05814758281  0.6720925495   4.286154237    2.431475731    1.874189532    0.2782962699   0.9386751217   1.431166592    
35       I1         1.151278613    2.06095185     2.576428011    0.8888690782   0.4273640679   3.506294406    3.128904574    3.382472829    0.077366786    0.2250889885   1.885707616    
36       I1         1.542088596    2.282828503    3.647405117    0.8392264346   0.2375262317   7.256774185    1.132762913    2.661461078    0.3495820913   0.1390030494   2.279750726    
37       I1         0.9059262998   1.090962769    2.599265732    0.7558619954   0.4780046208   8.24717916     1.474446234    1.321232215    0.5807219503   0.83896208     2.152886834    
38       I1         1.205255055    2.25008588     4.397440051    0.9614109575   0.03002443055  6.175578454    2.613947314    1.776115201    0.1366266559   0.9683905801   1.924080705    
39       I1         1.645442561    2.208117891    4.292586158    0.7156196559   0.6290082472   6.440097854    2.218883641    2.797410481    0.8201861137   0.6336709068   1.568925001    
40       I1         1.098367723    2.668874854    4.48415467     0.02456168552  0.2602711335   4.727184153    2.434446248    1.811590931    0.1825380255   0.3965802184   0.6181823797   
41       I1         1.310439953    2.644110444    4.042251232    0.7390744977   0.6515158266   8.264963864    1.636511103    1.289431211    0.5164040803   0.2663102465   1.995998516    
42       I1         0.5489412889   1.588301778    3.742895652    0.6396962211   0.8887746462   5.736727176    1.73296427     2.96108724     0.4893838857   0.05165479753  2.157993594    
43       I1         0.5369019975   2.074017228    3.609136604    0.4257638904   0.2536875913   3.558779445    1.930685724    3.35714094     0.4557126475   0.3276720139   1.71591673     
44       I1         1.915915018    1.47684756     3.100025495    0.8644663599   0.807958624    1.593846828    2.795801305    2.097689552    0.1625075893   0.5168344831   1.454864346    
45       I1         1.527668383    2.572289077    4.095182904    0.6968460319   0.7516442785   7.027733153    1.252182926    1.342279879    0.7524294527   0.2700046375   2.206505187    
46       I1         0.9821751427   1.654378836    3.325752487    0.2099069187   0.5031211313   2.596206367    2.55694486     1.195233659    0.8123393604   0.5504510474   1.820984068    
47       I1         1.973053607    2.186006007    2.875069965    0.4631838113   0.5953864639   4.45813412     1.037207481    3.473491156    0.7372868189   0.7815914708   2.370031882    
48       I1         1.956310536    2.226407977    3.112754433    0.9264071911   0.2682707875   3.105402687    2.273167593    2.392343823    0.4401636773   0.7607120367   1.553742792    
49       I1         0.9537959759   2.091183159    3.481052509    0.4563962076   0.4023888976   4.60317251     3.368082352    1.024926943    0.4143781459   1.002007675    1.877122556    
50       I1         0.8114660747   1.855932989    3.27858566     0.9197970148   0.3632845532   8.569121207    2.161512037    2.401883743    0.2003370898   0.4773786532   2.187740363    
51       I1         1.870099175    1.892177349    2.510864016    0.1861942359   0.2666295428   4.675868525    1.642919153    2.684188337    0.8495111305   0.6105033851   1.802359801    
