%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__fdd_threshold f_tile_soil    log__tau_tile  neg_kge        
1        I1         1.811396034    1.382261558    3.910475407    0.5638427568   0.2025505396   8.415995466    3.147121145    1.035058946    0.3297474666   0.7359584023   1.317999364    
2        I1         0.4433185135   1.90839714     2.737443737    0.7502022129   0.6802152624   6.850141074    2.96616941     2.983044912    0.68525903     0.9559267347   2.229230676    
3        I1         1.026046435    1.394356037    3.824234156    0.8399888113   0.4067010932   3.585673627    1.279143474    0.5141898021   0.4968667428   1.139781815    2.250116289    
4        I1         1.23714383     1.661443372    3.048511995    0.3703465277   0.5927817656   6.903781316    3.233827472    0.1480514182   0.7662416796   0.8995013964   1.729144585    
5        I1         0.5420655705   2.095049203    3.014647514    0.5167904168   0.9883526835   2.505893795    2.910332854    2.812525046    0.9717380866   0.3318082411   1.955709379    
6        I1         1.683075573    1.248939516    3.91705676     0.7994510876   0.8469582789   9.719304767    2.940504265    2.133772125    0.3682711075   0.4492865133   1.623798816    
7        I1         1.764753117    1.475532227    3.674383694    0.5279734897   0.15576903     9.496401716    2.768950355    2.650226115    0.6810290052   0.3509201604   1.428166041    
8        I1         0.9481382881   2.215010462    4.105667461    0.4686115266   0.07391524674  2.777260348    1.014254631    0.4583150151   0.6306988938   0.1038667352   2.336100926    
9        I1         0.5625116465   1.952210491    4.454172702    0.9575132077   0.9142553178   9.301918015    1.04606843     1.38156577     0.5948610601   0.8511787023   2.522425391    
10       I1         0.7999073836   1.437335597    2.741246095    0.1911231965   0.805928482    1.989780196    3.050855004    1.392706153    0.4092177398   0.2108156619   1.949028301    
11       I1         1.315604476    1.643923416    4.068233866    0.1397966434   0.1065470813   1.845591962    1.615097097    2.780243909    0.5375430463   0.2384967205   1.772260668    
12       I1         1.479476688    2.493927199    2.941309496    0.4751500174   0.5329572475   7.427576021    2.648130001    1.609373634    0.08663137533  0.9030180036   1.515606166    
13       I1         1.88843912     2.273852932    2.93227432     0.8496504772   0.4967438265   5.08417707     1.403687279    1.871805178    0.3179219555   0.6549495408   2.136631713    
14       I1         1.324356168    2.432352504    3.784201027    0.9462985109   0.3871736439   1.502057478    2.917057999    2.733793839    0.2224690711   0.7277180671   1.852271927    
15       I1         1.670202853    1.614103081    3.236266154    0.152770079    0.172586491    1.57776624     3.462024267    2.761166646    0.1292459655   0.5897662825   0.7844125661   
16       I1         0.3443498047   2.049813049    2.815005329    0.06244660579  0.3027026087   8.435700196    1.120290672    1.057347563    0.04818540432  0.03239385794  2.252411122    
17       I1         1.269443469    1.469167139    4.334839097    0.6742736568   0.5611679837   8.13962312     1.939175983    2.019138801    0.2457101369   0.6908125311   1.898783311    
18       I1         1.908649771    1.138117183    4.244486286    0.7522225039   0.4242836668   7.652579117    1.671585959    2.20981977     0.1019190375   0.232624192    1.926881491    
19       I1         1.962053355    2.353332986    3.692109568    0.02088740981  0.3700228634   7.310678901    3.17842612     2.38867114     0.8786172497   1.09259182     1.07182422     
20       I1         1.257981942    2.607205399    4.145470396    0.6010773471   0.1376139005   4.365068302    1.079653216    1.598079942    0.3704727725   0.08354424777  2.297719064    
21       I1         1.531535246    2.044425839    3.63207404     0.7102397642   0.6674393617   4.846555464    2.824598703    2.251873656    0.7305751867   0.2442714398   1.63232275     
22       I1         0.8352697815   2.262234132    3.876091411    0.1646286199   0.2999623596   0.7424392947   2.944974689    1.474944107    0.8262526099   0.6384913779   1.768978394    
23       I1         0.5937185563   2.000874494    4.284302384    0.2228202545   0.2956648772   1.20806615     2.233781363    1.461006211    0.6980656586   0.2738841871   1.969970597    
24       I1         0.8563423004   1.754827795    4.180923743    0.8012678524   0.6635464248   3.831712223    3.223977752    0.04473927255  0.5102288571   0.6425837591   2.09966964     
25       I1         1.144801891    1.901955297    3.419812513    0.02682032949  0.4161493205   2.908796736    1.230063572    1.228988248    0.6608852567   0.5452267595   2.124674458    
