%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_karst et_scale       neg_kge        
169      I1         1.136047534    4.315529596    3.521473891    0.9308505921   0.739563675    7.623043751    0.9454382972   0.06893497004  3.434657854    1.112953073    0.6397699165   
170      I1         1.160359321    3.020067921    4.719299654    0.668142229    0.2576233267   9.174741589    0.4089704549   0.0405659012   4.291858421    0.517380556    0.7520671261   
171      I1         2.146335508    4.320539252    3.554562642    0.3438077843   0.5185026592   8.050056009    2.391205003    0.03510037557  3.518304405    1.324173819    0.9414404968   
172      I1         2.003370076    4.340006431    4.111068327    0.3240121076   0.8820383405   2.999869278    0.3766807604   0.03802958748  3.490337983    1.685475238    0.8589017597   
173      I1         1.980854117    2.658902       4.07951693     0.2345873294   0.8745567966   7.662693208    2.269173725    0.04555724425  3.476811829    0.500151054    1.144840156    
174      I1         1.740563043    2.526087611    3.747536637    0.8532681676   0.4435392042   0.3257977483   2.20444443     0.1045308158   3.795841712    0.8355698545   0.2875839705   
175      I1         1.419627759    3.344407996    3.971744774    0.9534866534   0.8329797208   2.35856479     2.254110226    0.0854061307   1.920677394    1.800090171    0.5185569204   
176      I1         2.471193562    3.975416801    3.670207533    0.2887668062   0.1117894441   9.604909417    0.3273412944   0.03492587567  5.82993812     0.9983819246   0.6970606729   
177      I1         2.001021493    4.24155949     4.195461208    0.4149177055   0.9310201391   4.715888998    2.998086719    0.1214438644   5.37386035     1.290360737    0.7029815387   
178      I1         2.188799289    3.488369412    4.919765623    0.9698528934   0.2098740821   7.534625544    1.319112818    0.08335720518  1.965579491    1.601468223    1.302407116    
179      I1         2.412625696    3.834027363    4.911750047    0.6558531331   0.1013074441   2.089410644    0.2188061628   0.02977245737  5.536001779    1.230532257    1.210715936    
180      I1         2.382335925    2.852555263    3.731005974    0.4191608878   0.4931008605   3.161734854    2.706239538    0.1151165196   3.892796916    1.259094137    0.8927826384   
181      I1         1.013126128    3.46101426     4.354930306    0.9105767505   0.8604976298   7.03016898     0.9601078918   0.03091458979  5.088818629    1.042346992    0.5331973398   
182      I1         2.259430362    3.109110906    3.645172422    0.1423160262   0.7373991272   9.583711601    1.889784482    0.1460048506   2.077790812    0.9777418505   0.8372060546   
183      I1         2.669316018    2.805831257    3.99823988     0.9033250825   0.08592714136  7.717283805    1.632950029    0.0122955328   2.890572867    0.727143909    0.468568937    
184      I1         2.522802265    3.421298897    4.541078206    0.594645732    0.941542642    1.28832285     1.688368233    0.09183180377  4.793926818    1.382098867    1.126731184    
185      I1         2.42488636     4.125273371    4.439258158    0.5394486182   0.8500911906   5.220264853    1.797785827    0.01102040175  2.651376117    1.030842101    0.6067510403   
186      I1         2.374256652    3.009794435    3.94033855     0.09380691351  0.0890321183   2.858188311    0.1089241533   0.04440896626  1.873273796    1.849818526    1.158171443    
187      I1         2.631563387    4.329415751    3.917340438    0.3091048798   0.7113755041   2.534502614    1.773047415    0.03348301499  1.636350588    0.9605129576   0.730044207    
188      I1         1.966159008    3.325932068    3.541364796    0.368880236    0.4105007558   1.813236371    1.611087785    0.02473809058  2.372179527    0.9671383839   0.459918022    
189      I1         1.388119901    2.512574508    4.243564122    0.5788593947   0.02016356509  0.3695975357   0.6765196184   0.05764192863  3.855833875    1.843363818    0.7322798518   
190      I1         1.687080142    3.916633348    3.668891477    0.8130420474   0.1628758786   5.787673809    1.55345136     0.02433543685  2.038314198    1.948116747    0.9048461253   
191      I1         1.871461564    4.405322966    3.50148044     0.8351751549   0.1446908839   4.529884387    0.468435007    0.01309764807  5.236107514    1.363649478    0.9714593246   
192      I1         1.251983061    3.581341495    4.749826419    0.8162194583   0.220584488    4.884283603    1.448950676    0.07855224944  3.024569319    1.153100414    0.5054098007   
193      I1         1.776181637    4.485577177    4.290803523    0.9752273023   0.1177522271   9.273599008    2.65208089     0.1263437581   3.039929041    0.9701211373   0.2201038931   
194      I1         1.108544849    3.618028139    4.520355411    0.1586357021   0.5760678983   8.751343945    2.088774999    0.03014774302  1.785855602    1.562882391    0.6192490338   
195      I1         2.560860465    3.692617075    3.708914537    0.8608480364   0.6953665752   5.814931171    2.106068414    0.03717963817  2.608979605    1.655396903    1.186319765    
196      I1         1.467501262    3.742420556    3.89962961     0.2997027545   0.509737054    7.899259404    0.7192227618   0.1082669805   4.028972105    0.5706647867   0.9488535141   
197      I1         1.374139832    3.307925728    4.008842915    0.307045893    0.5846141512   8.716605469    0.2457813899   0.01788190988  3.261343472    0.6653220019   0.7458448931   
198      I1         2.159552999    2.722733063    4.319924556    0.4844471541   0.1289259313   9.33223508     0.8552969856   0.01473357347  4.565613201    1.501235862    0.9027540115   
199      I1         1.578950539    4.169463359    3.811379213    0.6318941159   0.5857182627   7.064042437    1.780800284    0.1121178233   3.994037349    1.637279516    0.6075106474   
200      I1         1.841522265    3.80899276     4.803329782    0.8261550649   0.3801969768   0.6281363281   2.216612014    0.01993415349  2.019327078    1.544228546    1.121051464    
201      I1         1.010710877    3.028138083    4.646074974    0.01128075689  0.2484786123   3.697353834    1.28403948     0.1430553987   1.582967968    1.480930431    0.9226140475   
202      I1         2.39721588     4.220899615    4.257690755    0.2257529178   0.9372722994   1.63161365     1.256549383    0.1445116749   2.965042814    1.830180116    1.22563396     
203      I1         1.826024947    2.781749931    3.976192295    0.2674938073   0.2464161253   1.696533584    2.893863476    0.1371336349   2.627453962    0.6594580139   0.8364672513   
204      I1         1.460345995    3.305604417    3.533485608    0.7860742005   0.1250539843   6.296109337    1.925598564    0.05090217145  5.063874512    1.640883631    0.756189703    
205      I1         2.065941496    3.643957664    3.579251762    0.04631572826  0.9224487796   8.654259139    0.3805505836   0.02911006152  1.5970737      1.825819701    1.208476117    
206      I1         1.124056614    4.112137624    4.850708376    0.2137834302   0.7991067335   6.953071345    1.269511844    0.09348076221  5.205344928    0.9370925764   0.4086754288   
207      I1         2.601462023    3.370824246    4.479037366    0.7134540686   0.04916239375  7.868435783    1.234983084    0.03870169607  5.928084829    1.79995887     1.285357163    
208      I1         2.499934239    3.330417623    4.833557562    0.1094647061   0.2239289244   5.190489881    2.512066875    0.09052593078  5.604046115    0.69699681     0.8487575909   
209      I1         2.359968719    4.476620445    3.857231003    0.3374150785   0.3741075441   5.567548951    1.80389414     0.1404543985   1.98237416     1.986411353    1.210764008    
210      I1         2.134442838    2.671844913    3.779618818    0.5496203686   0.6631821369   5.451772094    2.027227708    0.09610087258  5.524701653    1.05292812     0.5164129604   
211      I1         1.912023774    3.829369201    4.661036285    0.9805095429   0.7707287291   9.053510048    0.6552940158   0.07271500332  4.894863946    1.238662922    0.721794181    
212      I1         1.419191177    4.189910169    4.53924672     0.2506824008   0.9584592573   3.614292698    0.9370100619   0.1218032697   3.047953305    1.266080104    0.5414182677   
213      I1         1.801323509    2.751589613    4.063307776    0.2175845276   0.9466801024   9.65776003     2.2779584      0.07734629702  2.496989269    1.174416291    0.6856764192   
214      I1         1.329635181    2.814107756    4.168677946    0.3745234011   0.2052308283   5.071982654    1.420503768    0.06084452873  3.95236151     1.862571873    0.6180568119   
215      I1         2.637686949    2.92345399     4.402770533    0.6948103972   0.4200881004   4.310346469    2.678897962    0.05556433279  1.562935057    1.700997495    1.23645551     
216      I1         2.611398778    4.000328189    3.772429689    0.5146411477   0.8994223175   1.393663158    0.6841918299   0.1348549898   4.25023943     1.866588445    1.297019406    
217      I1         2.448286095    3.443673481    4.998039006    0.6090147236   0.04468927487  5.955674479    0.8250106569   0.006856686247 3.565191934    0.8426764579   0.6004436114   
218      I1         2.458476031    3.901700714    4.171686007    0.3203010297   0.9267890524   3.177402617    2.56643468     0.1197957861   3.44168767     0.5243792589   1.185111195    
219      I1         2.438002296    2.915427134    3.590844564    0.9664733799   0.4753711493   4.217818408    2.773276552    0.04131197187  4.771898429    1.007207384    0.6719486225   
220      I1         1.3501715      2.833115262    3.596579127    0.3419970723   0.8928641198   7.585434032    2.746068637    0.1020713069   2.854716323    0.8678181562   0.5386749169   
221      I1         1.662142075    3.949820751    3.652058014    0.3768789556   0.1413102393   7.952141837    2.938218601    0.007754395599 3.773213965    1.430657941    0.7377062993   
222      I1         1.487877155    4.076230638    4.934792499    0.2578996488   0.6961344583   9.435916875    0.121763921    0.08857988384  1.823441209    1.965919025    1.061963825    
223      I1         1.862721522    4.395976659    3.601796457    0.2528676024   0.7659888071   8.296674237    2.048008909    0.04738531147  5.123533749    0.5501144764   0.9623148428   
224      I1         2.026528753    2.699058015    3.862530359    0.2398713653   0.191096213    4.019669975    2.831746868    0.03789655592  4.919866786    1.00036568     0.7421050305   
225      I1         1.975950592    3.101491135    3.872017079    0.2810816412   0.5565208168   7.978424054    0.001945486509 0.07935041428  3.902854934    1.816046103    0.9279784267   
226      I1         1.147936518    3.990657858    4.412908551    0.7262102806   0.7618330616   7.407846489    1.361306337    0.141569001    2.230476069    1.062985517    0.3150491113   
227      I1         2.106987481    3.711987165    3.806135625    0.9243459712   0.2448017307   0.7839750314   0.4427522305   0.1293649199   3.918613877    0.709033312    0.4105484639   
228      I1         1.58841181     3.20244509     3.728471479    0.5950280336   0.9379771955   0.9747690129   0.999927641    0.07630263641  5.323255652    1.370479623    0.5329027603   
229      I1         1.179220201    3.073276905    3.700436094    0.9795582233   0.01152641849  7.990311883    2.62893519     0.08654852679  1.843611386    1.692409367    0.5894711153   
230      I1         1.067752423    4.238652031    3.664875627    0.8055794563   0.1985287257   8.538878684    1.278329861    0.06516090887  4.45943644     1.785822193    0.5510294916   
231      I1         1.09845222     3.418420474    3.763401858    0.2626567102   0.279182846    3.090635965    1.306434248    0.0493198283   5.660586855    1.197199042    0.4141170731   
232      I1         1.631479492    2.975463035    4.79764427     0.5377850523   0.9190928976   1.059934205    2.786979858    0.1335532432   5.291024786    1.316029469    0.65360086     
233      I1         2.475966423    3.718143008    3.938568019    0.1350522446   0.3294683232   5.484717207    1.475561403    0.06480682841  5.88448895     0.860004772    0.7695589458   
234      I1         1.278399449    4.453329428    4.508984196    0.3476104215   0.09677803858  7.283779674    1.758918474    0.05002195325  3.715656314    1.203561368    0.5140619872   
235      I1         2.238629173    3.00061826     4.070673926    0.4223373309   0.5220185425   1.957400108    0.1736406476   0.1051745317   2.984085797    1.836561882    1.050598857    
236      I1         1.399648779    2.761778064    4.780744053    0.1717771929   0.3380955784   4.447244152    0.6913817737   0.1031779262   2.15784443     1.808392336    0.9857571743   
237      I1         1.017740675    2.898175949    3.629091159    0.9711978667   0.2717204916   4.247479126    2.603075954    0.1167019711   5.465638235    1.716819218    0.6919191009   
238      I1         2.592783879    2.629395046    3.879697913    0.6177638289   0.136307493    9.526076387    0.1924150184   0.1015110234   2.356782464    0.6906561759   0.6571860748   
239      I1         2.264016217    3.55773209     3.980459772    0.4033144509   0.8350015658   1.276621057    0.8900685746   0.01517061853  4.289869126    0.9949551505   0.5386660064   
240      I1         2.568473146    3.263008308    4.707193604    0.9569122946   0.2340491312   2.631645173    0.9779617414   0.1096532556   1.559756235    0.9897151453   0.7143578245   
241      I1         2.205239601    3.661522358    3.717056883    0.7782062663   0.3221937678   7.789316642    2.544492742    0.02809264832  4.496306924    0.6875188768   0.4878885484   
242      I1         1.51928575     3.659819566    4.868518716    0.6853682706   0.1739787854   9.767570232    2.412721669    0.1041556329   4.415722981    1.217328217    0.7129722118   
243      I1         2.289566797    3.338107622    4.03340084     0.3832702037   0.9527122088   0.5941868708   0.1332352735   0.04349394595  1.681703003    1.225450273    0.8151041651   
244      I1         1.724984263    2.87970511     4.489426441    0.3637232882   0.8689908005   5.618450393    0.4711582756   0.0210907425   2.488267407    1.942139979    0.8924805443   
245      I1         2.167821931    4.068421291    4.018088633    0.05397155562  0.06917312631  0.5155318816   0.5526622512   0.1229408023   2.426253143    0.8807627054   0.8467007609   
246      I1         2.308771412    4.309644018    4.823310104    0.7351553244   0.714725534    9.218734886    2.907904564    0.1331798536   5.421046855    1.309844568    1.049908188    
247      I1         1.005267824    3.500850289    4.629560838    0.4156345467   0.5312512202   8.960502068    0.9829655613   0.09201611646  4.715926388    0.6167305192   0.6363275126   
248      I1         1.054015108    3.250364477    4.415990643    0.1060554789   0.5056121611   0.3582731703   2.365517818    0.1110283528   5.113240667    1.982336956    0.8934376553   
249      I1         2.532347989    3.196216434    4.103164617    0.6520493137   0.7468992355   0.4383188587   0.7896408734   0.002558928744 1.728529922    0.6529024303   0.7159984755   
250      I1         1.900518864    2.690692715    4.90382365     0.1869733362   0.979447786    9.849586199    0.2318342026   0.08470807871  1.706943522    1.720759204    1.140751409    
251      I1         2.257081237    3.381479204    4.504594779    0.6064637601   0.9023741      0.6846961195   1.358344629    0.06275296592  4.523209234    1.746364786    1.21360198     
252      I1         2.21752088     4.426915869    4.895590538    0.2089163743   0.4965381045   6.001678038    2.86679589     0.1312056985   1.535487244    1.247771369    1.248968408    
253      I1         2.49550917     2.971723814    3.547597908    0.5475402506   0.2851235629   7.516776562    1.668531138    0.1208402955   2.324340929    1.593194512    1.33126931     
254      I1         2.061125029    2.676093945    4.726614607    0.3297835083   0.8629435835   2.946877912    0.4552364846   0.03699373672  4.995490024    1.571671306    1.071336164    
255      I1         1.395714096    2.933302108    4.595898833    0.1985720714   0.8178788364   8.893932136    2.914337417    0.003228252633 1.500436929    1.674376203    0.7382852645   
256      I1         2.207471669    4.105508484    4.155020637    0.7827888579   0.3251547208   6.710055755    0.08128058462  0.05883320443  2.679246267    0.6214857946   0.64849499     
257      I1         2.035763744    3.603153875    4.408522879    0.5249688643   0.7449829453   2.715362389    0.1171709464   0.02605462976  3.836932158    0.588615673    0.7328595673   
258      I1         2.278140663    2.88572284     4.601083691    0.128473036    0.1890601572   8.703049179    0.208140036    0.0184832782   4.869935016    1.424296829    1.156689394    
259      I1         1.597171496    2.772620829    4.143210819    0.2482968935   0.09428000369  3.372111183    0.861623661    0.02170608563  5.336592674    1.569808297    0.6540475498   
260      I1         1.593689946    3.818600949    4.262113436    0.8287151901   0.3909964414   3.665753972    0.9528779359   0.1116211901   4.438438427    1.261000436    0.3782778512   
261      I1         1.925710618    4.251213937    4.375696499    0.2366521052   0.5280954635   5.133200276    1.348373174    0.09130776417  2.468843597    1.77227939     1.01089018     
262      I1         2.115755904    3.172312953    4.817131835    0.2053694139   0.05784624219  5.436145523    1.897851405    0.1304707609   3.870219644    0.7040475474   0.7387726117   
263      I1         2.122242053    3.403105877    3.743459489    0.5035474146   0.8255057529   6.59679333     2.498217762    0.09488914473  5.566216052    1.146623985    0.6152009458   
264      I1         1.192144908    2.99803649     4.68562436     0.941346387    0.653742217    5.308717337    2.942109655    0.04516243601  2.217186449    0.5147332418   1.007261534    
265      I1         1.860758497    2.704478325    3.988401344    0.6890713407   0.2087928288   9.893005244    0.4188999556   0.1277969986   4.834032925    1.081057923    0.395387564    
266      I1         1.411379407    4.025314388    4.758476302    0.78766895     0.4852475744   9.807148281    2.229455257    0.003624897103 5.954536917    1.388761103    0.635607903    
267      I1         1.287468238    2.574738898    4.880159369    0.3140481537   0.757544596    0.275446016    1.74120242     0.02235677251  5.616863051    1.276919118    0.6012895387   
268      I1         1.548020555    4.423873866    4.466576706    0.8179985224   0.2877460165   2.653942694    2.111441234    0.0002529546357 3.743609105    1.516877371    0.6236721101   
269      I1         2.440831827    3.84290054     4.042631231    0.100521532    0.5132588444   7.822289279    1.329604916    0.06185146696  5.847603335    0.6484563099   0.8904753754   
270      I1         2.328908169    3.454900871    3.854733149    0.4961993767   0.9170078746   8.818446818    2.165688921    0.06642380585  2.796383729    1.470995174    0.9223611402   
271      I1         2.283172998    3.115081163    4.204704216    0.6578579263   0.2271843178   3.486612735    0.3434920695   0.1244514553   3.302417531    0.8062256208   0.4130496613   
272      I1         1.257062834    4.097849565    4.581079361    0.08532162429  0.6889461185   0.1095228706   2.719180238    0.06684404514  3.452529536    0.5067873033   1.036581141    
273      I1         2.152181115    3.535459893    4.893438814    0.6022610977   0.8969460614   5.656863288    1.602576732    0.00632673342  4.886238014    0.7224212373   0.3152807654   
274      I1         1.448248883    3.091747092    3.880135308    0.9378834073   0.4360470655   0.241138325    1.042364317    0.02731091458  3.202221732    1.972029868    0.7590062439   
275      I1         2.451218561    2.617877276    3.818967023    0.4360845678   0.7594634673   0.2008739061   0.4252164516   0.09909258809  2.906111754    1.140242609    0.864875842    
276      I1         1.209466336    3.233603688    4.739937736    0.7047729654   0.685109752    5.939641469    1.599009314    0.05622920748  3.698675296    1.531327975    0.5443961209   
277      I1         1.644514978    3.882876357    4.549024377    0.6817590328   0.5424318474   4.630881637    1.577793398    0.07429449506  3.544403062    0.6428642571   0.5059696512   
278      I1         1.117570384    2.646811393    4.442445636    0.2294786622   0.7934731076   8.935380853    1.059015923    0.1108413201   2.175632341    1.902681041    0.6535570627   
279      I1         1.693121143    2.980463531    4.52658787     0.4085227492   0.7054546704   5.275197541    2.646035071    0.097276535    3.983319072    1.628200986    0.8158941092   
280      I1         1.637441218    4.155648467    3.584733611    0.3136359659   0.5544699285   9.391928479    1.963900448    0.03271501446  2.710759681    1.664766765    0.8162232957   
281      I1         1.435738841    4.058214104    3.635914016    0.08187029442  0.6994658029   1.740474131    0.07806310046  0.05736759     3.41936099     1.190230441    0.5683373693   
282      I1         1.673829551    3.163309721    4.953433392    0.7968582963   0.8857831008   0.701920532    0.5141239158   0.07230983945  5.037831576    1.164990994    0.712926319    
283      I1         1.480591073    2.641480856    3.804527258    0.5699990112   0.2176088771   6.216627951    1.087077552    0.08609194018  4.548695714    1.75998038     0.6080641183   
284      I1         1.06004142     2.74267134     4.619123045    0.7909367982   0.8014879318   1.458145766    0.62291815     0.08816497846  1.801508024    1.012979919    0.476412271    
285      I1         1.073465582    4.299857137    3.94820331     0.07903790755  0.3533398499   0.1383557627   2.191356051    0.1157870359   1.614066072    1.417093632    0.9647330935   
286      I1         2.250696324    3.960591709    3.766092763    0.3857637516   0.1685791455   0.803349096    0.3920599792   0.04399668734  2.925947458    1.096876006    0.717905301    
287      I1         1.355868765    4.468769744    3.796296287    0.7246198575   0.6208331469   4.058018758    0.4321993705   0.1479835051   5.508398482    1.04829631     0.2373265476   
288      I1         2.422002096    3.857509225    3.657549695    0.2605007178   0.7502055389   7.21046598     1.207174493    0.05984180384  2.838526214    1.074506369    0.7836381597   
289      I1         2.047496987    2.907100784    3.825885202    0.4496035419   0.1201212604   9.199591692    2.283839803    0.03913402883  4.728849588    0.7145296832   0.6635895261   
290      I1         1.372990647    4.365189906    3.689700947    0.8802523054   0.459415704    9.935364316    2.444468115    0.05361642155  2.002511726    0.8249376441   0.3808463194   
291      I1         1.769000019    2.534835404    4.613278452    0.4727462276   0.5694610568   8.334224322    2.073993922    0.1223930743   4.007931471    1.706147644    0.9383802246   
292      I1         1.130114072    4.051475994    3.640499372    0.465210757    0.6270359666   6.266903658    2.013580022    0.1137514449   4.972361058    1.576652487    0.4447832784   
293      I1         2.430353726    2.540429602    4.572368501    0.9485655461   0.6796230876   8.095700615    2.051924932    0.03390316697  5.183143805    0.7616645316   0.2578112315   
294      I1         2.515934321    4.137371732    4.297313474    0.3617429562   0.4874712745   6.48335404     2.728388239    0.0135134567   5.980536988    1.039057839    0.7753445157   
295      I1         1.340152146    3.720919852    4.768351405    0.03232881701  0.8537564426   5.581352577    1.672633847    0.1161062427   5.711834487    1.156273825    0.5814137556   
296      I1         2.144278275    4.19975252     3.513992575    0.07736213041  0.06784710513  6.634035164    2.814000028    0.03983068847  2.550755296    1.165557781    1.063552988    
297      I1         1.440934608    3.544451785    4.365308257    0.4476728921   0.4123488404   1.323055332    2.809444702    0.1182956126   1.746943603    1.354542716    0.6091557967   
298      I1         2.128226823    4.457955617    4.343583492    0.04404286758  0.9830281785   8.861973182    1.997856989    0.01041320944  2.135714975    1.871659587    1.097470993    
299      I1         1.367787761    2.900110274    3.630724622    0.7479293057   0.6568343862   0.8342739093   1.166910396    0.009787202042 5.043864839    0.7302040809   0.5287959953   
300      I1         2.095449208    3.913315232    4.059570044    0.4393065005   0.7329755853   6.01519677     2.386174126    0.08156963308  3.064311816    1.538362538    0.8635870017   
301      I1         1.283333333    4.462962963    3.990740741    0.6088888889   0.3427160494   5.416666667    0.3148148148   0.0009259259259 1.527777778    1.175925926    0.2802189456   
302      I1         1.346296296    3.154320988    3.731481481    0.4516049383   0.6451851852   5.05           0.6851851852   0.0009259259259 5.972222222    1.083333333    0.2574473374   
303      I1         1.178395062    2.537037037    3.805555556    0.6572839506   0.3427160494   5.416666667    0.9814814815   0.1490740741   1.527777778    1.194444444    0.2855203107   
304      I1         1.367283951    3.154320988    4.324074074    0.6088888889   0.01604938272  5.416666667    0.05555555556  0.0009259259259 5.916666667    1.009259259    0.2544537692   
305      I1         1.367283951    4.462962963    4.490740741    0.5            0.669382716    5.05           0.05555555556  0.0009259259259 5.972222222    1.009259259    0.2453060861   
306      I1         1.010493827    3.87037037     3.916666667    0.6088888889   0.669382716    5.416666667    2.796296296    0.0009259259259 5.972222222    1.324074074    0.3315220941   
307      I1         1.55617284     4.314814815    3.972222222    0.9234567901   0.1128395062   6.15           2.166666667    0.1490740741   4.527777778    1.009259259    0.2095008068   
308      I1         1.55617284     4.462962963    3.898148148    0.8992592593   0.8871604938   6.516666667    2.018518519    0.1490740741   5.583333333    1.009259259    0.2034402284   
309      I1         1.55617284     3.87037037     3.861111111    0.8750617284   0.6330864198   6.15           2.166666667    0.1490740741   1.527777778    1.009259259    0.1988306341   
310      I1         1.094444444    3.154320988    3.509259259    0.5            0.3427160494   5.783333333    2.944444444    0.0009259259259 1.527777778    1.064814815    0.3189908979   
311      I1         1.55617284     3.12962963     3.990740741    0.6572839506   0.6451851852   5.05           2.722222222    0.0009259259259 5.972222222    1.009259259    0.2342960819   
312      I1         1.304320988    3.154320988    3.509259259    0.5362962963   0.5604938272   5.05           2.944444444    0.04722222222  5.972222222    1.009259259    0.2601890841   
313      I1         1.010493827    2.537037037    3.509259259    0.3427160494   0.6088888889   5.783333333    2.055555556    0.0009259259259 5.972222222    1.231481481    0.2989791097   
314      I1         1.010493827    2.512345679    3.916666667    0.6451851852   0.3427160494   6.15           2.018518519    0.0009259259259 5.916666667    1.490740741    0.3388778223   
315      I1         1.22037037     3.154320988    3.694444444    0.4516049383   0.5483950617   5.05           2.981481481    0.0009259259259 5.972222222    1.138888889    0.3074914107   
316      I1         1.346296296    3.154320988    4.490740741    0.5362962963   0.3427160494   5.416666667    0.2777777778   0.0009259259259 1.527777778    1.009259259    0.2651967366   
317      I1         1.157407407    4.462962963    3.509259259    0.4637037037   0.669382716    6.761111111    0.9814814815   0.1490740741   5.972222222    1.083333333    0.2960739124   
318      I1         1.010493827    3.87037037     3.990740741    0.6572839506   0.9839506173   5.783333333    0.05555555556  0.0009259259259 5.972222222    1.472222222    0.3495413308   
319      I1         1.178395062    3.87037037     3.509259259    0.415308642    0.3427160494   5.416666667    0.1666666667   0.0009259259259 5.972222222    1.027777778    0.2866298812   
320      I1         1.010493827    2.512345679    4.324074074    0.3427160494   0.9718518519   5.05           0.05555555556  0.0009259259259 5.972222222    1.25           0.3485090648   
321      I1         1.010493827    3.845679012    3.75           0.3790123457   0.5            5.783333333    0.01851851852  0.0009259259259 5.972222222    1.361111111    0.347966185    
322      I1         1.55617284     4.462962963    3.990740741    0.8266666667   0.9839506173   6.15           2.685185185    0.0009259259259 1.583333333    1.009259259    0.2026297896   
323      I1         1.031481481    4.462962963    3.990740741    0.9355555556   0.9839506173   6.15           2.981481481    0.0009259259259 1.527777778    1.490740741    0.4428204305   
324      I1         1.367283951    4.487654321    3.509259259    0.5362962963   0.669382716    4.316666667    1.944444444    0.0009259259259 1.583333333    1.009259259    0.2908802912   
325      I1         1.178395062    2.537037037    3.990740741    0.6451851852   0.9839506173   5.416666667    2.055555556    0.0009259259259 1.527777778    1.231481481    0.2977188921   
326      I1         1.010493827    2.537037037    3.509259259    0.4516049383   0.3427160494   3.216666667    1.166666667    0.0009259259259 1.527777778    1.305555556    0.3515597693   
327      I1         1.55617284     4.462962963    4.138888889    0.6572839506   0.9839506173   5.416666667    1.055555556    0.0009259259259 5.972222222    1.009259259    0.2355118824   
328      I1         1.262345679    2.685185185    3.972222222    0.8145679012   0.9839506173   5.783333333    2.018518519    0.1490740741   5.972222222    1.25           0.2426312552   
329      I1         1.55617284     4.462962963    3.842592593    0.8266666667   0.5362962963   5.783333333    2.018518519    0.1490740741   5.972222222    1.009259259    0.19739327     
330      I1         1.367283951    4.462962963    4.138888889    0.8992592593   0.01604938272  6.15           0.9814814815   0.0009259259259 1.527777778    1.175925926    0.3021504609   
331      I1         1.55617284     2.685185185    3.990740741    0.9355555556   0.5725925926   6.638888889    2.944444444    0.1490740741   5.972222222    1.009259259    0.2105119382   
332      I1         1.304320988    2.537037037    3.509259259    0.669382716    0.1007407407   6.761111111    2.055555556    0.1490740741   5.916666667    1.009259259    0.2305240108   
333      I1         1.55617284     3.87037037     3.990740741    0.8750617284   0.1007407407   6.883333333    2.944444444    0.1490740741   1.527777778    1.009259259    0.1994012952   
334      I1         1.367283951    2.512345679    3.990740741    0.9355555556   0.02814814815  6.516666667    2.944444444    0.1490740741   1.527777778    1.175925926    0.2727452215   
335      I1         1.55617284     4.314814815    3.990740741    0.862962963    0.9839506173   3.338888889    2.981481481    0.1490740741   5.916666667    1.027777778    0.2010780129   
336      I1         1.367283951    4.462962963    3.972222222    0.862962963    0.9839506173   3.338888889    2.944444444    0.1490740741   5.972222222    1.175925926    0.232258776    
337      I1         1.304320988    3.12962963     3.916666667    0.7782716049   0.5            3.338888889    2.944444444    0.1490740741   5.972222222    1.175925926    0.227367815    
338      I1         1.55617284     4.462962963    3.990740741    0.9355555556   0.330617284    6.761111111    2.944444444    0.1490740741   1.583333333    1.009259259    0.2156488622   
339      I1         1.367283951    4.314814815    3.990740741    0.7540740741   0.01604938272  6.761111111    2.055555556    0.1490740741   5.972222222    1.027777778    0.248200124    
340      I1         1.493209877    3.203703704    3.75           0.8266666667   0.330617284    6.761111111    2.944444444    0.1490740741   4.527777778    1.009259259    0.197589891    
341      I1         1.55617284     3.12962963     3.87962963     0.8387654321   0.9839506173   5.416666667    2.981481481    0.1490740741   4.916666667    1.027777778    0.19192809     
342      I1         1.094444444    2.537037037    3.509259259    0.5725925926   0.669382716    3.338888889    2.944444444    0.1490740741   5.972222222    1.175925926    0.2001218305   
343      I1         1.55617284     3.12962963     3.898148148    0.7903703704   0.1007407407   3.338888889    0.05555555556  0.1490740741   5.972222222    1.009259259    0.2076153899   
344      I1         1.55617284     3.12962963     3.972222222    0.6451851852   0.3185185185   3.338888889    0.01851851852  0.0009259259259 5.972222222    1.009259259    0.2262061121   
345      I1         1.304320988    3.12962963     3.935185185    0.8992592593   0.4274074074   3.338888889    0.01851851852  0.1490740741   5.972222222    1.25           0.3059332291   
346      I1         1.367283951    3.12962963     3.527777778    0.6088888889   0.330617284    3.338888889    0.9814814815   0.1490740741   5.916666667    1.009259259    0.2189967667   
347      I1         1.010493827    2.537037037    3.583333333    0.584691358    0.9718518519   5.783333333    2.981481481    0.1490740741   5.972222222    1.268518519    0.1979602707   
348      I1         1.010493827    2.537037037    3.564814815    0.5967901235   0.6814814815   6.15           2.981481481    0.1490740741   5.972222222    1.25           0.225451281    
349      I1         1.157407407    2.537037037    3.527777778    0.5362962963   0.9839506173   3.338888889    2.981481481    0.1490740741   5.972222222    1.175925926    0.183309693    
350      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1791879163   
351      I1         1.031481481    2.537037037    3.509259259    0.5241975309   0.9839506173   3.338888889    2.981481481    0.1490740741   1.583333333    1.25           0.2795781929   
