%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_karst et_scale       neg_kge        
352      I1         1.304320988    2.685185185    4.138888889    0.3911111111   0.01604938272  2.116666667    0.01851851852  0.0009259259259 5.972222222    1.009259259    0.3287159419   
353      I1         1.094444444    2.537037037    3.675925926    0.5725925926   0.9839506173   2.85           2.981481481    0.1490740741   5.972222222    1.231481481    0.2011271525   
354      I1         1.367283951    2.537037037    3.675925926    0.6451851852   0.01604938272  3.338888889    0.2777777778   0.0009259259259 5.583333333    1.009259259    0.2581006857   
355      I1         1.157407407    2.537037037    3.898148148    0.6088888889   0.01604938272  3.216666667    0.01851851852  0.0009259259259 5.972222222    1.231481481    0.3082954047   
356      I1         1.367283951    3.87037037     3.694444444    0.6572839506   0.01604938272  3.338888889    0.05555555556  0.1490740741   5.916666667    1.009259259    0.2389884614   
357      I1         1.55617284     3.12962963     3.990740741    0.862962963    0.9839506173   3.338888889    2.944444444    0.0009259259259 5.916666667    1.064814815    0.2031997946   
358      I1         1.367283951    2.537037037    3.861111111    0.7177777778   0.9839506173   3.216666667    2.981481481    0.0009259259259 5.972222222    1.175925926    0.2181068164   
359      I1         1.55617284     2.685185185    3.990740741    0.8750617284   0.02814814815  3.338888889    2.944444444    0.0009259259259 4.583333333    1.009259259    0.2092947911   
360      I1         1.283333333    2.537037037    3.675925926    0.8266666667   0.01604938272  3.338888889    2.981481481    0.0009259259259 5.916666667    1.009259259    0.3088222877   
361      I1         1.304320988    3.154320988    3.824074074    0.6209876543   0.5362962963   1.016666667    1.388888889    0.0009259259259 5.972222222    1.138888889    0.3067861034   
362      I1         1.010493827    2.537037037    4.175925926    0.7782716049   0.7177777778   6.761111111    2.981481481    0.1472222222   5.916666667    1.87962963     0.378106306    
363      I1         1.55617284     2.685185185    3.990740741    0.862962963    0.2338271605   6.516666667    2.944444444    0.0009259259259 1.527777778    1.009259259    0.2032505624   
364      I1         1.55617284     3.154320988    4.25           0.862962963    0.01604938272  6.15           2.981481481    0.0009259259259 1.916666667    1.009259259    0.2095731832   
365      I1         1.55617284     4.462962963    4.175925926    0.862962963    0.9839506173   6.516666667    2.981481481    0.0009259259259 5.972222222    1.027777778    0.2019391462   
366      I1         1.010493827    2.512345679    4.305555556    0.7177777778   0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.472222222    0.2658843477   
367      I1         1.472222222    2.709876543    4.138888889    0.8266666667   0.9839506173   3.338888889    2.981481481    0.1490740741   1.527777778    1.083333333    0.2154854491   
368      I1         1.55617284     2.537037037    4.083333333    0.8387654321   0.1249382716   3.338888889    2.944444444    0.1490740741   2.916666667    1.009259259    0.1982534025   
369      I1         1.010493827    2.537037037    4.490740741    0.669382716    0.9839506173   3.216666667    2.981481481    0.1490740741   1.583333333    1.25           0.2793847213   
370      I1         1.55617284     3.12962963     4.305555556    0.7540740741   0.9839506173   3.338888889    2.981481481    0.0009259259259 1.583333333    1.009259259    0.2225038346   
371      I1         1.010493827    2.512345679    4.083333333    0.8266666667   0.5725925926   3.216666667    2.981481481    0.1490740741   1.527777778    1.490740741    0.3404729101   
372      I1         1.55617284     2.685185185    3.916666667    0.8266666667   0.01604938272  6.883333333    0.01851851852  0.0009259259259 1.527777778    1.009259259    0.2132723348   
373      I1         1.367283951    2.537037037    3.638888889    0.6572839506   0.3185185185   6.516666667    0.01851851852  0.1490740741   5.972222222    1.009259259    0.2305242845   
374      I1         1.010493827    3.87037037     3.509259259    0.4637037037   0.01604938272  4.683333333    0.01851851852  0.1490740741   5.916666667    1.212962963    0.3466796222   
375      I1         1.115432099    2.685185185    4.490740741    0.5            0.02814814815  5.416666667    0.01851851852  0.1490740741   5.972222222    1.009259259    0.3194209826   
376      I1         1.55617284     3.87037037     4.842592593    0.5483950617   0.2459259259   5.416666667    0.01851851852  0.0009259259259 5.916666667    0.7685185185   0.2282752755   
377      I1         1.010493827    2.512345679    4.027777778    0.669382716    0.9839506173   6.883333333    2.981481481    0.0009259259259 4.583333333    1.861111111    0.3542424666   
378      I1         1.55617284     2.512345679    4.027777778    0.8266666667   0.9839506173   6.15           2.981481481    0.0009259259259 5.916666667    1.009259259    0.2055408078   
379      I1         1.493209877    2.512345679    4.083333333    0.8871604938   0.9839506173   5.783333333    2.981481481    0.0009259259259 5.916666667    1.194444444    0.2408244628   
380      I1         1.55617284     2.537037037    4.138888889    0.9113580247   0.01604938272  6.638888889    2.055555556    0.002777777778 5.972222222    1.009259259    0.221425293    
381      I1         1.367283951    2.907407407    3.527777778    0.5483950617   0.02814814815  6.761111111    0.01851851852  0.002777777778 1.527777778    1.009259259    0.2632541985   
382      I1         1.535185185    4.314814815    4.564814815    0.5483950617   0.01604938272  5.05           0.01851851852  0.04907407407  4.527777778    0.8055555556   0.212948295    
383      I1         1.010493827    3.12962963     4.027777778    0.6572839506   0.01604938272  6.516666667    0.01851851852  0.0009259259259 1.583333333    1.490740741    0.3685043333   
384      I1         1.031481481    4.462962963    4.490740741    0.3427160494   0.2459259259   3.338888889    0.01851851852  0.0009259259259 5.916666667    1.009259259    0.3413139866   
385      I1         1.55617284     3.845679012    4.916666667    0.330617284    0.862962963    3.216666667    0.01851851852  0.0009259259259 5.583333333    0.8240740741   0.2553943634   
386      I1         1.55617284     4.462962963    4.305555556    0.9355555556   0.9839506173   3.338888889    2.944444444    0.0009259259259 1.527777778    1.009259259    0.2520211879   
387      I1         1.346296296    2.537037037    4.009259259    0.8145679012   0.9839506173   2.116666667    2.981481481    0.1490740741   4.916666667    1.175925926    0.2345860677   
388      I1         1.094444444    2.537037037    3.509259259    0.5            0.9839506173   4.561111111    2.981481481    0.1490740741   5.972222222    1.25           0.2035005667   
389      I1         1.55617284     4.462962963    4.027777778    0.6572839506   0.01604938272  6.15           0.01851851852  0.0009259259259 5.916666667    1.009259259    0.2247736449   
390      I1         1.199382716    4.487654321    4.25           0.5            0.01604938272  6.15           0.01851851852  0.0009259259259 5.972222222    1.305555556    0.3510761859   
391      I1         1.535185185    3.12962963     3.805555556    0.7903703704   0.01604938272  6.761111111    0.9814814815   0.04907407407  1.527777778    1.009259259    0.2139918538   
392      I1         1.55617284     4.314814815    4.194444444    0.8750617284   0.2822222222   5.783333333    2.981481481    0.0009259259259 5.972222222    1.009259259    0.2015756403   
393      I1         1.031481481    2.537037037    4.490740741    0.01604938272  0.6572839506   9.083333333    0.01851851852  0.0009259259259 2.916666667    1.175925926    0.5224961984   
394      I1         1.367283951    3.12962963     3.916666667    0.6814814815   0.01604938272  7.861111111    0.01851851852  0.0009259259259 1.583333333    1.009259259    0.2676802615   
395      I1         1.010493827    4.462962963    4.138888889    0.8871604938   0.02814814815  6.761111111    2.981481481    0.1490740741   5.972222222    1.638888889    0.4220674527   
396      I1         1.55617284     3.87037037     4.25           0.8266666667   0.01604938272  3.338888889    2.981481481    0.1490740741   5.916666667    1.009259259    0.2082821391   
397      I1         1.367283951    4.314814815    4.324074074    0.7540740741   0.02814814815  3.338888889    2.981481481    0.1490740741   1.583333333    1.009259259    0.2395673012   
398      I1         1.178395062    2.537037037    4.416666667    0.669382716    0.02814814815  3.338888889    2.981481481    0.1490740741   5.916666667    1.009259259    0.2416625239   
399      I1         1.031481481    2.512345679    4.25           0.7540740741   0.01604938272  3.338888889    2.981481481    0.1490740741   5.972222222    1.25           0.3144171783   
400      I1         1.010493827    4.462962963    4.472222222    0.8871604938   0.9839506173   6.883333333    2.981481481    0.1490740741   5.916666667    1.675925926    0.4634068574   
%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_karst et_scale       neg_kge        
401      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1791879163   
402      I1         1.201481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.2408226597   
403      I1         1.031481481    2.737037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1847299309   
404      I1         1.031481481    2.537037037    3.659259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.2171889517   
405      I1         1.031481481    2.537037037    3.509259259    0.598          0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1929055653   
406      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   4.206666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1797253487   
407      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.381481481    0.2380343407   
408      I1         1.031481481    2.537037037    3.509259259    0.402          0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.2061528523   
409      I1         1.031481481    2.537037037    3.509259259    0.5            0.8859506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1926881268   
410      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   2.226666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1878737189   
411      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.681481481    0.1490740741   5.972222222    1.231481481    0.1791879163   
412      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1340740741   5.972222222    1.231481481    0.1791879163   
413      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.522222222    1.231481481    0.1848495023   
414      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.081481481    0.1886644851   
415      I1         1.116481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.2027377639   
416      I1         1.031481481    2.637037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1818229948   
417      I1         1.031481481    2.537037037    3.584259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1906774588   
418      I1         1.031481481    2.537037037    3.509259259    0.549          0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1790686888   
419      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.711666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1789432654   
420      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.306481481    0.2041586475   
421      I1         1.031481481    2.537037037    3.509259259    0.451          0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1896569376   
422      I1         1.031481481    2.537037037    3.509259259    0.5            0.9349506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1854622564   
423      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   2.721666667    2.981481481    0.1490740741   5.972222222    1.231481481    0.1814712261   
424      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.831481481    0.1490740741   5.972222222    1.231481481    0.1791879163   
425      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1415740741   5.972222222    1.231481481    0.1791879163   
426      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.747222222    1.231481481    0.1818179136   
427      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1711824839   
428      I1         1.116481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1743036592   
429      I1         1.031481481    2.637037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1739787831   
430      I1         1.031481481    2.537037037    3.584259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1967984755   
431      I1         1.031481481    2.537037037    3.509259259    0.549          0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1717108498   
432      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.711666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1708153527   
433      I1         1.031481481    2.537037037    3.509259259    0.451          0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.181291526    
434      I1         1.031481481    2.537037037    3.509259259    0.5            0.9349506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1779540728   
435      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   2.721666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1736556391   
436      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.831481481    0.1490740741   5.972222222    1.156481481    0.1711824839   
437      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1415740741   5.972222222    1.156481481    0.1711824839   
438      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.747222222    1.156481481    0.1739667008   
439      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1696965253   
440      I1         1.031481481    2.587037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.172540518    
441      I1         1.031481481    2.537037037    3.546759259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1821067608   
442      I1         1.031481481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1698814284   
443      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1708096621   
444      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.193981481    0.1724549571   
445      I1         1.031481481    2.537037037    3.509259259    0.4755         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1751660447   
446      I1         1.031481481    2.537037037    3.509259259    0.5            0.9594506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1744385908   
447      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   2.969166667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1719995364   
448      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.906481481    0.1490740741   5.972222222    1.156481481    0.1711824839   
449      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1453240741   5.972222222    1.156481481    0.1711824839   
450      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.859722222    1.156481481    0.1725175512   
451      I1         1.031481481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1763577235   
452      I1         1.073981481    2.587037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1711807675   
453      I1         1.073981481    2.537037037    3.546759259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1777547427   
454      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.166702548    
455      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1694233148   
456      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.193981481    0.1768180646   
457      I1         1.073981481    2.537037037    3.509259259    0.4755         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1751373409   
458      I1         1.073981481    2.537037037    3.509259259    0.5            0.9594506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1730987184   
459      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   2.969166667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1704083915   
460      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.906481481    0.1490740741   5.972222222    1.156481481    0.1696965253   
461      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1453240741   5.972222222    1.156481481    0.1696965253   
462      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.859722222    1.156481481    0.1711662404   
463      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1689545369   
464      I1         1.116481481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1701069914   
465      I1         1.073981481    2.587037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1677333608   
466      I1         1.073981481    2.537037037    3.546759259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.173204599    
467      I1         1.073981481    2.537037037    3.509259259    0.549          0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1667421438   
468      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1661288583   
469      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.193981481    0.1738336612   
470      I1         1.073981481    2.537037037    3.509259259    0.5            0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1696965253   
471      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9594506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1692577582   
472      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   2.969166667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1678016833   
473      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.906481481    0.1490740741   5.972222222    1.156481481    0.166702548    
474      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1453240741   5.972222222    1.156481481    0.166702548    
475      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.859722222    1.156481481    0.1677041622   
476      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1662608476   
477      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1676024627   
478      I1         1.073981481    2.562037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1672078744   
479      I1         1.073981481    2.537037037    3.528009259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1693022192   
480      I1         1.073981481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1663099467   
481      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.340416667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1663868223   
482      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.175231481    0.1694918071   
483      I1         1.052731481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1674701366   
484      I1         1.073981481    2.512037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1662180032   
485      I1         1.073981481    2.537037037    3.509259259    0.51225        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1678554222   
486      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9717006173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.167944787    
487      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.092916667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1671243012   
488      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.943981481    0.1490740741   5.972222222    1.156481481    0.166702548    
489      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1471990741   5.972222222    1.156481481    0.166702548    
490      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.915972222    1.156481481    0.1671907196   
491      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1655617896   
492      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1649211508   
493      I1         1.073981481    2.562037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1660733353   
494      I1         1.073981481    2.537037037    3.528009259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1692672991   
495      I1         1.073981481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1652225444   
496      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.340416667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1652347848   
497      I1         1.052731481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1678824822   
498      I1         1.073981481    2.512037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1650713964   
499      I1         1.073981481    2.537037037    3.509259259    0.51225        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1666588252   
500      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9717006173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1668286734   
501      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.092916667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1659863864   
502      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.943981481    0.1490740741   5.972222222    1.137731481    0.1655617896   
503      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1471990741   5.972222222    1.137731481    0.1655617896   
504      I1         1.073981481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.915972222    1.137731481    0.1660547357   
505      I1         1.116481481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1659242904   
506      I1         1.095231481    2.562037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1654594693   
507      I1         1.095231481    2.537037037    3.528009259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1678092939   
508      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1641503135   
509      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.340416667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1646175373   
510      I1         1.095231481    2.512037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1644033813   
511      I1         1.095231481    2.537037037    3.509259259    0.51225        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1664241831   
512      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9717006173   3.216666667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1662159282   
513      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.092916667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1653299805   
514      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.943981481    0.1490740741   5.972222222    1.137731481    0.1649211508   
515      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1471990741   5.972222222    1.137731481    0.1649211508   
516      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.915972222    1.137731481    0.1654428947   
517      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1640502524   
518      I1         1.116481481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1634997261   
519      I1         1.095231481    2.562037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1645959978   
520      I1         1.095231481    2.537037037    3.528009259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1680744826   
521      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1633242846   
522      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.340416667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1637353221   
523      I1         1.095231481    2.512037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1635253701   
524      I1         1.095231481    2.537037037    3.509259259    0.51225        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.16550555     
525      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9717006173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.165371587    
526      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.092916667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1644622005   
527      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.943981481    0.1490740741   5.972222222    1.118981481    0.1640502524   
528      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1471990741   5.972222222    1.118981481    0.1640502524   
529      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.915972222    1.118981481    0.1645780811   
530      I1         1.095231481    2.537037037    3.509259259    0.5245         0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.100231481    0.1652528797   
531      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1623442378   
532      I1         1.095231481    2.562037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1637584953   
533      I1         1.095231481    2.537037037    3.528009259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1669185687   
534      I1         1.095231481    2.537037037    3.509259259    0.549          0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1633929734   
535      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.340416667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1629278281   
536      I1         1.073981481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1659961675   
537      I1         1.095231481    2.512037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1629110932   
