%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor baseflow_Q     neg_kge        
472      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09349632035  
473      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   6.72037037     0.1969135802   0.09358360104  
474      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   6.72037037     0.1969135802   0.09365391988  
475      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.84412037     0.1969135802   0.09370286625  
476      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.2006635802   0.09601704181  
477      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09369812086  
478      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09371543805  
479      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09355735751  
480      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   6.72037037     0.1969135802   0.09480724308  
481      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   6.72037037     0.1969135802   0.09342343802  
482      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.59662037     0.1969135802   0.09334526101  
483      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1931635802   0.09372549449  
484      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.59662037     0.1969135802   0.09590388156  
485      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   6.59662037     0.1969135802   0.0932249534   
486      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   6.59662037     0.1969135802   0.09331607211  
487      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   6.59662037     0.1969135802   0.09341018227  
488      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   6.59662037     0.1969135802   0.09347480155  
489      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.59662037     0.2006635802   0.09582932859  
490      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.59662037     0.1969135802   0.09351375998  
491      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   6.59662037     0.1969135802   0.09353789195  
492      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   6.59662037     0.1969135802   0.0933770108   
493      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   6.59662037     0.1969135802   0.09462562206  
494      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   6.59662037     0.1969135802   0.09324348578  
495      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.47287037     0.1969135802   0.09316436798  
496      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.59662037     0.1931635802   0.09355949401  
497      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.47287037     0.1969135802   0.09572141693  
498      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   6.47287037     0.1969135802   0.09304333254  
499      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   6.47287037     0.1969135802   0.09313518069  
500      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   6.47287037     0.1969135802   0.09323606362  
501      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   6.47287037     0.1969135802   0.09329353456  
502      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.47287037     0.2006635802   0.09563990287  
503      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.47287037     0.1969135802   0.09333726095  
504      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   6.47287037     0.1969135802   0.09335906865  
505      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   6.47287037     0.1969135802   0.09319606295  
506      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   6.47287037     0.1969135802   0.09444321647  
507      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   6.47287037     0.1969135802   0.09306250957  
508      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.34912037     0.1969135802   0.09298452468  
509      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.47287037     0.1931635802   0.0933944032   
510      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.34912037     0.1969135802   0.09553915351  
511      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   6.34912037     0.1969135802   0.09286260659  
512      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   6.34912037     0.1969135802   0.09295532768  
513      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   6.34912037     0.1969135802   0.09306342569  
514      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   6.34912037     0.1969135802   0.09311378439  
515      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.34912037     0.2006635802   0.09545097354  
516      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.34912037     0.1969135802   0.09316356755  
517      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   6.34912037     0.1969135802   0.09317924852  
518      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   6.34912037     0.1969135802   0.09301616803  
519      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   6.34912037     0.1969135802   0.09426302017  
520      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   6.34912037     0.1969135802   0.09288249937  
521      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.22537037     0.1969135802   0.0928035981   
522      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.34912037     0.1931635802   0.09323124299  
523      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.22537037     0.1969135802   0.09535630211  
524      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   6.22537037     0.1969135802   0.0926807725   
525      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   6.22537037     0.1969135802   0.09277442249  
526      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   6.22537037     0.1969135802   0.09289037347  
527      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   6.22537037     0.1969135802   0.09293304264  
528      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.22537037     0.2006635802   0.09526014503  
529      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.22537037     0.1969135802   0.09299096198  
530      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   6.22537037     0.1969135802   0.09299911624  
531      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   6.22537037     0.1969135802   0.09283522555  
532      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   6.22537037     0.1969135802   0.09408174624  
533      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   6.22537037     0.1969135802   0.09270133651  
534      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09262190167  
535      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.22537037     0.1931635802   0.09306831338  
536      I1         1.346409465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09888455876  
537      I1         1.303909465    2.375216049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09243335038  
538      I1         1.303909465    2.332716049    3.21255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.092566129    
539      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.10162037     0.1969135802   0.09382169705  
540      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7947057613   6.10162037     0.1969135802   0.0928791799   
541      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.34912037     0.1969135802   0.09298452468  
542      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.2044135802   0.09928387918  
543      I1         1.261409465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09661511784  
544      I1         1.303909465    2.290216049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09306679003  
545      I1         1.303909465    2.332716049    3.11255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09268728682  
546      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.10162037     0.1969135802   0.09627312573  
547      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7457057613   6.10162037     0.1969135802   0.09243504484  
548      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.85412037     0.1969135802   0.09226246411  
549      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1894135802   0.09578030695  
550      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09517482345  
551      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.092498257    
552      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09259273314  
553      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   6.10162037     0.1969135802   0.09271738433  
554      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   6.10162037     0.1969135802   0.09275142678  
555      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.2006635802   0.09506741424  
556      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09282064745  
557      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.092818242    
558      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   6.10162037     0.1969135802   0.09265353612  
559      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   6.10162037     0.1969135802   0.09389978758  
560      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   6.10162037     0.1969135802   0.09251942143  
561      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.97787037     0.1969135802   0.09244075716  
562      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.10162037     0.1931635802   0.09290608636  
563      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.97787037     0.1969135802   0.09499358461  
564      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   5.97787037     0.1969135802   0.09231625733  
565      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   5.97787037     0.1969135802   0.09241159754  
566      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   5.97787037     0.1969135802   0.09254515612  
567      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   5.97787037     0.1969135802   0.0925704986   
568      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.97787037     0.2006635802   0.09487481074  
569      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.97787037     0.1969135802   0.09264934755  
570      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   5.97787037     0.1969135802   0.09263795685  
571      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   5.97787037     0.1969135802   0.09247240247  
572      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   5.97787037     0.1969135802   0.09371745279  
573      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   5.97787037     0.1969135802   0.09233794861  
574      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.85412037     0.1969135802   0.09226246411  
575      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.97787037     0.1931635802   0.09274538067  
576      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.85412037     0.1969135802   0.09481629277  
577      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   5.85412037     0.1969135802   0.0921374087   
578      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   5.85412037     0.1969135802   0.09223332438  
579      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   5.85412037     0.1969135802   0.09237523809  
580      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   5.85412037     0.1969135802   0.09239240427  
581      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.85412037     0.2006635802   0.09468604959  
582      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.85412037     0.1969135802   0.09248121296  
583      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   5.85412037     0.1969135802   0.09246055356  
584      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   5.85412037     0.1969135802   0.0922941059   
585      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   5.85412037     0.1969135802   0.09353848624  
586      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   5.85412037     0.1969135802   0.09215918864  
587      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.73037037     0.1969135802   0.09208447493  
588      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.85412037     0.1931635802   0.09258667535  
589      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.73037037     0.1969135802   0.09463514003  
590      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   5.73037037     0.1969135802   0.09196040494  
591      I1         1.303909465    2.332716049    3.18755144     0.6871611797   0.7702057613   5.73037037     0.1969135802   0.09205534927  
592      I1         1.303909465    2.332716049    3.16255144     0.6994111797   0.7702057613   5.73037037     0.1969135802   0.09220599091  
593      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7824557613   5.73037037     0.1969135802   0.09221452497  
594      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.73037037     0.2006635802   0.09449715925  
595      I1         1.282659465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.73037037     0.1969135802   0.09231303938  
596      I1         1.303909465    2.311466049    3.16255144     0.6871611797   0.7702057613   5.73037037     0.1969135802   0.09228325552  
597      I1         1.303909465    2.332716049    3.13755144     0.6871611797   0.7702057613   5.73037037     0.1969135802   0.09211612005  
598      I1         1.303909465    2.332716049    3.16255144     0.6749111797   0.7702057613   5.73037037     0.1969135802   0.09336024184  
599      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7579557613   5.73037037     0.1969135802   0.09198109503  
600      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.60662037     0.1969135802   0.09190837251  
601      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   5.73037037     0.1931635802   0.09242889517  
