%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor baseflow_Q     neg_kge        
234      I1         1.775966423    2.402522684    3.03283948     0.6817590328   0.9087467498   4.884283603    0.2965197919   0.4094401955   
235      I1         0.872472806    2.680127378    3.788768941    0.6350235686   0.9310201391   2.456995337    0.146266037    0.3463666411   
236      I1         0.9621420747   2.413440626    3.703694044    0.3857637516   0.2666295428   8.569121207    0.1491604097   0.1650960619   
237      I1         1.269443469    2.267059179    3.357614425    0.02088740981  0.9372722994   1.740474131    0.08844878752  0.2634715328   
238      I1         1.288003539    2.594591468    3.778708329    0.3374150785   0.2417438303   2.777260348    0.1306434248   0.3453195722   
239      I1         1.422242053    1.31261729     3.530301182    0.6465402684   0.1952555708   0.1095228706   0.2007976445   0.1342323923   
240      I1         0.6996487793   2.327072205    2.996022772    0.2887668062   0.9830281785   1.502057478    0.2907904564   0.3106983425   
241      I1         1.046500615    1.763486224    3.236266154    0.9752273023   0.3294683232   4.563016676    0.1142120043   0.5996646104   
242      I1         1.850647614    1.024249216    3.140613029    0.6251937004   0.367962828    1.857627286    0.1811241974   0.2468174182   
243      I1         1.80468192     1.892177349    3.537894867    0.5279734897   0.8581902132   4.247479126    0.02318342026  0.6638740635   
244      I1         0.5570628343   1.607062876    3.391570594    0.6742736568   0.3073840553   6.175578454    0.04918380509  1.155145445    
245      I1         1.592116285    2.455724537    4.454172702    0.9033250825   0.1446908839   4.217818408    0.1527801111   0.1789952713   
246      I1         1.162721522    2.066444463    2.752934595    0.03961106068  0.5329572475   7.427576021    0.05705699155  0.2649970123   
247      I1         1.012847891    1.637809805    4.421940351    0.6890713407   0.4827215116   2.28079469     0.2048008909   0.1638831858   
248      I1         0.4552595495   2.333158098    3.229890596    0.3961759723   0.7054546704   3.090635965    0.1420503768   0.3116455217   
249      I1         0.8936899455   1.772829532    2.50197392     0.3027917464   0.8759965862   7.662693208    0.1136251669   0.3148936202   
250      I1         0.8114660747   2.493927199    2.538278452    0.8742615238   0.04916239375  1.696533584    0.06145947086  1.043554204    
251      I1         0.9744128914   1.222511354    3.164319841    0.8202279181   0.6953665752   6.903781316    0.2508652819   0.1574645567   
252      I1         1.257981942    1.090962769    4.297124512    0.9534866534   0.6720925495   1.231381987    0.2831746868   0.1485152756   
253      I1         1.589566797    1.310918435    3.097604414    0.5748104646   0.6674393617   6.043796498    0.05526622512  0.5631455919   
254      I1         1.538629173    2.637878489    4.04804838     0.5638427568   0.05784624219  9.990094479    0.006789509667 0.2284376783   
255      I1         1.505239601    2.470183567    2.563463878    0.1134234945   0.7707287291   1.373626406    0.1186216058   0.3394999953   
256      I1         1.335763744    1.496423881    2.518656767    0.8439753187   0.8178788364   8.751343945    0.155345136    0.2622362332   
257      I1         0.8971714963   1.90839714     4.340212492    0.6238800601   0.2956648772   4.894030408    0.286679589    0.20821446     
258      I1         0.5625116465   2.629135782    2.510864016    0.9569122946   0.4161493205   0.8342739093   0.2013580022   0.3808852767   
259      I1         0.408544849    1.550618968    3.447680515    0.2398713653   0.1081480773   8.584118857    0.0208140036   0.5611687995   
260      I1         0.600299416    1.265502074    2.885188013    0.127562032    0.5220185425   1.447753494    0.2434767911   0.199167706    
261      I1         1.583172998    2.488531847    4.278076749    0.3205776368   0.7502055389   3.812652926    0.04089704549  0.214754155    
262      I1         1.112249205    1.248939516    3.860473881    0.6646589952   0.5429176497   5.682692331    0.2533277986   0.1351280242   
263      I1         1.542088596    1.338449556    3.362561772    0.7390744977   0.2819903394   7.375963574    0.1831177562   0.1116059529   
264      I1         1.748286095    1.588301778    3.217801873    0.2175845276   0.6084285145   0.9572361427   0.1797785827   0.327251499    
265      I1         1.446335508    2.419043855    2.992332302    0.04631572826  0.2717204916   9.893005244    0.03349721691  0.4564798094   
266      I1         1.404016156    2.635292786    2.888551602    0.876164382    0.136307493    8.08061807     0.2792727183   0.2065682059   
267      I1         1.415755904    2.572289077    2.824612651    0.9462985109   0.4526974088   0.7839750314   0.1583885767   0.2446487137   
268      I1         1.937686949    1.987294004    2.672121545    0.7772854328   0.08285317218  0.1747179927   0.1166910396   0.1878512439   
269      I1         1.13489634     1.995419009    3.784201027    0.3947952275   0.5544699285   0.3695975357   0.1900042494   0.1585026996   
270      I1         0.8239859326   2.372407311    4.440692207    0.368880236    0.7943040718   6.296109337    0.04844247353  0.6088533952   
271      I1         1.015064302    1.732391951    2.841873065    0.7860742005   0.5132588444   4.630881637    0.09370100619  0.6489249287   
272      I1         0.9241843732   1.157178291    4.324691621    0.8012678524   0.9684807231   7.751662791    0.2231213606   0.2156571824   
273      I1         0.3443498047   1.985846631    3.954929593    0.1448942896   0.1659209448   3.105402687    0.1918177791   0.4690270944   
274      I1         0.6021373378   1.219835666    3.33756519     0.8944457742   0.964709477    4.675868525    0.2857293454   0.2214787018   
275      I1         1.670202853    1.259956569    4.264413472    0.1822568941   0.3700228634   4.45813412     0.2269173725   0.5565640337   
276      I1         1.225710618    2.049813049    3.006847077    0.3617429562   0.4753711493   9.688580275    0.02672086657  0.5462029455   
277      I1         0.973829551    1.96163696     2.528631855    0.3768789556   0.1311815475   7.585434032    0.05141239158  0.4975306435   
278      I1         0.3677524232   1.754827795    3.571354347    0.9378834073   0.941542642    3.289680331    0.06841918299  1.1481671      
279      I1         0.3237088733   1.437335597    3.979006456    0.2506824008   0.02016356509  3.251303546    0.265208089    0.4462122148   
280      I1         1.614376697    1.340093733    3.20471397     0.3908718751   0.6746964876   3.91128993     0.2975139923   0.3754534082   
281      I1         1.216061424    2.444789642    3.325752487    0.6090147236   0.2464161253   9.33223508     0.2786979858   0.2566510649   
282      I1         1.324356168    1.591783969    3.506186554    0.8314936832   0.01152641849  8.960502068    0.1234983084   0.3521038143   
283      I1         0.4360475337   1.831704451    3.443101497    0.8888690782   0.3045696348   5.656863288    0.1936736776   0.4330554696   
284      I1         0.3052678245   2.148702014    2.863239585    0.989453186    0.1413102393   6.352420219    0.003178298601 2.652829846    
285      I1         1.126024947    1.327864414    4.48415467     0.3703465277   0.5857182627   2.418285222    0.2928120589   0.2653227933   
286      I1         1.608771412    1.359935892    3.756594181    0.09380691351  0.3434151444   5.385674145    0.04427522305  0.3706119533   
287      I1         1.459552999    1.654378836    3.13492306     0.8496504772   0.2271843178   5.044471134    0.03805505836  0.8765630261   
288      I1         1.365941496    1.394356037    2.85479035     0.5574533339   0.04468927487  4.447244152    0.2880324012   0.3420705939   
289      I1         0.8414926297   2.309147292    3.439605621    0.4360845678   0.7065786773   6.440097854    0.2680592967   0.2357459198   
290      I1         1.783188645    1.790683409    2.778552717    0.03765811168  0.4200881004   1.845591962    0.2379123475   0.5314483515   
291      I1         1.373481817    1.81166574     3.63207404     0.2228202545   0.5927817656   4.999514334    0.1504993468   0.2449461963   
292      I1         1.72488636     1.717746796    2.702744019    0.3832702037   0.1628758786   9.604909417    0.2386174126   0.4382330148   
293      I1         1.979905971    1.201716412    3.370947356    0.676848485    0.6438213597   9.935364316    0.1925598564   0.2765253528   
294      I1         1.062583374    1.475532227    4.415591986    0.2294786622   0.7329755853   6.895136135    0.1768746244   0.1110361724   
295      I1         0.4976089969   2.165513297    2.576428011    0.3476104215   0.8745567966   4.166339747    0.1332293671   0.2899933025   
296      I1         1.098367723    2.432352504    4.191135207    0.6602045533   0.3741075441   6.688892982    0.1897851405   0.1505849402   
297      I1         0.719191177    2.61158016     4.382333396    0.1869733362   0.9379771955   0.9222992184   0.05886212789  0.227123227    
298      I1         1.973053607    1.299671974    3.084757358    0.4929807404   0.4273640679   2.505893795    0.1448950676   0.2744489484   
299      I1         0.6677877611   1.509549826    3.27268924     0.9575132077   0.805928482    9.435916875    0.2461026005   0.2656728345   
300      I1         1.160758497    1.487285369    2.555153062    0.2345873294   0.6121861275   8.158161341    0.1977756001   0.1614577348   
301      I1         1.261934156    1.001165981    2.718106996    0.4919341564   0.01201646091  0.1203703704   0.1351851852   0.1493699509   
302      I1         1.429835391    2.696502058    2.528806584    0.4919341564   0.9597530864   0.1067901235   0.1179012346   0.1674328886   
303      I1         0.3944444444   1.001165981    2.504115226    0.01201646091  0.9879835391   0.1203703704   0.2364197531   0.1912327314   
304      I1         0.8701646091   2.696502058    2.501371742    0.3870781893   0.4475720165   1.17962963     0.1796296296   0.1451963158   
305      I1         1.247942387    1.001165981    4.495884774    0.5564609053   0.01201646091  0.1203703704   0.1364197531   0.1502316974   
306      I1         1.366872428    1.86399177     2.644032922    0.5040329218   0.5967901235   0.1067901235   0.1462962963   0.1639636314   
307      I1         1.059053498    1.003497942    3.829218107    0.3386831276   0.01067215364  9.97962963     0.1043209877   0.2652160425   
308      I1         0.8701646091   1.178395062    3.83744856     0.3373388203   0.9879835391   0.1203703704   0.25           0.1313529898   
309      I1         1.387860082    1.003497942    3.83744856     0.6613168724   0.9893278464   0.1203703704   0.2166666667   0.1349299216   
310      I1         1.219958848    1.563168724    3.83744856     0.7742386831   0.01201646091  0.1203703704   0.2335390947   0.1194567967   
311      I1         1.156995885    1.003497942    4.495884774    0.5080658436   0.9893278464   0.1203703704   0.2660493827   0.1287378585   
312      I1         1.408847737    1.003497942    4.495884774    0.3373388203   0.9879835391   0.1203703704   0.2043209877   0.1544839977   
313      I1         1.052057613    1.565500686    4.495884774    0.5403292181   0.9879835391   0.1203703704   0.2401234568   0.1077942406   
314      I1         1.184979424    1.360288066    3.170781893    0.6048559671   0.9893278464   0.1203703704   0.2438271605   0.1142933633   
315      I1         0.9401234568   1.493209877    4.495884774    0.4838683128   0.7298765432   0.1067901235   0.2462962963   0.1209779515   
316      I1         1.408847737    1.003497942    3.87037037     0.5120987654   0.4462277092   0.1203703704   0.1339506173   0.2190298818   
317      I1         1.429835391    2.150823045    2.504115226    0.6613168724   0.664005487    9.97962963     0.1783950617   0.1098476934   
318      I1         1.056721536    2.136831276    2.504115226    0.4475720165   0.883127572    9.97962963     0.199382716    0.1150995784   
319      I1         1.996502058    2.136831276    4.281893004    0.9893278464   0.9879835391   0.1203703704   0.1450617284   0.1731917903   
320      I1         1.625720165    2.136831276    4.495884774    0.7782716049   0.6653497942   0.1203703704   0.1664609053   0.1393417103   
321      I1         1.387860082    2.136831276    4.495884774    0.9893278464   0.9879835391   3.37962963     0.2549382716   0.1285590413   
322      I1         1.317901235    2.136831276    4.498628258    0.7097119342   0.9879835391   3.37962963     0.2104938272   0.09912532641  
323      I1         1.331893004    2.136831276    2.504115226    0.9893278464   0.9879835391   0.1203703704   0.2660493827   0.1272355865   
324      I1         1.177983539    2.136831276    4.495884774    0.6855144033   0.9893278464   3.37962963     0.2450617284   0.126724872    
325      I1         1.429835391    2.136831276    2.504115226    0.9893278464   0.9879835391   1.17962963     0.2166666667   0.1149526666   
326      I1         1.31090535     2.136831276    2.504115226    0.8427983539   0.9893278464   0.1203703704   0.2327160494   0.1050107842   
327      I1         1.268930041    2.696502058    2.504115226    0.6613168724   0.8790946502   8.92037037     0.1997942387   0.1049221738   
328      I1         1.289917695    2.136831276    2.504115226    0.649218107    0.9879835391   6.72037037     0.1997942387   0.1018192592   
329      I1         1.429835391    2.696502058    2.504115226    0.6613168724   0.664005487    6.72037037     0.1771604938   0.110408893    
330      I1         1.254938272    2.514609053    3.16255144     0.6613168724   0.9879835391   9.97962963     0.1997942387   0.1005650883   
331      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09716528658  
332      I1         1.331893004    2.696502058    2.504115226    0.9893278464   0.6653497942   3.37962963     0.2425925926   0.1114771735   
333      I1         1.240946502    2.696502058    2.504115226    0.9234567901   0.9893278464   3.37962963     0.2401234568   0.1169850682   
334      I1         0.8771604938   2.136831276    4.498628258    0.3790123457   0.6613168724   9.97962963     0.1808641975   0.1213168001   
335      I1         0.9261316872   2.696502058    2.504115226    0.3790123457   0.01067215364  9.97962963     0.1895061728   0.1965074021   
336      I1         1.996502058    2.136831276    4.495884774    0.9893278464   0.5524279835   9.97962963     0.1401234568   0.1663583371   
337      I1         1.807613169    2.514609053    3.83744856     0.6653497942   0.6613168724   0.1203703704   0.1335390947   0.1918108371   
338      I1         1.324897119    2.136831276    3.16255144     0.9893278464   0.7863374486   3.37962963     0.2475308642   0.1144101571   
339      I1         1.366872428    2.696502058    2.504115226    0.6129218107   0.9893278464   9.97962963     0.1734567901   0.109793825    
340      I1         0.8701646091   2.696502058    2.504115226    0.5403292181   0.9879835391   8.92037037     0.1997942387   0.1475805993   
341      I1         0.8678326475   2.136831276    2.718106996    0.3548148148   0.6653497942   9.97962963     0.1919753086   0.1316626842   
342      I1         1.240946502    2.507613169    2.501371742    0.5524279835   0.7702057613   9.97962963     0.1833333333   0.1136991509   
343      I1         1.975514403    1.003497942    2.504115226    0.01067215364  0.9879835391   9.97962963     0.1487654321   0.1870375541   
344      I1         1.555761317    1.001165981    2.504115226    0.01201646091  0.9879835391   0.1203703704   0.2487654321   0.2011781105   
345      I1         1.245610425    2.696502058    4.495884774    0.6209876543   0.9879835391   0.1203703704   0.199382716    0.100967763    
346      I1         0.9681069959   1.003497942    2.504115226    0.3373388203   0.7460082305   0.1203703704   0.2450617284   0.1199136267   
347      I1         0.6113168724   1.567832647    4.495884774    0.5524279835   0.9194238683   6.72037037     0.2919753086   0.1868312616   
348      I1         0.6952674897   1.570164609    4.495884774    0.5040329218   0.9893278464   9.97962963     0.2598765432   0.147438239    
349      I1         1.814609053    1.003497942    2.504115226    0.3373388203   0.9879835391   9.97962963     0.162345679    0.1627273371   
350      I1         1.324897119    1.570164609    4.495884774    0.7379423868   0.8024691358   9.993209877    0.2265432099   0.1183257856   
351      I1         0.4294238683   1.001165981    2.504115226    0.1934979424   0.883127572    0.1203703704   0.2783950617   0.1522833879   
352      I1         1.059053498    1.185390947    2.501371742    0.8347325103   0.6653497942   0.1203703704   0.2981481481   0.1669120598   
353      I1         1.338888889    1.38127572     2.501371742    0.7177777778   0.7500411523   0.1203703704   0.2240740741   0.1114760751   
354      I1         1.814609053    1.003497942    4.495884774    0.9893278464   0.9879835391   9.97962963     0.1919753086   0.1481270272   
355      I1         1.429835391    1.003497942    4.495884774    0.8790946502   0.9893278464   0.1203703704   0.2450617284   0.1229193137   
356      I1         1.996502058    1.003497942    4.430041152    0.9893278464   0.9879835391   9.97962963     0.15           0.1591757825   
357      I1         1.429835391    1.003497942    2.504115226    0.3373388203   0.9113580247   9.97962963     0.2191358025   0.1347784335   
358      I1         1.143004115    1.437242798    3.16255144     0.5537722908   0.8347325103   6.72037037     0.2277777778   0.1079043867   
359      I1         1.240946502    1.570164609    4.495884774    0.8790946502   0.9879835391   0.2018518519   0.2997942387   0.1723586928   
360      I1         1.366872428    1.752057613    4.281893004    0.8306995885   0.9879835391   0.1203703704   0.2335390947   0.1118742288   
361      I1         1.408847737    1.570164609    2.504115226    0.9893278464   0.9879835391   9.97962963     0.299382716    0.21868031     
362      I1         1.429835391    1.570164609    2.504115226    0.9893278464   0.9879835391   3.37962963     0.2339506173   0.1115281686   
363      I1         1.275925926    1.570164609    2.504115226    0.8105349794   0.9879835391   2.687037037    0.2664609053   0.1412419917   
364      I1         0.3034979424   1.752057613    2.504115226    0.5161316872   0.9893278464   0.1203703704   0.2734567901   0.1628678836   
365      I1         0.3034979424   2.129835391    2.504115226    0.4475720165   0.9893278464   9.97962963     0.2413580247   0.166535537    
366      I1         1.429835391    2.136831276    2.504115226    0.9893278464   0.7742386831   9.97962963     0.2179012346   0.1214359131   
367      I1         1.303909465    2.696502058    2.504115226    0.9893278464   0.6653497942   9.97962963     0.262345679    0.1408564101   
368      I1         1.243278464    2.696502058    2.504115226    0.8306995885   0.6653497942   8.92037037     0.2351851852   0.1211561423   
369      I1         0.9820987654   1.001165981    2.504115226    0.6613168724   0.9879835391   9.97962963     0.2981481481   0.1881910649   
370      I1         1.240946502    1.001165981    2.504115226    0.6613168724   0.9879835391   9.97962963     0.25           0.1289508141   
371      I1         1.464814815    1.001165981    4.495884774    0.1693004115   0.9839506173   9.97962963     0.1709876543   0.1958689048   
372      I1         1.998834019    1.185390947    2.504115226    0.5403292181   0.883127572    0.1203703704   0.112962963    0.2285794595   
373      I1         1.513786008    1.185390947    2.504115226    0.5551165981   0.9879835391   9.97962963     0.1820987654   0.1601472078   
374      I1         0.8701646091   1.003497942    2.504115226    0.5524279835   0.8817832647   6.72037037     0.274691358    0.1588438334   
375      I1         1.933539095    1.003497942    2.504115226    0.6626611797   0.6653497942   9.97962963     0.1450617284   0.1651143675   
376      I1         1.807613169    2.129835391    2.504115226    0.5120987654   0.7097119342   6.72037037     0.1002057613   0.2021810195   
377      I1         1.240946502    1.567832647    2.504115226    0.5524279835   0.02008230453  6.72037037     0.1216049383   0.2147878224   
378      I1         1.996502058    1.003497942    4.495884774    0.01067215364  0.9113580247   0.1203703704   0.1388888889   0.2367494771   
379      I1         1.998834019    1.003497942    4.495884774    0.3386831276   0.9879835391   0.1203703704   0.1425925926   0.1951329883   
380      I1         1.807613169    1.003497942    3.83744856     0.9893278464   0.733909465    3.37962963     0.1796296296   0.1291522368   
381      I1         1.513786008    1.003497942    4.281893004    0.9893278464   0.9799176955   1.22037037     0.199382716    0.1321629763   
382      I1         1.625720165    1.001165981    4.495884774    0.8589300412   0.798436214    3.37962963     0.1944444444   0.1183064086   
383      I1         1.996502058    1.003497942    3.83744856     0.9893278464   0.9879835391   0.1203703704   0.1734567901   0.1943656409   
384      I1         1.998834019    1.003497942    4.495884774    0.7742386831   0.6653497942   3.37962963     0.1450617284   0.1828108981   
385      I1         1.996502058    1.001165981    2.504115226    0.3386831276   0.883127572    0.1203703704   0.1487654321   0.2102777199   
386      I1         1.625720165    1.570164609    4.495884774    0.9893278464   0.6653497942   9.97962963     0.1969135802   0.1272849674   
387      I1         1.625720165    1.003497942    3.83744856     0.9879835391   0.7500411523   9.97962963     0.1997942387   0.1256567526   
388      I1         1.77962963     1.437242798    4.495884774    0.9893278464   0.7944032922   9.97962963     0.1685185185   0.148276453    
389      I1         1.434499314    1.003497942    4.495884774    0.350781893    0.883127572    9.97962963     0.1858024691   0.145824788    
390      I1         1.4718107      2.129835391    4.498628258    0.7218106996   0.6653497942   7.82037037     0.1833333333   0.1056017017   
391      I1         1.436831276    2.129835391    4.495884774    0.664005487    0.9879835391   8.92037037     0.1932098765   0.1166466856   
392      I1         1.996502058    1.752057613    4.495884774    0.8790946502   0.7702057613   9.97962963     0.1335390947   0.1712910214   
393      I1         1.996502058    1.003497942    4.495884774    0.5120987654   0.9893278464   9.97962963     0.1475308642   0.1737390215   
394      I1         1.436831276    1.940946502    2.504115226    0.5040329218   0.9893278464   9.97962963     0.1660493827   0.1386920452   
395      I1         1.429835391    2.514609053    2.504115226    0.9893278464   0.01201646091  3.37962963     0.2117283951   0.1195301819   
396      I1         1.233950617    2.696502058    2.504115226    0.9893278464   0.01201646091  3.37962963     0.25           0.12430765     
397      I1         1.240946502    2.136831276    2.504115226    0.6895473251   0.01067215364  0.1203703704   0.2141975309   0.1076013982   
398      I1         0.8678326475   2.696502058    2.504115226    0.3427160494   0.3386831276   9.97962963     0.1611111111   0.1638540318   
399      I1         1.059053498    2.136831276    4.495884774    0.4475720165   0.9879835391   6.72037037     0.1997942387   0.1084674416   
400      I1         1.29691358     2.696502058    4.495884774    0.6613168724   0.9113580247   6.72037037     0.1997942387   0.1059777678   
%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor baseflow_Q     neg_kge        
401      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09716528658  
402      I1         1.473909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.1429746458   
403      I1         1.303909465    2.502716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.1005046428   
404      I1         1.303909465    2.332716049    3.36255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09704316607  
405      I1         1.303909465    2.332716049    3.16255144     0.7606611797   0.7702057613   6.72037037     0.1969135802   0.109922069    
406      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.8682057613   6.72037037     0.1969135802   0.09693914797  
407      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   7.71037037     0.1969135802   0.09858584348  
408      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.2269135802   0.1458520329   
409      I1         1.133909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.1240966545   
410      I1         1.303909465    2.162716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09625029161  
411      I1         1.303909465    2.332716049    2.96255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09733564522  
412      I1         1.303909465    2.332716049    3.16255144     0.5646611797   0.7702057613   6.72037037     0.1969135802   0.135824493    
413      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.6722057613   6.72037037     0.1969135802   0.09823698006  
414      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   5.73037037     0.1969135802   0.09573858044  
415      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1669135802   0.1286056461   
416      I1         1.388909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.1175471062   
417      I1         1.303909465    2.417716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09869947739  
418      I1         1.303909465    2.332716049    3.26255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09709554704  
419      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09465143244  
420      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.8192057613   6.72037037     0.1969135802   0.09694114728  
421      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   7.21537037     0.1969135802   0.09786902827  
422      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.2119135802   0.119209521    
423      I1         1.218909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.1002251211   
424      I1         1.303909465    2.247716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09629248783  
425      I1         1.303909465    2.332716049    3.06255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09724308004  
426      I1         1.303909465    2.332716049    3.16255144     0.6136611797   0.7702057613   6.72037037     0.1969135802   0.1139378634   
427      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7212057613   6.72037037     0.1969135802   0.09757135764  
428      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.22537037     0.1969135802   0.09645297718  
429      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1819135802   0.1011660085   
430      I1         1.388909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.1028321558   
431      I1         1.303909465    2.417716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09397668993  
432      I1         1.303909465    2.332716049    3.26255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09466733069  
433      I1         1.303909465    2.332716049    3.16255144     0.7606611797   0.7702057613   6.72037037     0.1969135802   0.109922069    
434      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.8192057613   6.72037037     0.1969135802   0.09555823323  
435      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   7.21537037     0.1969135802   0.09535942352  
436      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.2119135802   0.1045571482   
437      I1         1.218909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.1178100863   
438      I1         1.303909465    2.247716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09709802609  
439      I1         1.303909465    2.332716049    3.06255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09470295602  
440      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7212057613   6.72037037     0.1969135802   0.09444773051  
441      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.22537037     0.1969135802   0.09398395136  
442      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1819135802   0.1167568388   
443      I1         1.346409465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09624943098  
444      I1         1.303909465    2.375216049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09435324192  
445      I1         1.303909465    2.332716049    3.21255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09465971291  
446      I1         1.303909465    2.332716049    3.16255144     0.7361611797   0.7702057613   6.72037037     0.1969135802   0.1015806958   
447      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7947057613   6.72037037     0.1969135802   0.09502700958  
448      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.96787037     0.1969135802   0.09500681834  
449      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.2044135802   0.09591058185  
450      I1         1.261409465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.1044736181   
451      I1         1.303909465    2.290216049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09563090006  
452      I1         1.303909465    2.332716049    3.11255144     0.7116611797   0.7702057613   6.72037037     0.1969135802   0.09464262176  
453      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09352553678  
454      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7457057613   6.72037037     0.1969135802   0.09455653649  
455      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.47287037     0.1969135802   0.09431540309  
456      I1         1.303909465    2.332716049    3.16255144     0.7116611797   0.7702057613   6.72037037     0.1894135802   0.1035032914   
457      I1         1.346409465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09979791816  
458      I1         1.303909465    2.375216049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09334298632  
459      I1         1.303909465    2.332716049    3.21255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09346963083  
460      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7947057613   6.72037037     0.1969135802   0.09377805221  
461      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.96787037     0.1969135802   0.09387237725  
462      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.2044135802   0.1002468438   
463      I1         1.261409465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09749470612  
464      I1         1.303909465    2.290216049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09395505333  
465      I1         1.303909465    2.332716049    3.11255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09359123632  
466      I1         1.303909465    2.332716049    3.16255144     0.6626611797   0.7702057613   6.72037037     0.1969135802   0.09716528658  
467      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7457057613   6.72037037     0.1969135802   0.09334085065  
468      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.47287037     0.1969135802   0.09316436798  
469      I1         1.303909465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1894135802   0.09651860503  
470      I1         1.325159465    2.332716049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.0960852628   
471      I1         1.303909465    2.353966049    3.16255144     0.6871611797   0.7702057613   6.72037037     0.1969135802   0.09340539948  
