%eval_id interface log__t_efold_shallow log__t_efold_soil f_exfiltration_shallow PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil f_tile_shallow log__tau_tile  neg_kge        
204      I1         1.850647614    1.276145037    0.2846092456   5.279880397    2.579102672    1.999499686    0.9215999705   0.8602157365   1.472588734    
205      I1         1.836356129    1.90839714     0.816280494    2.630568476    2.736792525    3.472981122    0.7410901964   0.7616137581   1.51102088     
206      I1         0.3443498047   2.066444463    0.8113882099   2.422169915    3.080371819    2.758596575    0.8359817354   0.2044016429   2.445782815    
207      I1         1.171461564    1.720055247    0.833652634    1.734279805    1.850548838    2.544603018    0.6967756071   0.6147807282   2.02410814     
208      I1         1.131380639    1.408394001    0.7259872373   4.031690719    1.480940627    1.486165826    0.04763510628  0.7986154325   2.11648315     
209      I1         0.7999073836   1.206270639    0.9217858182   7.818359784    1.325545665    2.578893995    0.8930590474   0.9807983972   2.244608779    
210      I1         0.6741398318   1.162088808    0.1409515811   3.237467964    2.011992585    2.27846355     0.1027578298   0.3632054227   1.987310306    
211      I1         0.5783994492   1.138117183    0.6976976822   0.1386105809   1.472590742    1.962446952    0.1080226271   0.8846129545   2.294654867    
212      I1         1.434442838    1.283147972    0.8022584965   7.93993325     1.456786115    1.377234047    0.3427017662   0.6382504083   2.090931382    
213      I1         0.728718011    2.148702014    0.8577942566   2.701212951    2.193889339    1.297126529    0.4189389087   0.7798247849   2.152733003    
214      I1         0.8192857502   1.340093733    0.4607081312   3.987217094    1.171425871    2.683573539    0.3092133204   1.133848346    2.055064775    
215      I1         1.815934321    1.461686529    0.8684441726   3.472139862    2.388953899    3.237500522    0.8178413011   0.22240087     1.605701587    
216      I1         0.7074897604   2.049813049    0.4040675495   6.485592167    1.280921583    2.369849505    0.3749630508   0.1535750495   2.20469812     
217      I1         0.7675012623   1.400965242    0.5365189733   7.675855246    3.241772057    1.32162283     0.6526594803   1.058517671    1.85083449     
218      I1         0.6296351808   2.208117891    0.1741324481   6.586008373    2.493332816    2.837364539    0.4492310913   0.2840524356   1.804442175    
219      I1         0.7196277594   1.169199313    0.1775178019   2.715494276    1.524696469    2.097788927    0.1696608922   0.9152398062   1.978901949    
220      I1         1.876269462    1.937680794    0.9517507719   3.895980756    2.750343006    1.676075845    0.6012000018   1.002411537    1.503552345    
221      I1         1.559430362    2.543200157    0.101792923    4.001165434    3.030429801    1.340341792    0.2637747941   0.6710028079   1.446782938    
222      I1         1.783188645    2.06095185     0.437946816    1.21687323     2.371240352    1.035640991    0.4599587665   0.6898060609   1.54165046     
223      I1         1.911398778    1.285348205    0.6392585031   6.713391891    1.397757512    1.630355143    0.1293797931   1.03847651     2.113518738    
224      I1         1.659968719    1.371707752    0.8467527811   0.7804949908   1.343599194    3.099998855    0.8396826048   0.7206735433   2.172578663    
225      I1         0.5094663364   2.120810807    0.2512428279   8.398762718    1.824274491    2.961726208    0.4262450319   0.9823594352   1.717866997    
226      I1         0.8884118105   2.37031698     0.4721197333   7.173850679    2.382037405    1.002404765    0.1623065568   0.1889990121   2.006012399    
227      I1         1.498235502    1.763486224    0.6257311488   8.788631933    1.884912074    2.860009472    0.5276730735   0.988347988    1.750387589    
228      I1         0.4921449078   1.010688332    0.526658302    5.056203602    1.897301616    3.316565406    0.9549749471   1.080513407    1.923737555    
229      I1         1.117992494    2.488531847    0.7229155004   1.167673099    2.9118966      2.14416203     0.6771352275   0.0195502156   1.938918835    
230      I1         0.3677524232   1.189323103    0.680704075    1.66206463     1.591183241    2.534236983    0.611196205    0.4007284813   2.361114223    
231      I1         1.250014581    2.529878567    0.2218144169   1.601523929    2.021685602    1.836264382    0.1382369853   0.1990573714   1.588987406    
232      I1         1.069000019    1.926213285    0.1820892142   6.314711872    1.246293575    2.112189851    0.3983675827   1.066076243    1.943995377    
233      I1         0.8480205554   2.298393316    0.2724680051   4.698557647    2.562013987    1.386771124    0.7488273294   0.2463615425   2.031623478    
234      I1         1.987353195    2.391765973    0.09540675286  4.798964461    3.046993742    2.698928974    0.5519691694   0.05238508293  1.101484566    
235      I1         1.474533859    2.273852932    0.3506061447   3.453847976    3.486869295    3.462016717    0.4095110361   0.3687337164   1.444141134    
236      I1         1.092924469    2.347031718    0.4810012562   8.89132431     3.473081087    2.590814292    0.7786030862   0.4324894758   1.87667999     
237      I1         1.758476031    1.941346502    0.5647162795   7.437018435    1.875866964    3.220689933    0.3943855094   0.6368490476   1.732848687    
238      I1         0.8414926297   2.422904768    0.02402960909  2.444885035    1.728736932    2.989501024    0.1426257923   0.7431927274   1.340174075    
239      I1         1.315604476    2.522935073    0.1643526112   3.806226184    2.628419032    1.044304549    0.531658969    0.1445331158   1.732114338    
240      I1         1.257981942    1.197083982    0.4849303703   8.850027941    2.855610018    2.292996175    0.9749616096   0.1964205044   1.900591402    
241      I1         1.280854117    2.619524521    0.7887137476   2.317182403    1.701845824    1.614773387    0.005644833771 0.9553407937   1.987368544    
242      I1         0.5014862514   1.346035666    0.2229116651   9.904127015    1.12836244     3.256400786    0.5363401712   0.3232598022   2.262040968    
243      I1         1.881864559    1.090962769    0.6236486632   5.757132868    3.019101867    3.015307594    0.4449631475   0.527758124    1.493915722    
244      I1         0.9870801418   2.58541142     0.8745626012   9.665746649    2.90700152     2.640604376    0.9377606113   0.3720332829   2.076497038    
245      I1         0.7409346075   1.061946202    0.5941336885   2.652348399    2.954540297    3.034889227    0.8289820689   0.9508091185   1.941823157    
246      I1         1.799934239    2.091183159    0.6496377459   1.887791865    2.321672101    3.483677858    0.2822480052   0.3517238404   1.527668761    
247      I1         1.933004722    1.046458867    0.4556091307   8.344831779    2.514174748    3.104974797    0.7079119544   0.9232198579   1.461875139    
248      I1         0.5874682381   1.727952704    0.400512182    5.36997952     1.025927462    2.063218805    0.7642359972   0.5440688703   2.284326771    
249      I1         0.7461268417   1.109985789    0.545684043    8.244461875    3.290292393    2.457304315    0.5851056469   0.8775796463   1.961287696    
250      I1         0.5937185563   2.23575481     0.6842847913   8.963357097    1.65885405     1.743061089    0.2055629895   1.101254247    2.088289546    
251      I1         0.6501714999   1.502985028    0.8413093938   7.228198565    2.241693435    2.127024413    0.3053287237   0.3785727681   2.242842177    
252      I1         1.296228928    1.867335465    0.8520991582   2.838477804    3.209174965    2.182113222    0.8066744778   0.5555426253   1.850680941    
253      I1         1.464084269    1.865102614    0.6365670813   4.774681279    2.597092677    2.899758523    0.492229352    0.9686580463   1.61381365     
254      I1         1.857817526    2.175444903    0.6564252747   9.850765605    2.695654305    2.923556516    0.5126389488   0.4494856819   1.458037727    
255      I1         1.822802265    1.833095461    0.1717239359   5.448511551    2.616891224    1.255935866    0.3357403557   0.6159381196   1.472778685    
256      I1         1.3490471      1.654378836    0.2100086081   7.634728321    1.439867681    1.509676673    0.4387696222   0.8239329645   1.961341906    
257      I1         1.550696324    1.558553607    0.8905910108   4.233359989    1.918425672    1.440806051    0.9859979839   0.4571913814   1.872818506    
258      I1         0.8563423004   1.487467654    0.03187726387  9.711192326    1.105205127    1.152000134    0.1243046509   0.5993150423   2.184436826    
259      I1         0.8936899455   1.359935892    0.9397456248   0.5148381013   3.234140563    3.482180758    0.290253851    0.2761056383   2.15682343     
260      I1         1.415755904    2.126531714    0.6588747364   4.356625167    1.791038018    3.019116317    0.3648501743   0.03385045088  1.882404       
261      I1         0.5489412889   1.266991593    0.01987104104  7.554591966    1.177098855    3.088474218    0.06868621187  1.114239516    1.949741907    
262      I1         1.076181637    2.402522684    0.01096722084  1.507344602    2.666280962    2.016372594    0.2744773311   0.2207945812   1.478543314    
263      I1         1.212023774    1.186086906    0.04744972561  0.6298177523   3.205502032    2.500958712    0.5952850661   0.5634286489   1.851806746    
264      I1         1.288003539    1.120258727    0.3484845734   9.631140682    3.482214741    1.342966103    0.3243786352   0.170805742    1.844982803    
265      I1         1.636678545    1.310918435    0.1212022547   4.52138942     1.309136601    2.490322737    0.3305553262   0.01240202021  2.159594639    
266      I1         1.23714383     2.419043855    0.870526132    3.510554258    1.461980135    2.621982182    0.1672085246   0.01142651063  2.143734826    
267      I1         1.05919981     1.353113064    0.5030314117   7.425548685    1.814970212    1.651988969    0.08406352733  0.5375959397   1.971220752    
268      I1         0.5420655705   1.985846631    0.7768227551   0.4439024378   2.606159173    2.730573572    0.1545835523   0.4902279125   2.225209739    
269      I1         0.36004142     1.790683409    0.7106140872   8.093420141    3.227917831    3.21261949     0.5388735097   0.9199063923   2.129530771    
270      I1         1.651440729    1.527044211    0.5753347279   9.943839777    2.888279436    2.198625117    0.7564918103   1.126198355    1.502803167    
271      I1         0.4301140715   1.802122459    0.6692030079   3.234673667    1.962177663    2.380694179    0.5226823032   0.9652663122   2.078433923    
272      I1         0.3734655823   1.831704451    0.4643679895   0.2099850582   1.12205674     3.201627984    0.06349695606  0.5184768501   2.203945328    
273      I1         1.538629173    1.07842609     0.4488348579   6.992921713    2.162010487    2.000833981    0.5804430965   0.0747742236   1.779443991    
274      I1         0.6957140961   2.459660638    0.8293473716   7.597962029    1.078360011    1.185422704    0.8469234444   0.7713110219   2.330904834    
275      I1         0.3285586371   1.157178291    0.6141247422   5.911272733    1.3349751      1.424153713    0.6085568059   0.6829947327   2.286561119    
276      I1         1.683075573    2.397986451    0.148233208    8.21236354     2.427196573    3.442796682    0.1502280399   0.9763690697   1.07862592     
277      I1         0.9989670997   1.100195685    0.2787708775   2.96306762     3.36549056     1.570344644    0.9893686172   0.8482566151   1.870125474    
278      I1         1.730353726    1.219835666    0.4367642042   3.548803977    1.215000009    2.95007305     0.02682259293  0.8271597311   2.218757133    
279      I1         1.192182611    2.086270055    0.9203800255   7.956043475    3.123081186    3.131029971    0.8686583132   0.262246967    1.944411309    
280      I1         0.460359321    1.664203842    0.6064335867   6.461216928    2.998655887    1.880220613    0.3719136894   0.4587909786   2.170736108    
281      I1         0.3949104709   2.254104281    0.4326552684   6.151271188    1.649175722    1.432635447    0.4625996837   0.788279356    2.078564071    
282      I1         0.8971714963   2.547458364    0.5576689306   5.495130571    1.991294021    1.900442922    0.4681929464   0.1859227375   2.018674831    
283      I1         0.7579706501   1.732391951    0.06656576261  7.13699363     2.478401537    2.220942115    0.4396569113   0.02466385012  1.854504243    
284      I1         1.046500615    1.015258679    0.1129324671   6.222284026    2.241168634    1.162232145    0.03154267352  0.2146278331   1.968501958    
285      I1         0.6847636401   2.191445607    0.5050246263   8.830805189    2.334074611    3.04406897     0.727466662    0.2136675513   2.166024697    
286      I1         1.275950592    1.496423881    0.0765070186   6.17371461     2.3594838      1.414261144    0.6758429401   0.8916030592   1.696330388    
287      I1         1.592116285    2.512240563    0.06535929282  8.484580848    1.545737052    1.068080186    0.723147497    0.1366177915   1.996856748    
288      I1         0.4859222711   2.413440626    0.9822357883   4.979091153    2.212366261    3.007589901    0.2257833039   0.9037784801   2.415624685    
289      I1         0.9744128914   2.141465459    0.7574143314   1.96484778     2.129330124    3.413575765    0.1179941709   0.8363136033   1.942423338    
290      I1         0.9314794921   1.509549826    0.5611412147   9.558525774    2.818463437    1.674377424    0.7746658622   0.7845183267   1.92576418     
291      I1         0.4479365181   2.629135782    0.3373714494   9.357582849    3.013027381    3.429117365    0.09861295602  0.8665180241   1.502308661    
292      I1         1.784835303    1.063528064    0.7986998212   5.551266989    1.024440164    2.088557688    0.7890976511   0.1326752673   2.342457458    
293      I1         1.303370076    1.265502074    0.6901710945   7.206321713    2.879844988    3.175910472    0.4810084866   0.1205161547   1.856534503    
294      I1         1.085592975    1.437335597    0.8208800235   9.060572673    2.105967358    2.331073837    0.3168356043   1.092125545    1.915992678    
295      I1         1.186805977    1.580142564    0.4440244283   8.370694267    2.036095205    2.628347232    0.8973294786   0.5266631711   1.913482994    
296      I1         0.6263816946   2.221495105    0.6441586688   7.038546648    2.803990828    3.400229651    0.671718819    1.054765659    1.924578624    
297      I1         1.956310536    1.67081122     0.9751080515   6.810519594    2.056846089    1.930252322    0.2674781517   0.2558102345   1.692277795    
298      I1         0.9177023502   1.892177349    0.08736951318  3.171506859    2.046143113    1.025473209    0.3144497188   0.5398631918   1.918690724    
299      I1         0.3762842491   1.024249216    0.1381446722   2.197027371    2.944944003    3.323716671    0.6892957496   0.2989839802   2.219378448    
300      I1         0.3485504418   1.74754868     0.5808768799   6.644687215    2.978344882    2.872923374    0.3119946381   0.7957490353   2.076241147    
301      I1         1.989506173    2.696502058    0.01201646091  1.383333333    3.021604938    3.494855967    0.002037037037 1.138925926    0.8452914018   
302      I1         1.632716049    2.696502058    0.01201646091  6.761111111    2.774691358    3.494855967    0.002037037037 0.007074074074 0.8509649032   
303      I1         1.814609053    2.696502058    0.01604938272  6.72037037     2.682098765    3.484567901    0.006111111111 1.143641975    0.8554535365   
304      I1         1.996502058    2.696502058    0.04024691358  6.72037037     2.990740741    3.494855967    0.2627777778   1.138925926    0.8726812666   
305      I1         1.989506173    2.696502058    0.1007407407   0.1611111111   2.815843621    3.319958848    0.002037037037 0.2617407407   0.8654098573   
306      I1         1.996502058    2.696502058    0.04024691358  6.72037037     3.237654321    3.237654321    0.03055555556  1.143641975    0.8703782052   
307      I1         1.436831276    2.696502058    0.01201646091  1.138888889    2.682098765    3.494855967    0.006111111111 1.138925926    0.8485331826   
308      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8405469969   
309      I1         1.884567901    2.696502058    0.01201646091  3.583333333    2.949588477    3.361111111    0.002037037037 0.7710740741   0.8451155045   
310      I1         1.996502058    2.696502058    0.1249382716   6.761111111    2.959876543    3.484567901    0.002037037037 1.143641975    0.8591549928   
311      I1         1.996502058    2.696502058    0.9839506173   6.761111111    3.494855967    1.015432099    0.002037037037 1.138925926    1.367750099    
312      I1         1.611728395    2.696502058    0.01201646091  6.761111111    2.949588477    3.494855967    0.006111111111 1.138925926    0.858317272    
313      I1         1.996502058    2.507613169    0.01201646091  6.761111111    3.021604938    3.484567901    0.006111111111 1.143641975    0.9586310817   
314      I1         1.996502058    2.696502058    0.01604938272  6.761111111    3.494855967    2.990740741    0.3238888889   1.143641975    0.9195984863   
315      I1         1.737654321    2.696502058    0.05234567901  6.72037037     2.805555556    3.217078189    0.03055555556  1.143641975    0.855507776    
316      I1         1.996502058    2.696502058    0.3427160494   6.761111111    3.494855967    1.817901235    0.002037037037 1.138925926    1.02036513     
317      I1         1.996502058    2.696502058    0.01604938272  1.138888889    2.959876543    2.774691358    0.002037037037 0.002358024691 0.8650431126   
318      I1         1.996502058    2.696502058    0.1733333333   2.727777778    3.227366255    3.237654321    0.002037037037 0.007074074074 0.8744103686   
319      I1         1.996502058    2.696502058    0.669382716    7.861111111    3.494855967    3.484567901    0.002037037037 1.138925926    1.047549468    
320      I1         1.996502058    2.696502058    0.9839506173   9.694444444    3.494855967    2.62037037     0.002037037037 1.138925926    1.370466182    
321      I1         1.996502058    2.696502058    0.3427160494   0.1611111111   2.712962963    1.077160494    0.002037037037 1.143641975    1.283653284    
322      I1         1.996502058    2.696502058    0.2217283951   6.72037037     3.484567901    3.484567901    0.1161111111   1.143641975    0.8993758698   
323      I1         1.436831276    2.696502058    0.01604938272  6.761111111    3.494855967    3.206790123    0.002037037037 1.138925926    0.8867696198   
324      I1         1.821604938    2.696502058    0.01201646091  1.138888889    2.774691358    3.484567901    0.112037037    1.143641975    0.8424387081   
325      I1         1.996502058    2.696502058    0.1128395062   0.4055555556   3.494855967    2.651234568    0.002037037037 1.138925926    0.9174593958   
326      I1         1.996502058    2.696502058    0.01201646091  8.961111111    2.774691358    2.651234568    0.3238888889   1.143641975    0.9075850384   
327      I1         1.996502058    2.696502058    0.01604938272  9.938888889    3.494855967    2.651234568    0.002037037037 0.7710740741   0.9120636699   
328      I1         1.996502058    2.696502058    0.01201646091  8.961111111    3.494855967    3.422839506    0.1405555556   0.007074074074 0.8922803191   
329      I1         1.947530864    2.696502058    0.02814814815  7.82037037     2.836419753    2.990740741    0.002037037037 0.002358024691 0.8682549907   
330      I1         1.436831276    2.696502058    0.01201646091  8.961111111    3.484567901    3.422839506    0.002037037037 0.007074074074 0.8988020188   
331      I1         1.996502058    2.696502058    0.01201646091  8.961111111    2.990740741    3.494855967    0.2872222222   0.007074074074 0.8891675957   
332      I1         1.996502058    2.696502058    0.01201646091  9.938888889    3.494855967    2.774691358    0.3238888889   0.007074074074 0.9283030281   
333      I1         1.44382716     2.696502058    0.01201646091  8.961111111    2.949588477    3.268518519    0.002037037037 0.2617407407   0.8721793233   
334      I1         1.996502058    2.696502058    0.01201646091  8.961111111    2.682098765    2.466049383    0.002037037037 1.138925926    0.9109107698   
335      I1         1.996502058    2.696502058    0.01604938272  9.938888889    3.494855967    2.404320988    0.2138888889   1.143641975    0.9309166966   
336      I1         1.996502058    2.696502058    0.1249382716   6.761111111    2.959876543    2.661522634    0.002037037037 0.7710740741   0.8852972925   
337      I1         1.800617284    2.696502058    0.1733333333   9.694444444    3.494855967    3.494855967    0.002037037037 0.7710740741   0.9020774555   
338      I1         1.996502058    2.696502058    0.6814814815   0.1611111111   3.494855967    1.817901235    0.002037037037 1.138925926    1.110243431    
339      I1         1.436831276    2.696502058    0.01201646091  9.938888889    3.494855967    3.484567901    0.2261111111   1.138925926    0.9024095122   
340      I1         1.632716049    2.696502058    0.01201646091  8.961111111    3.494855967    3.206790123    0.1161111111   0.7663580247   0.8999827027   
341      I1         1.996502058    2.696502058    0.9839506173   9.938888889    2.6718107      1.015432099    0.002037037037 1.138925926    1.461253918    
342      I1         1.996502058    2.696502058    0.2701234568   9.694444444    3.494855967    2.929012346    0.002037037037 1.138925926    0.9120605805   
343      I1         1.996502058    2.696502058    0.1209053498   8.961111111    2.959876543    3.494855967    0.1161111111   0.7710740741   0.872269571    
344      I1         1.485802469    2.696502058    0.01201646091  8.961111111    2.682098765    3.484567901    0.222037037    1.143641975    0.8853856347   
345      I1         1.436831276    2.696502058    0.01201646091  9.938888889    3.494855967    2.651234568    0.006111111111 1.138925926    0.9039966282   
346      I1         1.44382716     2.696502058    0.01201646091  6.761111111    2.682098765    2.661522634    0.002037037037 1.138925926    0.8879750792   
347      I1         1.996502058    2.696502058    0.4516049383   8.961111111    2.836419753    2.651234568    0.002037037037 1.143641975    0.9709021604   
348      I1         1.996502058    2.696502058    0.6653497942   8.961111111    3.494855967    3.484567901    0.006111111111 0.007074074074 1.047631103    
349      I1         1.989506173    2.696502058    0.01201646091  6.761111111    3.083333333    2.466049383    0.002037037037 1.143641975    0.907346581    
350      I1         1.996502058    2.689506173    0.5604938272   9.938888889    3.494855967    1.015432099    0.327962963    1.143641975    1.187803095    
351      I1         1.996502058    2.696502058    0.01201646091  9.938888889    3.484567901    3.494855967    0.2994444444   0.7710740741   0.9156973321   
352      I1         1.996502058    2.689506173    0.9839506173   0.1611111111   3.494855967    1.015432099    0.327962963    1.143641975    1.34783395     
353      I1         1.996502058    2.696502058    0.3427160494   0.1611111111   3.494855967    1.817901235    0.3238888889   1.143641975    1.022360186    
%eval_id interface log__t_efold_shallow log__t_efold_soil f_exfiltration_shallow PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil f_tile_shallow log__tau_tile  neg_kge        
354      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8405469969   
355      I1         1.989506173    2.696502058    0.1100164609   3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8546601097   
356      I1         1.989506173    2.696502058    0.01201646091  4.451111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8423015672   
357      I1         1.989506173    2.696502058    0.01201646091  3.461111111    3.148148148    3.145061728    0.002037037037 1.143641975    0.8638888944   
358      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.395061728    0.002037037037 1.143641975    0.8382188311   
359      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.101037037    1.143641975    0.846931838    
360      I1         1.819506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8469577815   
361      I1         1.989506173    2.526502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.9291118312   
362      I1         1.989506173    2.696502058    0.01201646091  2.471111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8387025404   
363      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.648148148    3.145061728    0.002037037037 1.143641975    0.8607831948   
364      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    2.895061728    0.002037037037 1.143641975    0.8555476454   
365      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.029041975    0.8406020382   
366      I1         1.989506173    2.696502058    0.06101646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.846241439    
367      I1         1.989506173    2.696502058    0.01201646091  3.956111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8414506532   
368      I1         1.989506173    2.696502058    0.01201646091  3.461111111    3.023148148    3.145061728    0.002037037037 1.143641975    0.8501597066   
369      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.270061728    0.002037037037 1.143641975    0.8388620067   
370      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.05153703704  1.143641975    0.843093041    
371      I1         1.904506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8430808904   
372      I1         1.989506173    2.611502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8961786226   
373      I1         1.989506173    2.696502058    0.01201646091  2.966111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8395988565   
374      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.773148148    3.145061728    0.002037037037 1.143641975    0.8480362818   
375      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.020061728    0.002037037037 1.143641975    0.8447132219   
376      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.086341975    0.840578571    
377      I1         1.989506173    2.696502058    0.03651646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8405560666   
378      I1         1.989506173    2.696502058    0.01201646091  3.708611111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8410745244   
379      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.960648148    3.145061728    0.002037037037 1.143641975    0.8445636956   
380      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.207561728    0.002037037037 1.143641975    0.8395237782   
381      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.02678703704  1.143641975    0.8393321746   
382      I1         1.947006173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8414735792   
383      I1         1.989506173    2.654002058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8723434879   
384      I1         1.989506173    2.696502058    0.01201646091  3.213611111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8400949285   
385      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.835648148    3.145061728    0.002037037037 1.143641975    0.8401673792   
386      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.082561728    0.002037037037 1.143641975    0.842148962    
387      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.114991975    0.8405638959   
388      I1         1.989506173    2.696502058    0.03651646091  3.461111111    2.898148148    3.145061728    0.02678703704  1.143641975    0.8439359927   
389      I1         1.989506173    2.696502058    0.01201646091  3.708611111    2.898148148    3.145061728    0.02678703704  1.143641975    0.8399235749   
390      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.960648148    3.145061728    0.02678703704  1.143641975    0.8414948784   
391      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.207561728    0.02678703704  1.143641975    0.8374254096   
392      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.05153703704  1.143641975    0.843093041    
393      I1         1.947006173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.02678703704  1.143641975    0.8415913087   
394      I1         1.989506173    2.654002058    0.01201646091  3.461111111    2.898148148    3.145061728    0.02678703704  1.143641975    0.8711594828   
395      I1         1.989506173    2.696502058    0.01201646091  3.213611111    2.898148148    3.145061728    0.02678703704  1.143641975    0.8388183572   
396      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.835648148    3.145061728    0.02678703704  1.143641975    0.8429924219   
397      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.082561728    0.02678703704  1.143641975    0.8421860318   
398      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.002037037037 1.143641975    0.8405469969   
399      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.145061728    0.02678703704  1.114991975    0.8395480112   
400      I1         1.989506173    2.696502058    0.03651646091  3.461111111    2.898148148    3.207561728    0.02678703704  1.143641975    0.8403260902   
401      I1         1.989506173    2.696502058    0.01201646091  3.708611111    2.898148148    3.207561728    0.02678703704  1.143641975    0.8379916091   
402      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.960648148    3.207561728    0.02678703704  1.143641975    0.8405346889   
403      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.270061728    0.02678703704  1.143641975    0.8360280688   
404      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.207561728    0.05153703704  1.143641975    0.8396024389   
405      I1         1.947006173    2.696502058    0.01201646091  3.461111111    2.898148148    3.207561728    0.02678703704  1.143641975    0.8391990705   
406      I1         1.989506173    2.654002058    0.01201646091  3.461111111    2.898148148    3.207561728    0.02678703704  1.143641975    0.8701136591   
407      I1         1.989506173    2.696502058    0.01201646091  3.213611111    2.898148148    3.207561728    0.02678703704  1.143641975    0.8369209246   
408      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.835648148    3.207561728    0.02678703704  1.143641975    0.8390794907   
409      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.207561728    0.002037037037 1.143641975    0.8395237782   
410      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.207561728    0.02678703704  1.114991975    0.8376281149   
411      I1         1.989506173    2.696502058    0.03651646091  3.461111111    2.898148148    3.270061728    0.02678703704  1.143641975    0.837813128    
412      I1         1.989506173    2.696502058    0.01201646091  3.708611111    2.898148148    3.270061728    0.02678703704  1.143641975    0.8365789919   
413      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.960648148    3.270061728    0.02678703704  1.143641975    0.8399101097   
414      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.332561728    0.02678703704  1.143641975    0.8351153579   
415      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.270061728    0.05153703704  1.143641975    0.8371941924   
416      I1         1.947006173    2.696502058    0.01201646091  3.461111111    2.898148148    3.270061728    0.02678703704  1.143641975    0.8375180492   
417      I1         1.989506173    2.654002058    0.01201646091  3.461111111    2.898148148    3.270061728    0.02678703704  1.143641975    0.869448533    
418      I1         1.989506173    2.696502058    0.01201646091  3.213611111    2.898148148    3.270061728    0.02678703704  1.143641975    0.8355516065   
419      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.835648148    3.270061728    0.02678703704  1.143641975    0.8363800411   
420      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.270061728    0.002037037037 1.143641975    0.8388620067   
421      I1         1.989506173    2.696502058    0.01201646091  3.461111111    2.898148148    3.270061728    0.02678703704  1.114991975    0.836221333    
422      I1         1.989506173    2.696502058    0.03651646091  3.461111111    2.898148148    3.332561728    0.02678703704  1.143641975    0.8360061704   
