%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__routing_K neg_kge        
232      I1         1.998319731    1.015258679    4.413056666    0.7047729654   0.220584488    4.801508251    0.7109564534   0.2420275062   
233      I1         1.361125029    1.423331016    3.951384311    0.7660642874   0.6635464248   1.905774743    -0.557259929   2.054208759    
234      I1         1.775966423    2.402522684    3.03283948     0.6817590328   0.9087467498   4.884283603    0.9767986126   0.9624555265   
235      I1         0.872472806    2.680127378    3.788768941    0.6350235686   0.9310201391   2.456995337    -0.02489308697 2.095539718    
236      I1         0.9621420747   2.413440626    3.703694044    0.3857637516   0.2666295428   8.569121207    -0.005597268625 0.8300362933   
237      I1         1.269443469    2.267059179    3.357614425    0.02088740981  0.9372722994   1.740474131    -0.4103414165  0.7586266686   
238      I1         1.288003539    2.594591468    3.778708329    0.3374150785   0.2417438303   2.777260348    -0.129043835   0.1936198872   
239      I1         1.422242053    1.31261729     3.530301182    0.6465402684   0.1952555708   0.1095228706   0.3386509636   1.342827574    
240      I1         0.6996487793   2.327072205    2.996022772    0.2887668062   0.9830281785   1.502057478    0.9386030425   1.111009243    
241      I1         1.046500615    1.763486224    3.236266154    0.9752273023   0.3294683232   4.563016676    -0.2385866382  2.529109319    
242      I1         1.850647614    1.024249216    3.140613029    0.6251937004   0.367962828    1.857627286    0.2074946492   0.9920149695   
243      I1         1.80468192     1.892177349    3.537894867    0.5279734897   0.8581902132   4.247479126    -0.8454438649  1.196174065    
244      I1         0.5570628343   1.607062876    3.391570594    0.6742736568   0.3073840553   6.175578454    -0.672107966   2.620651363    
245      I1         1.592116285    2.455724537    4.454172702    0.9033250825   0.1446908839   4.217818408    0.01853407416  1.73985704     
246      I1         1.162721522    2.066444463    2.752934595    0.03961106068  0.5329572475   7.427576021    -0.6196200563  0.6621480431   
247      I1         1.012847891    1.637809805    4.421940351    0.6890713407   0.4827215116   2.28079469     0.365339273    2.010062947    
248      I1         0.4552595495   2.333158098    3.229890596    0.3961759723   0.7054546704   3.090635965    -0.05299748818 1.855590746    
249      I1         0.8936899455   1.772829532    2.50197392     0.3027917464   0.8759965862   7.662693208    -0.2424988873  1.815742164    
250      I1         0.8114660747   2.493927199    2.538278452    0.8742615238   0.04916239375  1.696533584    -0.5902701943  2.684986434    
251      I1         0.9744128914   1.222511354    3.164319841    0.8202279181   0.6953665752   6.903781316    0.6724352126   2.106563951    
252      I1         1.257981942    1.090962769    4.297124512    0.9534866534   0.6720925495   1.231381987    0.8878312452   1.877308012    
253      I1         1.589566797    1.310918435    3.097604414    0.5748104646   0.6674393617   6.043796498    -0.6315584992  1.586345732    
254      I1         1.538629173    2.637878489    4.04804838     0.5638427568   0.05784624219  9.990094479    -0.9547366022  0.285733838    
255      I1         1.505239601    2.470183567    2.563463878    0.1134234945   0.7707287291   1.373626406    -0.2091892946  0.6458017239   
256      I1         1.335763744    1.496423881    2.518656767    0.8439753187   0.8178788364   8.751343945    0.03563424     2.102604611    
257      I1         0.8971714963   1.90839714     4.340212492    0.6238800601   0.2956648772   4.894030408    0.9111972602   1.537674257    
258      I1         0.5625116465   2.629135782    2.510864016    0.9569122946   0.4161493205   0.8342739093   0.3423866811   2.57593849     
259      I1         0.408544849    1.550618968    3.447680515    0.2398713653   0.1081480773   8.584118857    -0.861239976   0.9254288077   
260      I1         0.600299416    1.265502074    2.885188013    0.127562032    0.5220185425   1.447753494    0.6231786072   1.295536897    
261      I1         1.583172998    2.488531847    4.278076749    0.3205776368   0.7502055389   3.812652926    -0.7273530301  0.2273001717   
262      I1         1.112249205    1.248939516    3.860473881    0.6646589952   0.5429176497   5.682692331    0.6888519908   1.801865985    
263      I1         1.542088596    1.338449556    3.362561772    0.7390744977   0.2819903394   7.375963574    0.2207850412   1.521988193    
264      I1         1.748286095    1.588301778    3.217801873    0.2175845276   0.6084285145   0.9572361427   0.198523885    0.7445432721   
265      I1         1.446335508    2.419043855    2.992332302    0.04631572826  0.2717204916   9.893005244    -0.7766852206  0.4331144112   
266      I1         1.404016156    2.635292786    2.888551602    0.876164382    0.136307493    8.08061807     0.8618181223   1.5947337      
267      I1         1.415755904    2.572289077    2.824612651    0.9462985109   0.4526974088   0.7839750314   0.05592384491  2.039825933    
268      I1         1.937686949    1.987294004    2.672121545    0.7772854328   0.08285317218  0.1747179927   -0.2220597359  0.9986374443   
269      I1         1.13489634     1.995419009    3.784201027    0.3947952275   0.5544699285   0.3695975357   0.2666949957   1.103551372    
270      I1         0.8239859326   2.372407311    4.440692207    0.368880236    0.7943040718   6.296109337    -0.6770501764  1.538637534    
271      I1         1.015064302    1.732391951    2.841873065    0.7860742005   0.5132588444   4.630881637    -0.3753266254  2.362679612    
272      I1         0.9241843732   1.157178291    4.324691621    0.8012678524   0.9684807231   7.751662791    0.4874757376   2.282195721    
273      I1         0.3443498047   1.985846631    3.954929593    0.1448942896   0.1659209448   3.105402687    0.2787851939   0.2805277984   
274      I1         0.6021373378   1.219835666    3.33756519     0.8944457742   0.964709477    4.675868525    0.9048623028   2.070099906    
275      I1         1.670202853    1.259956569    4.264413472    0.1822568941   0.3700228634   4.45813412     0.5127824836   0.302516719    
276      I1         1.225710618    2.049813049    3.006847077    0.3617429562   0.4753711493   9.688580275    -0.8218608895  1.083790334    
277      I1         0.973829551    1.96163696     2.528631855    0.3768789556   0.1311815475   7.585434032    -0.6572507228  1.357826017    
278      I1         0.3677524232   1.754827795    3.571354347    0.9378834073   0.941542642    3.289680331    -0.5438721134  3.029301174    
279      I1         0.3237088733   1.437335597    3.979006456    0.2506824008   0.02016356509  3.251303546    0.768053927    0.2055588138   
280      I1         1.614376697    1.340093733    3.20471397     0.3908718751   0.6746964876   3.91128993     0.9834266154   1.062995615    
281      I1         1.216061424    2.444789642    3.325752487    0.6090147236   0.2464161253   9.33223508     0.8579865722   1.199882572    
282      I1         1.324356168    1.591783969    3.506186554    0.8314936832   0.01152641849  8.960502068    -0.1766779441  2.00089397     
283      I1         0.4360475337   1.831704451    3.443101497    0.8888690782   0.3045696348   5.656863288    0.2911578508   2.61784767     
284      I1         0.3052678245   2.148702014    2.863239585    0.989453186    0.1413102393   6.352420219    -0.9788113427  3.170194292    
285      I1         1.126024947    1.327864414    4.48415467     0.3703465277   0.5857182627   2.418285222    0.9520803927   1.267353611    
286      I1         1.608771412    1.359935892    3.756594181    0.09380691351  0.3434151444   5.385674145    -0.7048318463  0.3248251955   
287      I1         1.459552999    1.654378836    3.13492306     0.8496504772   0.2271843178   5.044471134    -0.746299611   1.925223067    
288      I1         1.365941496    1.394356037    2.85479035     0.5574533339   0.04468927487  4.447244152    0.9202160083   0.9825273835   
289      I1         0.8414926297   2.309147292    3.439605621    0.4360845678   0.7065786773   6.440097854    0.7870619779   1.262488262    
290      I1         1.783188645    1.790683409    2.778552717    0.03765811168  0.4200881004   1.845591962    0.5860823165   0.5995437587   
291      I1         1.373481817    1.81166574     3.63207404     0.2228202545   0.5927817656   4.999514334    0.003328978685 0.7029050282   
292      I1         1.72488636     1.717746796    2.702744019    0.3832702037   0.1628758786   9.604909417    0.5907827509   0.6980385902   
293      I1         1.979905971    1.201716412    3.370947356    0.676848485    0.6438213597   9.935364316    0.2837323761   1.037215603    
294      I1         1.062583374    1.475532227    4.415591986    0.2294786622   0.7329755853   6.895136135    0.1791641625   1.56850682     
295      I1         0.4976089969   2.165513297    2.576428011    0.3476104215   0.8745567966   4.166339747    -0.1118042195  1.831144863    
296      I1         1.098367723    2.432352504    4.191135207    0.6602045533   0.3741075441   6.688892982    0.26523427     1.796942989    
297      I1         0.719191177    2.61158016     4.382333396    0.1869733362   0.9379771955   0.9222992184   -0.6075858141  0.7696441529   
298      I1         1.973053607    1.299671974    3.084757358    0.4929807404   0.4273640679   2.505893795    -0.03403288289 0.7615943438   
299      I1         0.6677877611   1.509549826    3.27268924     0.9575132077   0.805928482    9.435916875    0.640684003    2.31313352     
300      I1         1.160758497    1.487285369    2.555153062    0.2345873294   0.6121861275   8.158161341    0.3185040005   1.412772891    
301      I1         1.247942387    1.003497942    4.438271605    0.3185185185   0.01067215364  0.1203703704   0.329218107    0.2834361902   
302      I1         1.429835391    2.073868313    4.498628258    0.3144855967   0.2822222222   9.97962963     -0.9958847737  0.2399026664   
303      I1         1.219958848    1.570164609    4.4218107      0.2271056241   0.116872428    6.67962963     -0.1152263374  0.3249982575   
304      I1         1.240946502    2.698834019    4.339506173    0.181399177    0.6613168724   4.846296296    -0.9958847737  0.293532458    
305      I1         0.8678326475   2.570576132    3.83744856     0.06444444444  0.3346502058   0.1203703704   -0.4197530864  0.4933741301   
306      I1         0.996090535    1.567832647    3.83744856     0.07654320988  0.06041152263  0.1203703704   -0.3374485597  0.5171797214   
307      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.2741563786   9.287037037    -0.9986282579  0.1696496723   
308      I1         0.5203703704   2.136831276    4.076131687    0.137037037    0.335994513    9.97962963     0.9958847737   0.3946594475   
309      I1         0.4923868313   2.577572016    4.355967078    0.1612345679   0.335994513    5.212962963    -0.3374485597  0.2895766919   
310      I1         1.432167353    2.696502058    4.051440329    0.3346502058   0.116872428    3.42037037     -0.329218107   0.2703227421   
311      I1         1.31090535     2.134499314    4.397119342    0.3144855967   0.266090535    2.27962963     -0.4773662551  0.2035330306   
312      I1         1.240946502    2.696502058    3.491769547    0.1693004115   0.01067215364  4.846296296    -0.9958847737  0.4098901109   
313      I1         1.429835391    1.584156379    4.495884774    0.335994513    0.2580246914   9.246296296    -0.5514403292  0.177291474    
314      I1         0.6742798354   2.696502058    4.257201646    0.2217283951   0.3023868313   0.1203703704   0.3319615912   0.2366534387   
315      I1         1.429835391    1.003497942    4.355967078    0.08057613169  0.2297942387   9.97962963     0.9986282579   0.4575687062   
316      I1         1.059053498    1.829012346    3.401234568    0.1195610425   0.1410699588   5.987037037    -0.9958847737  0.3621745199   
317      I1         0.408436214    2.512277092    4.067901235    0.1209053498   0.5403292181   6.72037037     0.329218107    0.28755891     
318      I1         1.240946502    2.696502058    3.516460905    0.2055967078   0.01201646091  0.1203703704   0.9986282579   0.454672167    
319      I1         0.8631687243   2.507613169    4.495884774    0.2257613169   0.4462277092   5.05           -0.1152263374  0.2073728388   
320      I1         1.429835391    2.134499314    4.33127572     0.3185185185   0.3386831276   5.57962963     -0.8559670782  0.2224838642   
321      I1         0.7302469136   2.416666667    4.150205761    0.1773662551   0.4583264746   3.37962963     -0.2633744856  0.2213684449   
322      I1         1.052057613    1.38127572     4.323045267    0.335994513    0.01201646091  0.1203703704   0.9958847737   0.3304640864   
323      I1         0.8655006859   2.164814815    4.495884774    0.2257613169   0.2418930041   7.77962963     -0.5514403292  0.231108493    
324      I1         1.052057613    2.696502058    3.829218107    0.2271056241   0.3346502058   8.92037037     0.329218107    0.2894200413   
325      I1         0.8701646091   1.612139918    3.390260631    0.03621399177  0.2418930041   3.37962963     -0.1152263374  0.3567060382   
326      I1         0.5553497942   2.325720165    3.615226337    0.1195610425   0.116872428    0.1203703704   -0.9958847737  0.3603765635   
327      I1         0.3174897119   1.465226337    3.83744856     0.1894650206   0.01067215364  3.42037037     0.9958847737   0.3891025486   
328      I1         0.6393004115   1.570164609    4.199588477    0.2257613169   0.1195610425   0.1203703704   0.304526749    0.2110744198   
329      I1         0.8678326475   1.759053498    3.170781893    0.1209053498   0.1047736626   0.1203703704   0.04115226337  0.3083823436   
330      I1         1.998834019    2.696502058    4.281893004    0.3346502058   0.4475720165   9.97962963     0.9958847737   0.4508853046   
331      I1         0.6742798354   2.698834019    4.430041152    0.2257613169   0.5201646091   1.17962963     0.9958847737   0.3083735462   
332      I1         1.998834019    2.696502058    4.281893004    0.3185185185   0.6976131687   0.1203703704   -0.9958847737  0.3530772314   
333      I1         0.9261316872   2.507613169    3.831961591    0.2257613169   0.2499588477   3.827777778    0.329218107    0.2623014194   
334      I1         1.534773663    2.696502058    4.281893004    0.2983539095   0.5914128944   0.1203703704   -0.2633744856  0.2718751742   
335      I1         0.5203703704   1.325308642    4.026748971    0.2271056241   0.02411522634  3.42037037     0.353909465    0.2312833655   
336      I1         0.5133744856   2.073868313    3.911522634    0.1572016461   0.2271056241   0.1203703704   0.04115226337  0.2630123685   
337      I1         0.8701646091   2.696502058    3.689300412    0.1572016461   0.01067215364  9.97962963     -0.1152263374  0.3784884245   
338      I1         1.429835391    2.698834019    3.615226337    0.3346502058   0.2781893004   0.1203703704   0.329218107    0.2680266535   
339      I1         1.998834019    1.122427984    4.298353909    0.1088065844   0.2983539095   6.72037037     -0.1316872428  0.4718271517   
340      I1         0.4014403292   1.374279835    4.281893004    0.2271056241   0.1249382716   3.42037037     0.6995884774   0.2041402102   
341      I1         1.317901235    1.563168724    4.199588477    0.1612345679   0.2983539095   9.97962963     0.3347050754   0.3024987535   
342      I1         0.5133744856   1.675102881    3.903292181    0.1894650206   0.1195610425   4.52037037     0.2551440329   0.2397521975   
343      I1         1.429835391    2.136831276    3.170781893    0.137037037    0.01067215364  9.97962963     -0.3374485597  0.4235017857   
344      I1         1.115020576    2.696502058    3.831961591    0.2620576132   0.201563786    4.031481481    -0.329218107   0.2423624797   
345      I1         0.4853909465   2.696502058    4.273662551    0.2271056241   0.3346502058   4.47962963     0.9958847737   0.3245447925   
346      I1         1.429835391    1.192386831    3.829218107    0.335994513    0.137037037    0.1203703704   0.7818930041   0.2797306247   
347      I1         1.429835391    1.003497942    3.170781893    0.01067215364  0.01201646091  0.1203703704   0.9958847737   0.5758814779   
348      I1         1.996502058    2.696502058    4.281893004    0.01067215364  0.6613168724   0.1203703704   0.9958847737   0.5571348531   
349      I1         1.366872428    2.423662551    4.487654321    0.1854320988   0.6626611797   0.1203703704   -0.329218107   0.276806524    
350      I1         0.5833333333   2.31872428     4.479423868    0.1719890261   0.4435390947   9.97962963     0.1810699588   0.2139128701   
351      I1         0.8678326475   1.059465021    3.829218107    0.2136625514   0.1249382716   3.42037037     0.9958847737   0.3181294432   
352      I1         1.998834019    2.136831276    4.487654321    0.1249382716   0.5564609053   0.1203703704   -0.329218107   0.4428776959   
353      I1         1.212962963    2.339711934    4.133744856    0.1572016461   0.6613168724   0.1203703704   -0.9986282579  0.2557211379   
354      I1         0.933127572    2.698834019    3.83744856     0.1773662551   0.5967901235   0.1203703704   0.1069958848   0.2632746695   
355      I1         1.401851852    2.136831276    4.051440329    0.1854320988   0.4233744856   0.1067901235   -0.1069958848  0.3247496157   
356      I1         0.6812757202   1.724074074    3.919753086    0.08864197531  0.335994513    9.97962963     0.329218107    0.2838807726   
357      I1         0.9261316872   2.325720165    3.831961591    0.2217283951   0.01201646091  0.1203703704   -0.3209876543  0.285772587    
358      I1         1.434499314    1.122427984    3.393004115    0.1249382716   0.1209053498   9.97962963     0.04115226337  0.380127794    
359      I1         0.8631687243   1.940946502    4.273662551    0.2271056241   0.1572016461   9.97962963     0.04115226337  0.238151956    
360      I1         0.6532921811   2.31872428     4.498628258    0.2136625514   0.2983539095   5.416666667    0.2551440329   0.2202210773   
361      I1         1.156995885    2.129835391    3.170781893    0.01067215364  0.01201646091  3.37962963     0.9958847737   0.5900381908   
362      I1         0.6812757202   1.122427984    4.051440329    0.09670781893  0.3346502058   9.97962963     0.9986282579   0.2563388622   
363      I1         0.8491769547   2.698834019    4.471193416    0.2257613169   0.5564609053   9.612962963    0.9958847737   0.3232168662   
364      I1         1.052057613    2.698834019    4.224279835    0.1773662551   0.6613168724   6.72037037     -0.07407407407 0.2600517139   
365      I1         0.9890946502   1.290329218    3.834705075    0.1612345679   0.1894650206   9.653703704    0.6502057613   0.3062959064   
366      I1         1.996502058    1.066460905    4.141975309    0.335994513    0.2297942387   0.1203703704   -0.3374485597  0.3806669895   
367      I1         0.3944444444   1.248353909    4.002057613    0.266090535    0.04427983539  0.1067901235   0.8559670782   0.2222697003   
368      I1         0.3944444444   1.563168724    3.977366255    0.2244170096   0.05637860082  0.1203703704   0.5514403292   0.2176493976   
369      I1         0.7232510288   1.001165981    4.059670782    0.1410699588   0.1572016461   0.1203703704   0.658436214    0.2975334819   
370      I1         1.432167353    1.003497942    4.495884774    0.1209053498   0.330617284    0.1203703704   0.9958847737   0.3669171883   
371      I1         1.996502058    1.563168724    3.83744856     0.01067215364  0.3023868313   0.1203703704   -0.9958847737  0.5568803944   
372      I1         1.996502058    1.059465021    3.977366255    0.1693004115   0.335994513    0.1203703704   -0.5514403292  0.4055674689   
373      I1         0.6812757202   1.437242798    4.059670782    0.2136625514   0.1195610425   2.32037037     0.5514403292   0.2294520102   
374      I1         1.996502058    2.696502058    3.639917695    0.01067215364  0.6613168724   9.97962963     -0.9958847737  0.5213233754   
375      I1         1.996502058    2.696502058    4.430041152    0.01067215364  0.6613168724   9.97962963     0.9958847737   0.5515345184   
376      I1         1.429835391    2.47962963     4.495884774    0.2217283951   0.6613168724   5.62037037     -0.3319615912  0.2555538227   
377      I1         1.059053498    2.698834019    4.273662551    0.2781893004   0.3467489712   3.42037037     0.3374485597   0.2243231744   
378      I1         1.998834019    2.696502058    3.977366255    0.5524279835   0.0483127572   9.97962963     -0.7983539095  0.2852327091   
379      I1         1.338888889    1.752057613    3.829218107    0.335994513    0.0846090535   5.57962963     -0.329218107   0.2080663823   
380      I1         0.6952674897   2.696502058    4.273662551    0.1894650206   0.4825240055   6.72037037     0.3374485597   0.2481093061   
381      I1         1.059053498    2.696502058    3.83744856     0.01201646091  0.6613168724   6.67962963     0.9986282579   0.506865649    
382      I1         1.122016461    1.815020576    4.495884774    0.181399177    0.286255144    0.1067901235   0.9958847737   0.3959502595   
383      I1         0.4877229081   2.136831276    3.170781893    0.05234567901  0.01201646091  6.72037037     -0.7736625514  0.4617867728   
384      I1         1.177983539    2.094855967    4.487654321    0.3265843621   0.1773662551   6.67962963     -0.3319615912  0.1836583569   
385      I1         1.31090535     1.570164609    3.609739369    0.1007407407   0.201563786    6.272222222    0.1069958848   0.3927277031   
386      I1         1.219958848    2.444650206    3.168038409    0.1572016461   0.1652674897   0.1203703704   -0.04115226337 0.344573532    
387      I1         1.429835391    2.136831276    3.831961591    0.1531687243   0.6048559671   9.97962963     -0.9958847737  0.248877158    
388      I1         1.998834019    2.696502058    3.83744856     0.1491358025   0.9879835391   0.1203703704   0.9958847737   0.4388778544   
389      I1         1.289917695    2.698834019    3.83744856     0.1854320988   0.6613168724   0.1203703704   0.9958847737   0.3891280144   
390      I1         1.625720165    2.325720165    4.495884774    0.2297942387   0.713744856    6.72037037     -0.9986282579  0.2444758028   
391      I1         0.4294238683   2.14382716     3.96090535     0.07654320988  0.4556378601   6.72037037     -0.3347050754  0.2947885349   
392      I1         0.779218107    2.437654321    4.059670782    0.1249382716   0.5537722908   9.97962963     -0.9958847737  0.2759162761   
393      I1         1.268930041    2.388683128    4.323045267    0.2055967078   0.664005487    9.97962963     -0.8477366255  0.220076866    
394      I1         0.8701646091   2.570576132    3.615226337    0.1209053498   0.6626611797   3.42037037     -0.633744856   0.2664406869   
395      I1         1.282921811    2.698834019    3.829218107    0.2257613169   0.6613168724   4.52037037     -0.5267489712  0.2410118197   
396      I1         1.60473251     2.134499314    4.462962963    0.1410699588   0.6330864198   7.453703704    -0.9794238683  0.2927217886   
397      I1         0.996090535    2.360699588    3.829218107    0.1733333333   0.5524279835   7.087037037    -0.9986282579  0.2212287735   
398      I1         1.996502058    2.696502058    3.83744856     0.2136625514   0.883127572    9.97962963     0.9986282579   0.3872823545   
399      I1         0.8678326475   2.262757202    3.829218107    0.1733333333   0.3386831276   9.97962963     -0.329218107   0.2580191331   
400      I1         1.996502058    2.136831276    3.829218107    0.335994513    0.4677366255   9.97962963     -0.3456790123  0.3270190787   
%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__routing_K neg_kge        
401      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.2741563786   9.287037037    -0.9986282579  0.1696496723   
402      I1         1.389958848    1.68909465     4.323045267    0.2822222222   0.2741563786   9.287037037    -0.9986282579  0.2224736301   
403      I1         1.219958848    1.85909465     4.323045267    0.2822222222   0.2741563786   9.287037037    -0.9986282579  0.189764304    
404      I1         1.219958848    1.68909465     4.323045267    0.3802222222   0.2741563786   9.287037037    -0.9986282579  0.2139072006   
405      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1479395549   
406      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.2741563786   9.287037037    -0.7986282579  0.1696729942   
407      I1         1.049958848    1.68909465     4.323045267    0.2822222222   0.2741563786   9.287037037    -0.9986282579  0.1619366717   
408      I1         1.219958848    1.51909465     4.323045267    0.2822222222   0.2741563786   9.287037037    -0.9986282579  0.1524486341   
409      I1         1.219958848    1.68909465     4.123045267    0.2822222222   0.2741563786   9.287037037    -0.9986282579  0.1657096236   
410      I1         1.219958848    1.68909465     4.323045267    0.1842222222   0.2741563786   9.287037037    -0.9986282579  0.2931247174   
411      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.1761563786   9.287037037    -0.9986282579  0.2203060754   
412      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.2741563786   8.297037037    -0.9986282579  0.1687916559   
413      I1         1.389958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1717741056   
414      I1         1.219958848    1.85909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1534684293   
415      I1         1.219958848    1.68909465     4.323045267    0.3802222222   0.3721563786   9.287037037    -0.9986282579  0.3254849136   
416      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.4701563786   9.287037037    -0.9986282579  0.2193530572   
417      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.7986282579  0.1479133501   
418      I1         1.049958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.2024311627   
419      I1         1.219958848    1.51909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1655061296   
420      I1         1.219958848    1.68909465     4.123045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1672553978   
421      I1         1.219958848    1.68909465     4.323045267    0.1842222222   0.3721563786   9.287037037    -0.9986282579  0.2220760701   
422      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.2741563786   9.287037037    -0.9986282579  0.1696496723   
423      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   8.297037037    -0.9986282579  0.147212983    
424      I1         1.304958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1546483301   
425      I1         1.219958848    1.77409465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1483916335   
426      I1         1.219958848    1.68909465     4.423045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1517998583   
427      I1         1.219958848    1.68909465     4.323045267    0.3312222222   0.3721563786   9.287037037    -0.9986282579  0.2019425644   
428      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.4211563786   9.287037037    -0.9986282579  0.1692642261   
429      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.782037037    -0.9986282579  0.1483369296   
430      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.8986282579  0.1479349462   
431      I1         1.134958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1646187774   
432      I1         1.219958848    1.60409465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1531241135   
433      I1         1.219958848    1.68909465     4.223045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1911140592   
434      I1         1.219958848    1.68909465     4.323045267    0.2332222222   0.3721563786   9.287037037    -0.9986282579  0.1700517254   
435      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3231563786   9.287037037    -0.9986282579  0.1513252872   
436      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   8.792037037    -0.9986282579  0.1475609906   
437      I1         1.262458848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.149776559    
438      I1         1.219958848    1.73159465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1474921755   
439      I1         1.219958848    1.68909465     4.373045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1714735481   
440      I1         1.219958848    1.68909465     4.323045267    0.3067222222   0.3721563786   9.287037037    -0.9986282579  0.1632532921   
441      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3966563786   9.287037037    -0.9986282579  0.1551453387   
442      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.534537037    -0.9986282579  0.1481401014   
443      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9486282579  0.147938223    
444      I1         1.177458848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1510417243   
445      I1         1.219958848    1.64659465     4.323045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1497871275   
446      I1         1.219958848    1.68909465     4.273045267    0.2822222222   0.3721563786   9.287037037    -0.9986282579  0.1665461257   
447      I1         1.219958848    1.68909465     4.323045267    0.2577222222   0.3721563786   9.287037037    -0.9986282579  0.1526288506   
448      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1470613801   
449      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3721563786   9.039537037    -0.9986282579  0.1477470033   
450      I1         1.262458848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1527565263   
451      I1         1.219958848    1.73159465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1490504276   
452      I1         1.219958848    1.68909465     4.373045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1632594363   
453      I1         1.219958848    1.68909465     4.323045267    0.3067222222   0.3476563786   9.287037037    -0.9986282579  0.1512242663   
454      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.534537037    -0.9986282579  0.1472638131   
455      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9486282579  0.1470609236   
456      I1         1.177458848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.144557133    
457      I1         1.219958848    1.64659465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1461066937   
458      I1         1.219958848    1.68909465     4.273045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1592666789   
459      I1         1.219958848    1.68909465     4.323045267    0.2577222222   0.3476563786   9.287037037    -0.9986282579  0.1602334671   
460      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3231563786   9.287037037    -0.9986282579  0.1513252872   
461      I1         1.219958848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.039537037    -0.9986282579  0.1468649022   
462      I1         1.177458848    1.73159465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1446144743   
463      I1         1.177458848    1.68909465     4.373045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1705579182   
464      I1         1.177458848    1.68909465     4.323045267    0.3067222222   0.3476563786   9.287037037    -0.9986282579  0.1655637219   
465      I1         1.177458848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.534537037    -0.9986282579  0.1447706799   
466      I1         1.177458848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9486282579  0.1445538535   
467      I1         1.134958848    1.68909465     4.323045267    0.2822222222   0.3476563786   9.287037037    -0.9986282579  0.1539077238   
