%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_soil et_scale       neg_kge        
182      I1         2.259430362    3.109110906    3.645172422    0.1423160262   0.7373991272   9.583711601    1.889784482    0.1460048506   2.077790812    0.9777418505   0.8450705696   
183      I1         2.669316018    2.805831257    3.99823988     0.9033250825   0.08592714136  7.717283805    1.632950029    0.0122955328   2.890572867    0.727143909    0.3299436031   
184      I1         2.522802265    3.421298897    4.541078206    0.594645732    0.941542642    1.28832285     1.688368233    0.09183180377  4.793926818    1.382098867    0.9308582763   
185      I1         2.42488636     4.125273371    4.439258158    0.5394486182   0.8500911906   5.220264853    1.797785827    0.01102040175  2.651376117    1.030842101    0.5443411415   
186      I1         2.374256652    3.009794435    3.94033855     0.09380691351  0.0890321183   2.858188311    0.1089241533   0.04440896626  1.873273796    1.849818526    1.182302379    
187      I1         2.631563387    4.329415751    3.917340438    0.3091048798   0.7113755041   2.534502614    1.773047415    0.03348301499  1.636350588    0.9605129576   0.8414886679   
188      I1         1.966159008    3.325932068    3.541364796    0.368880236    0.4105007558   1.813236371    1.611087785    0.02473809058  2.372179527    0.9671383839   0.442431451    
189      I1         1.388119901    2.512574508    4.243564122    0.5788593947   0.02016356509  0.3695975357   0.6765196184   0.05764192863  3.855833875    1.843363818    0.8063569511   
190      I1         1.687080142    3.916633348    3.668891477    0.8130420474   0.1628758786   5.787673809    1.55345136     0.02433543685  2.038314198    1.948116747    0.8966028287   
191      I1         1.871461564    4.405322966    3.50148044     0.8351751549   0.1446908839   4.529884387    0.468435007    0.01309764807  5.236107514    1.363649478    1.153171768    
192      I1         1.251983061    3.581341495    4.749826419    0.8162194583   0.220584488    4.884283603    1.448950676    0.07855224944  3.024569319    1.153100414    0.6576084604   
193      I1         1.776181637    4.485577177    4.290803523    0.9752273023   0.1177522271   9.273599008    2.65208089     0.1263437581   3.039929041    0.9701211373   0.323071619    
194      I1         1.108544849    3.618028139    4.520355411    0.1586357021   0.5760678983   8.751343945    2.088774999    0.03014774302  1.785855602    1.562882391    0.5917179316   
195      I1         2.560860465    3.692617075    3.708914537    0.8608480364   0.6953665752   5.814931171    2.106068414    0.03717963817  2.608979605    1.655396903    1.155902338    
196      I1         1.467501262    3.742420556    3.89962961     0.2997027545   0.509737054    7.899259404    0.7192227618   0.1082669805   4.028972105    0.5706647867   0.9381232957   
197      I1         1.374139832    3.307925728    4.008842915    0.307045893    0.5846141512   8.716605469    0.2457813899   0.01788190988  3.261343472    0.6653220019   0.7425818834   
198      I1         2.159552999    2.722733063    4.319924556    0.4844471541   0.1289259313   9.33223508     0.8552969856   0.01473357347  4.565613201    1.501235862    0.8144552644   
199      I1         1.578950539    4.169463359    3.811379213    0.6318941159   0.5857182627   7.064042437    1.780800284    0.1121178233   3.994037349    1.637279516    0.6350931254   
200      I1         1.841522265    3.80899276     4.803329782    0.8261550649   0.3801969768   0.6281363281   2.216612014    0.01993415349  2.019327078    1.544228546    1.112743745    
201      I1         1.010710877    3.028138083    4.646074974    0.01128075689  0.2484786123   3.697353834    1.28403948     0.1430553987   1.582967968    1.480930431    0.866007019    
202      I1         2.39721588     4.220899615    4.257690755    0.2257529178   0.9372722994   1.63161365     1.256549383    0.1445116749   2.965042814    1.830180116    1.189849404    
203      I1         1.826024947    2.781749931    3.976192295    0.2674938073   0.2464161253   1.696533584    2.893863476    0.1371336349   2.627453962    0.6594580139   0.8128708205   
204      I1         1.460345995    3.305604417    3.533485608    0.7860742005   0.1250539843   6.296109337    1.925598564    0.05090217145  5.063874512    1.640883631    0.9823812556   
205      I1         2.065941496    3.643957664    3.579251762    0.04631572826  0.9224487796   8.654259139    0.3805505836   0.02911006152  1.5970737      1.825819701    1.217966641    
206      I1         1.124056614    4.112137624    4.850708376    0.2137834302   0.7991067335   6.953071345    1.269511844    0.09348076221  5.205344928    0.9370925764   0.5186221723   
207      I1         2.601462023    3.370824246    4.479037366    0.7134540686   0.04916239375  7.868435783    1.234983084    0.03870169607  5.928084829    1.79995887     1.098655377    
208      I1         2.499934239    3.330417623    4.833557562    0.1094647061   0.2239289244   5.190489881    2.512066875    0.09052593078  5.604046115    0.69699681     0.7611383949   
209      I1         2.359968719    4.476620445    3.857231003    0.3374150785   0.3741075441   5.567548951    1.80389414     0.1404543985   1.98237416     1.986411353    1.218112962    
210      I1         2.134442838    2.671844913    3.779618818    0.5496203686   0.6631821369   5.451772094    2.027227708    0.09610087258  5.524701653    1.05292812     0.3409704789   
211      I1         1.912023774    3.829369201    4.661036285    0.9805095429   0.7707287291   9.053510048    0.6552940158   0.07271500332  4.894863946    1.238662922    0.8610609854   
212      I1         1.419191177    4.189910169    4.53924672     0.2506824008   0.9584592573   3.614292698    0.9370100619   0.1218032697   3.047953305    1.266080104    0.5290932339   
213      I1         1.801323509    2.751589613    4.063307776    0.2175845276   0.9466801024   9.65776003     2.2779584      0.07734629702  2.496989269    1.174416291    0.6793552362   
214      I1         1.329635181    2.814107756    4.168677946    0.3745234011   0.2052308283   5.071982654    1.420503768    0.06084452873  3.95236151     1.862571873    0.681912927    
215      I1         2.637686949    2.92345399     4.402770533    0.6948103972   0.4200881004   4.310346469    2.678897962    0.05556433279  1.562935057    1.700997495    1.278054       
216      I1         2.611398778    4.000328189    3.772429689    0.5146411477   0.8994223175   1.393663158    0.6841918299   0.1348549898   4.25023943     1.866588445    1.168361085    
217      I1         2.448286095    3.443673481    4.998039006    0.6090147236   0.04468927487  5.955674479    0.8250106569   0.006856686247 3.565191934    0.8426764579   0.5672504316   
218      I1         2.458476031    3.901700714    4.171686007    0.3203010297   0.9267890524   3.177402617    2.56643468     0.1197957861   3.44168767     0.5243792589   1.14176835     
219      I1         2.438002296    2.915427134    3.590844564    0.9664733799   0.4753711493   4.217818408    2.773276552    0.04131197187  4.771898429    1.007207384    0.7349861352   
220      I1         1.3501715      2.833115262    3.596579127    0.3419970723   0.8928641198   7.585434032    2.746068637    0.1020713069   2.854716323    0.8678181562   0.5208115078   
221      I1         1.662142075    3.949820751    3.652058014    0.3768789556   0.1413102393   7.952141837    2.938218601    0.007754395599 3.773213965    1.430657941    0.7301982909   
222      I1         1.487877155    4.076230638    4.934792499    0.2578996488   0.6961344583   9.435916875    0.121763921    0.08857988384  1.823441209    1.965919025    1.018720844    
223      I1         1.862721522    4.395976659    3.601796457    0.2528676024   0.7659888071   8.296674237    2.048008909    0.04738531147  5.123533749    0.5501144764   0.9658360531   
224      I1         2.026528753    2.699058015    3.862530359    0.2398713653   0.191096213    4.019669975    2.831746868    0.03789655592  4.919866786    1.00036568     0.6482883672   
225      I1         1.975950592    3.101491135    3.872017079    0.2810816412   0.5565208168   7.978424054    0.001945486509 0.07935041428  3.902854934    1.816046103    0.8699538582   
226      I1         1.147936518    3.990657858    4.412908551    0.7262102806   0.7618330616   7.407846489    1.361306337    0.141569001    2.230476069    1.062985517    0.3156533175   
227      I1         2.106987481    3.711987165    3.806135625    0.9243459712   0.2448017307   0.7839750314   0.4427522305   0.1293649199   3.918613877    0.709033312    0.5902277133   
228      I1         1.58841181     3.20244509     3.728471479    0.5950280336   0.9379771955   0.9747690129   0.999927641    0.07630263641  5.323255652    1.370479623    0.6454846518   
229      I1         1.179220201    3.073276905    3.700436094    0.9795582233   0.01152641849  7.990311883    2.62893519     0.08654852679  1.843611386    1.692409367    0.5283279959   
230      I1         1.067752423    4.238652031    3.664875627    0.8055794563   0.1985287257   8.538878684    1.278329861    0.06516090887  4.45943644     1.785822193    0.8419771194   
231      I1         1.09845222     3.418420474    3.763401858    0.2626567102   0.279182846    3.090635965    1.306434248    0.0493198283   5.660586855    1.197199042    0.5252944656   
232      I1         1.631479492    2.975463035    4.79764427     0.5377850523   0.9190928976   1.059934205    2.786979858    0.1335532432   5.291024786    1.316029469    0.6688458259   
233      I1         2.475966423    3.718143008    3.938568019    0.1350522446   0.3294683232   5.484717207    1.475561403    0.06480682841  5.88448895     0.860004772    0.5394270351   
234      I1         1.278399449    4.453329428    4.508984196    0.3476104215   0.09677803858  7.283779674    1.758918474    0.05002195325  3.715656314    1.203561368    0.6102454899   
235      I1         2.238629173    3.00061826     4.070673926    0.4223373309   0.5220185425   1.957400108    0.1736406476   0.1051745317   2.984085797    1.836561882    1.003809646    
236      I1         1.399648779    2.761778064    4.780744053    0.1717771929   0.3380955784   4.447244152    0.6913817737   0.1031779262   2.15784443     1.808392336    0.9829694961   
237      I1         1.017740675    2.898175949    3.629091159    0.9711978667   0.2717204916   4.247479126    2.603075954    0.1167019711   5.465638235    1.716819218    1.047438738    
238      I1         2.592783879    2.629395046    3.879697913    0.6177638289   0.136307493    9.526076387    0.1924150184   0.1015110234   2.356782464    0.6906561759   0.6258021913   
239      I1         2.264016217    3.55773209     3.980459772    0.4033144509   0.8350015658   1.276621057    0.8900685746   0.01517061853  4.289869126    0.9949551505   0.3995776503   
240      I1         2.568473146    3.263008308    4.707193604    0.9569122946   0.2340491312   2.631645173    0.9779617414   0.1096532556   1.559756235    0.9897151453   0.8072942694   
241      I1         2.205239601    3.661522358    3.717056883    0.7782062663   0.3221937678   7.789316642    2.544492742    0.02809264832  4.496306924    0.6875188768   0.5029747634   
242      I1         1.51928575     3.659819566    4.868518716    0.6853682706   0.1739787854   9.767570232    2.412721669    0.1041556329   4.415722981    1.217328217    0.8474680922   
243      I1         2.289566797    3.338107622    4.03340084     0.3832702037   0.9527122088   0.5941868708   0.1332352735   0.04349394595  1.681703003    1.225450273    0.8668152365   
244      I1         1.724984263    2.87970511     4.489426441    0.3637232882   0.8689908005   5.618450393    0.4711582756   0.0210907425   2.488267407    1.942139979    0.8956165735   
245      I1         2.167821931    4.068421291    4.018088633    0.05397155562  0.06917312631  0.5155318816   0.5526622512   0.1229408023   2.426253143    0.8807627054   0.8123283679   
246      I1         2.308771412    4.309644018    4.823310104    0.7351553244   0.714725534    9.218734886    2.907904564    0.1331798536   5.421046855    1.309844568    0.9373443212   
247      I1         1.005267824    3.500850289    4.629560838    0.4156345467   0.5312512202   8.960502068    0.9829655613   0.09201611646  4.715926388    0.6167305192   0.6889474338   
248      I1         1.054015108    3.250364477    4.415990643    0.1060554789   0.5056121611   0.3582731703   2.365517818    0.1110283528   5.113240667    1.982336956    1.077392237    
249      I1         2.532347989    3.196216434    4.103164617    0.6520493137   0.7468992355   0.4383188587   0.7896408734   0.002558928744 1.728529922    0.6529024303   0.8445403171   
250      I1         1.900518864    2.690692715    4.90382365     0.1869733362   0.979447786    9.849586199    0.2318342026   0.08470807871  1.706943522    1.720759204    1.138954956    
251      I1         2.257081237    3.381479204    4.504594779    0.6064637601   0.9023741      0.6846961195   1.358344629    0.06275296592  4.523209234    1.746364786    1.110192661    
252      I1         2.21752088     4.426915869    4.895590538    0.2089163743   0.4965381045   6.001678038    2.86679589     0.1312056985   1.535487244    1.247771369    1.227298948    
253      I1         2.49550917     2.971723814    3.547597908    0.5475402506   0.2851235629   7.516776562    1.668531138    0.1208402955   2.324340929    1.593194512    1.321472422    
254      I1         2.061125029    2.676093945    4.726614607    0.3297835083   0.8629435835   2.946877912    0.4552364846   0.03699373672  4.995490024    1.571671306    0.9994566391   
255      I1         1.395714096    2.933302108    4.595898833    0.1985720714   0.8178788364   8.893932136    2.914337417    0.003228252633 1.500436929    1.674376203    0.7009424371   
256      I1         2.207471669    4.105508484    4.155020637    0.7827888579   0.3251547208   6.710055755    0.08128058462  0.05883320443  2.679246267    0.6214857946   0.6066228538   
257      I1         2.035763744    3.603153875    4.408522879    0.5249688643   0.7449829453   2.715362389    0.1171709464   0.02605462976  3.836932158    0.588615673    0.7409300893   
258      I1         2.278140663    2.88572284     4.601083691    0.128473036    0.1890601572   8.703049179    0.208140036    0.0184832782   4.869935016    1.424296829    1.04374406     
259      I1         1.597171496    2.772620829    4.143210819    0.2482968935   0.09428000369  3.372111183    0.861623661    0.02170608563  5.336592674    1.569808297    0.6905076373   
260      I1         1.593689946    3.818600949    4.262113436    0.8287151901   0.3909964414   3.665753972    0.9528779359   0.1116211901   4.438438427    1.261000436    0.5551819082   
261      I1         1.925710618    4.251213937    4.375696499    0.2366521052   0.5280954635   5.133200276    1.348373174    0.09130776417  2.468843597    1.77227939     1.002889877    
262      I1         2.115755904    3.172312953    4.817131835    0.2053694139   0.05784624219  5.436145523    1.897851405    0.1304707609   3.870219644    0.7040475474   0.6502663907   
263      I1         2.122242053    3.403105877    3.743459489    0.5035474146   0.8255057529   6.59679333     2.498217762    0.09488914473  5.566216052    1.146623985    0.4698293081   
264      I1         1.192144908    2.99803649     4.68562436     0.941346387    0.653742217    5.308717337    2.942109655    0.04516243601  2.217186449    0.5147332418   1.008397531    
265      I1         1.860758497    2.704478325    3.988401344    0.6890713407   0.2087928288   9.893005244    0.4188999556   0.1277969986   4.834032925    1.081057923    0.4082523215   
266      I1         1.411379407    4.025314388    4.758476302    0.78766895     0.4852475744   9.807148281    2.229455257    0.003624897103 5.954536917    1.388761103    0.9791456063   
267      I1         1.287468238    2.574738898    4.880159369    0.3140481537   0.757544596    0.275446016    1.74120242     0.02235677251  5.616863051    1.276919118    0.7914390519   
268      I1         1.548020555    4.423873866    4.466576706    0.8179985224   0.2877460165   2.653942694    2.111441234    0.0002529546357 3.743609105    1.516877371    0.7434009929   
269      I1         2.440831827    3.84290054     4.042631231    0.100521532    0.5132588444   7.822289279    1.329604916    0.06185146696  5.847603335    0.6484563099   0.798927962    
270      I1         2.328908169    3.454900871    3.854733149    0.4961993767   0.9170078746   8.818446818    2.165688921    0.06642380585  2.796383729    1.470995174    0.8774414037   
271      I1         2.283172998    3.115081163    4.204704216    0.6578579263   0.2271843178   3.486612735    0.3434920695   0.1244514553   3.302417531    0.8062256208   0.2179226447   
272      I1         1.257062834    4.097849565    4.581079361    0.08532162429  0.6889461185   0.1095228706   2.719180238    0.06684404514  3.452529536    0.5067873033   1.127296638    
273      I1         2.152181115    3.535459893    4.893438814    0.6022610977   0.8969460614   5.656863288    1.602576732    0.00632673342  4.886238014    0.7224212373   0.3978059265   
274      I1         1.448248883    3.091747092    3.880135308    0.9378834073   0.4360470655   0.241138325    1.042364317    0.02731091458  3.202221732    1.972029868    0.8090762508   
275      I1         2.451218561    2.617877276    3.818967023    0.4360845678   0.7594634673   0.2008739061   0.4252164516   0.09909258809  2.906111754    1.140242609    0.8008796692   
276      I1         1.209466336    3.233603688    4.739937736    0.7047729654   0.685109752    5.939641469    1.599009314    0.05622920748  3.698675296    1.531327975    0.7310589523   
277      I1         1.644514978    3.882876357    4.549024377    0.6817590328   0.5424318474   4.630881637    1.577793398    0.07429449506  3.544403062    0.6428642571   0.5642377573   
278      I1         1.117570384    2.646811393    4.442445636    0.2294786622   0.7934731076   8.935380853    1.059015923    0.1108413201   2.175632341    1.902681041    0.6514295679   
279      I1         1.693121143    2.980463531    4.52658787     0.4085227492   0.7054546704   5.275197541    2.646035071    0.097276535    3.983319072    1.628200986    0.8099408001   
280      I1         1.637441218    4.155648467    3.584733611    0.3136359659   0.5544699285   9.391928479    1.963900448    0.03271501446  2.710759681    1.664766765    0.8344790875   
281      I1         1.435738841    4.058214104    3.635914016    0.08187029442  0.6994658029   1.740474131    0.07806310046  0.05736759     3.41936099     1.190230441    0.5889285161   
282      I1         1.673829551    3.163309721    4.953433392    0.7968582963   0.8857831008   0.701920532    0.5141239158   0.07230983945  5.037831576    1.164990994    0.9833658036   
283      I1         1.480591073    2.641480856    3.804527258    0.5699990112   0.2176088771   6.216627951    1.087077552    0.08609194018  4.548695714    1.75998038     0.6846629836   
284      I1         1.06004142     2.74267134     4.619123045    0.7909367982   0.8014879318   1.458145766    0.62291815     0.08816497846  1.801508024    1.012979919    0.4432773397   
285      I1         1.073465582    4.299857137    3.94820331     0.07903790755  0.3533398499   0.1383557627   2.191356051    0.1157870359   1.614066072    1.417093632    0.9666946846   
286      I1         2.250696324    3.960591709    3.766092763    0.3857637516   0.1685791455   0.803349096    0.3920599792   0.04399668734  2.925947458    1.096876006    0.6530825858   
287      I1         1.355868765    4.468769744    3.796296287    0.7246198575   0.6208331469   4.058018758    0.4321993705   0.1479835051   5.508398482    1.04829631     0.5636882909   
288      I1         2.422002096    3.857509225    3.657549695    0.2605007178   0.7502055389   7.21046598     1.207174493    0.05984180384  2.838526214    1.074506369    0.7050161633   
289      I1         2.047496987    2.907100784    3.825885202    0.4496035419   0.1201212604   9.199591692    2.283839803    0.03913402883  4.728849588    0.7145296832   0.5156431715   
290      I1         1.372990647    4.365189906    3.689700947    0.8802523054   0.459415704    9.935364316    2.444468115    0.05361642155  2.002511726    0.8249376441   0.3750431467   
291      I1         1.769000019    2.534835404    4.613278452    0.4727462276   0.5694610568   8.334224322    2.073993922    0.1223930743   4.007931471    1.706147644    0.9368318082   
292      I1         1.130114072    4.051475994    3.640499372    0.465210757    0.6270359666   6.266903658    2.013580022    0.1137514449   4.972361058    1.576652487    0.5880420057   
293      I1         2.430353726    2.540429602    4.572368501    0.9485655461   0.6796230876   8.095700615    2.051924932    0.03390316697  5.183143805    0.7616645316   0.6017271466   
294      I1         2.515934321    4.137371732    4.297313474    0.3617429562   0.4874712745   6.48335404     2.728388239    0.0135134567   5.980536988    1.039057839    0.547019986    
295      I1         1.340152146    3.720919852    4.768351405    0.03232881701  0.8537564426   5.581352577    1.672633847    0.1161062427   5.711834487    1.156273825    0.7572459715   
296      I1         2.144278275    4.19975252     3.513992575    0.07736213041  0.06784710513  6.634035164    2.814000028    0.03983068847  2.550755296    1.165557781    1.045037423    
297      I1         1.440934608    3.544451785    4.365308257    0.4476728921   0.4123488404   1.323055332    2.809444702    0.1182956126   1.746943603    1.354542716    0.6038301691   
298      I1         2.128226823    4.457955617    4.343583492    0.04404286758  0.9830281785   8.861973182    1.997856989    0.01041320944  2.135714975    1.871659587    1.098447266    
299      I1         1.367787761    2.900110274    3.630724622    0.7479293057   0.6568343862   0.8342739093   1.166910396    0.009787202042 5.043864839    0.7302040809   0.7650416969   
300      I1         2.095449208    3.913315232    4.059570044    0.4393065005   0.7329755853   6.01519677     2.386174126    0.08156963308  3.064311816    1.538362538    0.8200911204   
301      I1         1.010493827    3.12962963     4.324074074    0.5            0.415308642    6.15           0.05555555556  0.0009259259259 1.527777778    1.12037037     0.4009600467   
302      I1         1.55617284     3.12962963     3.842592593    0.8508641975   0.2459259259   6.516666667    2.722222222    0.1490740741   1.527777778    1.009259259    0.2708176803   
303      I1         1.094444444    2.537037037    3.990740741    0.6572839506   0.669382716    6.516666667    2.944444444    0.0009259259259 3.027777778    1.324074074    0.3451745325   
304      I1         1.55617284     4.314814815    4.916666667    0.5483950617   0.330617284    6.516666667    0.01851851852  0.125          2.027777778    0.7685185185   0.2311409708   
305      I1         1.55617284     3.12962963     3.972222222    0.7540740741   0.330617284    6.516666667    0.9814814815   0.1490740741   2.638888889    1.009259259    0.2278089625   
306      I1         1.388271605    3.12962963     3.990740741    0.6572839506   0.9839506173   6.883333333    0.9444444444   0.0009259259259 1.527777778    1.138888889    0.3089996685   
307      I1         2.248765432    2.537037037    4.675925926    0.5483950617   0.3427160494   5.783333333    0.01851851852  0.04907407407  3.583333333    0.75           0.1608428721   
308      I1         1.094444444    3.154320988    3.935185185    0.6088888889   0.01604938272  6.516666667    0.9814814815   0.0009259259259 2.75           1.12037037     0.3654287194   
309      I1         1.010493827    2.537037037    3.990740741    0.6572839506   0.9718518519   6.883333333    0.2777777778   0.1490740741   1.527777778    1.37962963     0.4115029089   
310      I1         1.367283951    2.512345679    3.898148148    0.5            0.6088888889   6.883333333    0.9444444444   0.0009259259259 2.972222222    1.064814815    0.2954206956   
311      I1         1.55617284     4.462962963    3.583333333    0.6572839506   0.6451851852   6.883333333    0.9814814815   0.1490740741   1.527777778    1.009259259    0.3279043145   
312      I1         2.164814815    2.537037037    4.768518519    0.6088888889   0.3790123457   6.027777778    0.01851851852  0.1490740741   3.25           0.7314814815   0.1501459562   
313      I1         2.311728395    2.512345679    4.638888889    0.5362962963   0.3427160494   5.783333333    0.01851851852  0.1490740741   4.083333333    0.7314814815   0.1760418161   
314      I1         2.14382716     2.709876543    4.916666667    0.5483950617   0.5604938272   6.15           0.01851851852  0.002777777778 3.083333333    0.7314814815   0.1657457963   
315      I1         2.14382716     2.685185185    4.87962963     0.5120987654   0.5604938272   6.15           0.01851851852  0.08611111111  3.583333333    0.7314814815   0.1753205789   
316      I1         2.47962963     2.512345679    4.175925926    0.5483950617   0.2217283951   5.416666667    0.7222222222   0.0009259259259 4.75           0.8240740741   0.2577390904   
317      I1         1.178395062    3.154320988    4.935185185    0.5            0.6572839506   6.516666667    0.9814814815   0.0009259259259 1.583333333    0.8611111111   0.3184282887   
318      I1         1.933950617    3.845679012    4.861111111    0.6209876543   0.4516049383   6.15           0.01851851852  0.01574074074  2.416666667    0.75           0.1743827058   
319      I1         2.14382716     3.12962963     4.824074074    0.5            0.4516049383   6.15           0.01851851852  0.0009259259259 3.416666667    0.7314814815   0.1794388757   
320      I1         2.332716049    2.512345679    4.083333333    0.8508641975   0.1128395062   6.15           2.685185185    0.1472222222   3.083333333    0.8240740741   0.1807461181   
321      I1         2.332716049    2.537037037    4.175925926    0.8387654321   0.1128395062   5.783333333    2.685185185    0.002777777778 3.083333333    0.8240740741   0.1525850723   
322      I1         2.332716049    2.537037037    4.175925926    0.8024691358   0.1128395062   5.783333333    2.685185185    0.05277777778  3.416666667    0.8240740741   0.1560085637   
323      I1         2.14382716     3.12962963     4.009259259    0.8992592593   0.1007407407   6.15           2.685185185    0.05092592593  1.972222222    0.8240740741   0.3268418391   
324      I1         1.199382716    4.462962963    3.990740741    0.8750617284   0.3185185185   6.516666667    2.944444444    0.1490740741   2.027777778    1.324074074    0.2935941323   
325      I1         1.55617284     2.512345679    3.990740741    0.6572839506   0.8992592593   6.516666667    2.981481481    0.1490740741   4.083333333    1.027777778    0.2713383955   
326      I1         1.178395062    2.512345679    3.972222222    0.6572839506   0.3427160494   6.516666667    2.944444444    0.1490740741   3.527777778    1.138888889    0.3179315967   
327      I1         1.346296296    4.314814815    4.324074074    0.5            0.9839506173   6.15           2.981481481    0.0009259259259 4.472222222    1.009259259    0.3977444874   
328      I1         1.55617284     4.462962963    3.675925926    0.7782716049   0.330617284    6.15           2.944444444    0.0009259259259 2.083333333    1.009259259    0.2164872399   
329      I1         1.55617284     4.314814815    3.527777778    0.6572839506   0.8992592593   6.15           2.981481481    0.0009259259259 1.527777778    1.009259259    0.3126428216   
330      I1         1.178395062    4.487654321    3.990740741    0.6572839506   0.6814814815   6.516666667    2.722222222    0.0009259259259 1.527777778    1.138888889    0.3656877457   
331      I1         1.094444444    2.512345679    3.990740741    0.862962963    0.330617284    6.516666667    2.166666667    0.1490740741   1.527777778    1.490740741    0.3111273427   
332      I1         1.55617284     2.537037037    3.527777778    0.7661728395   0.330617284    6.516666667    2.981481481    0.1490740741   2.083333333    1.009259259    0.2495145817   
333      I1         1.388271605    4.487654321    3.990740741    0.8992592593   0.330617284    6.15           0.05555555556  0.1490740741   1.527777778    1.083333333    0.2489676744   
334      I1         1.55617284     4.487654321    3.990740741    0.6572839506   0.5725925926   6.15           0.01851851852  0.0009259259259 2.583333333    1.027777778    0.2341272128   
335      I1         1.031481481    4.487654321    3.990740741    0.6572839506   0.3548148148   6.516666667    0.05555555556  0.0009259259259 1.527777778    1.490740741    0.3404398371   
336      I1         1.283333333    4.487654321    3.990740741    0.7903703704   0.02814814815  6.516666667    0.9814814815   0.1490740741   1.972222222    1.175925926    0.2612180708   
337      I1         1.010493827    4.487654321    3.990740741    0.3548148148   0.9718518519   6.15           0.01851851852  0.0009259259259 2.972222222    1.25           0.4257708176   
338      I1         1.535185185    4.487654321    3.842592593    0.862962963    0.330617284    6.15           0.9814814815   0.0009259259259 1.583333333    1.009259259    0.2247784602   
339      I1         1.157407407    4.487654321    3.990740741    0.9839506173   0.330617284    6.516666667    0.9444444444   0.0009259259259 1.527777778    1.472222222    0.3459622156   
340      I1         1.367283951    4.487654321    3.75           0.6088888889   0.2459259259   6.15           0.01851851852  0.0009259259259 1.527777778    1.009259259    0.2746126542   
341      I1         1.367283951    3.87037037     3.509259259    0.6572839506   0.3548148148   6.15           1.944444444    0.0009259259259 1.527777778    1.009259259    0.2315775504   
342      I1         1.367283951    4.487654321    3.638888889    0.5483950617   0.3548148148   6.15           1.833333333    0.0009259259259 2.527777778    1.009259259    0.2602659048   
343      I1         1.55617284     2.512345679    3.675925926    0.7903703704   0.3185185185   6.516666667    0.9814814815   0.0009259259259 1.583333333    1.009259259    0.2394341342   
344      I1         1.031481481    2.512345679    3.509259259    0.4637037037   0.3185185185   6.15           0.01851851852  0.0009259259259 1.527777778    1.175925926    0.3419333969   
345      I1         2.227777778    2.512345679    4.675925926    0.6451851852   0.669382716    5.416666667    0.01851851852  0.1490740741   3.194444444    0.8055555556   0.16394069     
346      I1         2.164814815    2.512345679    4.75           0.6451851852   0.4032098765   5.416666667    0.01851851852  0.0009259259259 3.027777778    0.7685185185   0.1672168994   
347      I1         2.332716049    2.512345679    4.731481481    0.5            0.5725925926   5.783333333    0.6481481481   0.0009259259259 3.75           0.7685185185   0.1734314526   
348      I1         2.353703704    2.512345679    4.509259259    0.6572839506   0.3548148148   5.416666667    0.5            0.1490740741   3.527777778    0.787037037    0.1465817379   
349      I1         2.164814815    2.512345679    4.731481481    0.6088888889   0.4516049383   5.538888889    0.01851851852  0.1138888889   3.027777778    0.75           0.1635738086   
350      I1         1.829012346    2.512345679    4.509259259    0.5            0.9839506173   6.15           2.981481481    0.1490740741   5.916666667    0.9166666667   0.2620855304   
351      I1         1.577160494    2.512345679    4.972222222    0.4274074074   0.9839506173   6.15           2.981481481    0.1490740741   5.527777778    0.8055555556   0.2765185606   
352      I1         1.829012346    2.512345679    4.842592593    0.3185185185   0.9718518519   6.15           0.9814814815   0.1490740741   5.916666667    0.787037037    0.3802844531   
353      I1         1.829012346    2.512345679    4.990740741    0.5362962963   0.9718518519   6.516666667    1.018518519    0.1490740741   3.527777778    0.8055555556   0.2019183773   
354      I1         2.311728395    2.512345679    4.157407407    0.7903703704   0.2459259259   5.783333333    2.055555556    0.0009259259259 3.527777778    0.8425925926   0.1708494179   
355      I1         1.304320988    3.425925926    3.768518519    0.6572839506   0.3548148148   6.15           0.9444444444   0.0009259259259 1.527777778    1.231481481    0.2659609768   
356      I1         1.094444444    2.512345679    3.990740741    0.5362962963   0.9839506173   6.883333333    2.981481481    0.1490740741   5.972222222    1.305555556    0.3744574511   
357      I1         1.010493827    2.512345679    3.657407407    0.3911111111   0.9839506173   6.15           2.981481481    0.1490740741   4.25           1.25           0.3633730068   
358      I1         1.157407407    2.512345679    3.805555556    0.8750617284   0.01604938272  6.15           0.01851851852  0.1490740741   1.527777778    1.25           0.3249984764   
359      I1         1.367283951    2.512345679    3.509259259    0.4637037037   0.1007407407   6.15           0.01851851852  0.1490740741   2.916666667    1.009259259    0.3158594553   
360      I1         1.010493827    2.512345679    3.75           0.415308642    0.2459259259   6.516666667    0.01851851852  0.1490740741   2.972222222    1.305555556    0.4108079442   
361      I1         1.010493827    2.512345679    3.972222222    0.6572839506   0.6814814815   6.883333333    2.981481481    0.1490740741   1.583333333    1.842592593    0.3710024222   
362      I1         1.55617284     2.537037037    3.898148148    0.9839506173   0.9718518519   6.15           2.981481481    0.1490740741   1.75           1.064814815    0.2186954371   
363      I1         1.55617284     3.154320988    3.75           0.9839506173   0.330617284    5.783333333    2.944444444    0.1490740741   2.25           1.009259259    0.3113975667   
364      I1         1.346296296    2.512345679    3.824074074    0.6572839506   0.9839506173   6.15           2.981481481    0.1490740741   1.916666667    1.25           0.3175305654   
