%eval_id interface log__t_efold_soil log__t_efold_karst f_exfiltration_soil PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  neg_kge        
194      I1         1.185922271    2.58569609     0.833652634    3.615506423    2.874956493    1.656833015    0.1420849411   0.6394741458   0.2422480792   0.8497015157   
195      I1         1.988003539    3.15712189     0.4982970698   8.695301592    2.468669037    0.3600978332   0.04125053284  0.5796621115   1.02080548     0.3572617319   
196      I1         2.238629173    2.517951387    0.5488706548   7.675855246    1.352014837    1.003517259    0.02649632335  0.633360871    0.9675233855   1.818661508    
197      I1         1.912023774    3.517767781    0.4468695913   1.507344602    3.367288764    2.003047198    0.02533462494  0.9209559171   0.4926928667   0.4855636756   
198      I1         1.673829551    4.000328189    0.3886177276   8.582183393    1.796412673    1.232224166    0.1316148959   0.6117539342   0.1071325096   0.9259678903   
199      I1         2.430353726    2.662490803    0.7635570378   1.734279805    3.030429801    0.1771806423   0.09766720969  0.1606138832   0.1581557047   0.2353540989   
200      I1         1.08303467     3.929424073    0.9640046122   1.879921363    1.309136601    0.002885718371 0.1061370213   0.505416063    0.5664989223   1.808769624    
201      I1         1.769000019    4.300621351    0.6151645374   6.071087486    1.676479829    0.2491815813   0.09989284946  0.1113230928   0.4737005352   1.056534729    
202      I1         2.134442838    3.643957664    0.680704075    8.830805189    1.991294021    2.797646994    0.07806752675  0.8230095592   0.1370906823   0.9499236476   
203      I1         2.082954783    3.549620411    0.9180832957   5.279880397    3.099438063    0.207265161    0.04764389679  0.5750454877   0.7498767539   0.4382573259   
204      I1         1.248941289    4.485577177    0.06177781765  9.762333124    2.606159173    1.542572691    0.1386638276   0.3137638468   0.9076000425   0.6242049049   
205      I1         1.637441218    3.677499404    0.4488348579   5.722193126    2.667210267    1.578399193    0.02999640266  0.08644447727  0.0950603933   0.357492155    
206      I1         1.023708873    3.163309721    0.5941336885   3.56941665     1.404538636    1.996634237    0.01159171013  0.2128254163   0.1179790071   1.251727768    
207      I1         1.499907384    4.202669299    0.1741324481   0.7145979613   1.649175722    1.418535867    0.04308118305  0.8367988358   0.9436278416   1.138649588    
208      I1         1.124056614    4.405322966    0.4367642042   7.13699363     1.772698782    0.0684235601   0.1055720617   0.7581185426   0.1758094425   1.049025395    
209      I1         2.242088596    3.398219087    0.2724680051   4.385849245    1.554041627    0.3071230386   0.03749183454  0.1146147597   0.9913975585   1.388763081    
210      I1         2.120646476    4.105508484    0.420406943    3.858926126    2.613664428    1.617013795    0.1217383955   0.3461790545   0.6806126964   0.2602293503   
211      I1         2.58843912     4.051475994    0.6588747364   5.551266989    2.478401537    2.085900255    0.005446207663 0.0972415849   0.5977768444   0.4115545179   
212      I1         1.75919981     4.212617102    0.5129094329   8.435953095    3.276464541    2.815735903    0.07919428837  0.4082196819   0.5068727397   0.3235985458   
213      I1         1.506686259    3.568702518    0.8615087911   5.197905472    1.830520305    1.144369178    0.04554967447  0.9728938665   0.6119270564   1.265029596    
214      I1         2.047496987    2.992132212    0.4518221431   2.004962762    2.65008772     2.291725214    0.006088196049 0.1326695454   0.1708451812   0.2635075478   
215      I1         1.950014581    4.390829881    0.0410973      3.026589051    1.381958552    0.6937720412   0.0696907222   0.939575259    0.7425374525   1.568457398    
216      I1         1.631479492    3.120052013    0.5854480101   0.1386105809   3.205502032    0.6028517103   0.1164302559   0.7041448014   0.4113652747   0.5964150506   
217      I1         1.262511647    3.718143008    0.3318330314   4.356625167    1.051082731    2.733758634    0.08588854384  0.911184993    1.04842779     1.741568097    
218      I1         1.969443469    3.073276905    0.01914181588  6.810519594    3.376384291    0.3428430264   0.1082844461   0.02130646738  0.118567577    0.7231269576   
219      I1         1.930764125    3.49614958     0.8975694465   1.296819446    1.693852907    1.672257695    0.0991543026   0.8921790215   0.1436728383   1.443400634    
220      I1         2.024356168    2.781749931    0.3707704154   2.119467852    2.677141229    2.185054212    0.06648024578  0.9513452918   0.7834017063   0.4748075094   
221      I1         2.581864559    3.250364477    0.9609391812   3.740235331    1.498037827    0.3179425899   0.002764105817 0.8789870336   0.1618954136   1.809752977    
222      I1         1.731569625    3.222474213    0.9486400733   4.944730647    3.227917831    1.026246283    0.08255454558  0.3882991492   1.136682478    0.5794107266   
223      I1         1.209466336    3.00061826     0.03702500014  9.336760321    2.989464185    1.774446812    0.1493936339   0.9813130388   0.2467321695   0.9206455191   
224      I1         2.483188645    2.549476557    0.01096722084  6.17371461     3.060915399    1.79248387     0.09683683881  0.5682068052   0.1279729862   0.3284797959   
225      I1         1.326381695    3.381479204    0.7784345942   2.368790368    1.232927153    2.525969756    0.03276470079  0.5974711431   1.09279643     1.685000339    
226      I1         1.270248705    3.754640545    0.4302310682   3.330466053    1.850548838    1.064937181    0.1157933329   0.1475546986   0.4729105468   0.7108909506   
227      I1         1.724984263    3.147787021    0.9571056477   0.2471027414   1.65885405     2.880275581    0.01094030814  0.6603336486   0.2043119256   1.543478744    
228      I1         1.005267824    4.329415751    0.3182065859   3.237467964    1.12836244     0.5726606654   0.02570619579  0.7507595366   0.1496119964   1.672499536    
229      I1         1.905255055    4.114596837    0.3645190706   8.850027941    2.344634375    2.045497295    0.07458020485  0.4383971186   0.6722296516   0.3498420745   
230      I1         2.656310536    3.073491358    0.6701648046   8.370694267    2.978344882    0.03056785033  0.01380381433  0.02392432088  1.034716517    0.2505220863   
231      I1         1.93714383     3.500850289    0.6976976822   3.057794173    2.789223225    0.1025208663   0.04422439376  0.7553280167   0.4375631096   0.4494656115   
232      I1         1.705887567    3.882876357    0.7513061837   1.697965596    1.418313228    2.641953581    0.03320550532  0.8295657846   0.7389822754   1.617335732    
233      I1         1.147936518    3.325932068    0.7347131634   3.653321701    2.89194969     0.9107280868   0.004779192958 0.2102925261   0.2516787663   0.6502931408   
234      I1         2.152181115    3.620247636    0.2100086081   9.558525774    1.701845824    1.908977151    0.05086975087  0.4478988496   0.4288503002   1.131705436    
235      I1         1.826024947    4.238652031    0.8883672173   3.870790833    3.050593053    0.07826459706  0.01636706472  0.048856968    0.6222467991   0.4112105728   
236      I1         2.458476031    4.220899615    0.6035682808   2.60429237     2.205922223    1.452736487    0.128321734    0.06151024498  0.07678404345  0.5984860866   
237      I1         2.274434238    2.79992798     0.05017522815  1.66206463     2.193889339    0.9549404686   0.05584114343  0.642025131    0.9564499909   0.5544070016   
238      I1         1.58841181     2.751589613    0.1212022547   2.422169915    2.522986541    0.7739220284   0.1393489929   0.5959057594   0.7575295312   0.3476574359   
239      I1         2.576269462    2.937303238    0.8293473716   7.597962029    2.500565311    2.584485906    0.1114727629   0.184581916    0.3142729987   0.443292773    
240      I1         2.218732135    3.344407996    0.9517507719   8.936535391    3.104595831    1.87760889     0.1182758909   0.2792558501   0.1400420993   0.3947793864   
241      I1         2.292116285    3.109110906    0.7444982186   7.206321713    1.598984007    0.4478079514   0.1457168708   0.957564639    0.2824201393   1.590773049    
242      I1         2.264016217    3.295103189    0.5243620839   6.12550125     1.193691687    0.3920191389   0.1368455382   0.6941519091   0.638686548    2.025988019    
243      I1         1.329635181    3.214191618    0.2826624194   8.284955499    1.845566438    2.557235965    0.05295079616  0.6899033841   0.7967303243   0.7132083128   
244      I1         1.644514978    3.115081163    0.8757972593   6.314711872    2.306169751    1.968725252    0.09627992821  0.9334278124   0.9865431024   0.8252453079   
245      I1         1.257062834    4.468769744    0.4146187188   4.573291518    1.491200356    0.9277984407   0.04397785621  0.6060899049   0.3003147161   1.228645351    
246      I1         2.541418893    4.084743197    0.6623060668   7.373662739    1.431307669    2.418369112    0.07727847399  0.6809743128   0.3921685958   1.729980901    
247      I1         2.106987481    2.812355381    0.3915069734   8.573507468    1.884912074    1.868758684    0.136419412    0.1765773355   0.2281261947   0.7974343591   
248      I1         2.560860465    3.443673481    0.3106671615   5.89654224     1.163049099    0.1125485507   0.02763311256  0.3846876517   0.009037418199 2.103836334    
249      I1         1.472482956    3.307925728    0.09433955728  1.81257532     2.187171299    0.2597685281   0.02094499778  0.3569436783   0.08236969445  0.5027681244   
250      I1         1.693121143    4.35731709     0.06535929282  5.448511551    1.003893925    2.95442006     0.09590888954  0.7946835326   1.013185501    1.827130082    
251      I1         2.257081237    3.192119739    0.2884011027   5.085836127    1.739699897    2.191489839    0.07676183645  0.01688892971  0.5206413131   1.038097855    
252      I1         2.21752088     3.330417623    0.8386562516   2.701212951    1.343599194    0.4248659025   0.1141919901   0.6301692914   0.7536698135   1.889283236    
253      I1         1.495748023    3.901700714    0.6766322016   8.788631933    3.473081087    2.154686661    0.05008414034  0.555145962    0.1471440601   0.4083237894   
254      I1         1.06004142     3.871192114    0.2621772818   8.749204652    1.171425871    0.9325462475   0.009344382287 0.5649607762   0.1675310482   1.509895473    
255      I1         1.61770235     3.783744893    0.5148475791   6.461216928    2.129330124    2.856386784    0.1482598959   0.3127430557   0.2871249423   0.4835018758   
256      I1         1.6989671      3.607466472    0.07309836296  7.071226522    1.215000009    2.176902932    0.09489257025  0.3736165629   0.1917855583   1.535627596    
257      I1         1.954082153    2.886667382    0.01532336792  7.737792291    1.259666949    1.643819406    0.007217440345 0.004016522457 0.516639844    1.589915216    
258      I1         2.322287052    3.866116323    0.7163051823   0.9593261186   3.429298578    0.7142410113   0.08988929137  0.1041108143   1.007369403    0.2707148463   
259      I1         2.179476688    4.423873866    0.4849303703   2.553458432    2.42140412     0.6844135726   0.004064029231 0.5184448463   0.6843949975   0.4166488847   
260      I1         2.192923017    3.685852099    0.7479797478   3.167342921    1.994259935    0.4797401925   0.02742633453  0.4736569038   0.1720610363   0.9544841903   
261      I1         1.593689946    3.970689271    0.7211783123   1.167673099    2.000992086    2.220477582    0.1446931738   0.07273465153  0.3301457229   0.689903959    
262      I1         1.197608997    3.403105877    0.4326552684   6.301441424    1.322212992    2.020288247    0.09155887809  0.4700071392   0.6745841804   1.285403728    
263      I1         1.752531105    2.512574508    0.1926842945   8.669905264    2.162010487    2.996998327    0.02943106394  0.5818888578   0.9345297818   0.4197823996   
264      I1         1.578950539    4.493602656    0.1203424319   4.073278636    3.085206026    2.409107881    0.05192451004  0.8338688038   0.4191135787   0.3494354887   
265      I1         1.682175143    2.731863508    0.8413093938   5.127866693    2.07809845     1.056264736    0.1053034207   0.839459707    0.7147251777   0.951115269    
266      I1         2.401964074    4.126800681    0.4040675495   8.731854044    3.290292393    1.398754242    0.1108306007   0.5237127343   0.5537449382   0.3185645923   
267      I1         1.09845222     4.092156454    0.1937842831   7.906744585    2.722218755    0.7925340574   0.02126082258  0.131565413    0.9787325014   0.6136390414   
268      I1         1.480591073    2.572877885    0.415143026    1.769414299    1.088493048    1.50666141     0.07093832522  0.1696826347   0.4972441885   1.704391842    
269      I1         2.359968719    3.818600949    0.226241653    8.476879288    1.250377748    2.354071449    0.1296365363   0.04525412923  0.9201719565   1.809568772    
270      I1         1.886805977    2.792870019    0.3373714494   4.135522521    2.388953899    1.825624117    0.06174915419  0.6579385868   0.5442120328   0.381977604    
271      I1         2.061125029    4.058214104    0.5821217126   4.830118738    2.105967358    0.1534479042   0.1003988223   0.8724596727   1.081416069    0.7557909676   
272      I1         1.882398971    2.772620829    0.816280494    1.619183891    3.36549056     0.4837980556   0.077672568    0.2453856119   0.2619837604   0.3376084083   
273      I1         1.293718556    2.684915637    0.5576689306   7.465140334    2.818463437    1.352429296    0.06391649303  0.001669500595 0.9122439624   0.4484101119   
274      I1         2.308771412    3.263008308    0.346439444    3.100769735    1.221372547    0.8112910144   0.08465261809  0.7327871282   0.5394998615   2.01765644     
275      I1         1.090234516    2.88572284     0.1339379517   9.124406446    1.201612547    0.3859473957   0.07102518839  0.1907387744   0.9833734904   1.253240857    
276      I1         1.467501262    4.169463359    0.4810012562   9.357582849    3.495797662    2.808181421    0.05435387762  0.223760902    0.03398914591  0.4399447351   
277      I1         1.54149263     3.17860536     0.2846092456   2.630568476    2.115564427    2.43624943     0.03072973543  0.05280713151  0.1881148458   0.4842045534   
278      I1         1.287468238    2.857393439    0.8990153957   6.769619037    2.803990828    0.598009624    0.09220557665  0.5513681537   0.6612759316   0.8408178842   
279      I1         2.374256652    4.463382181    0.8208800235   6.239655006    1.591183241    1.731797325    0.120419034    0.3415694521   0.3492408977   1.412014738    
280      I1         1.143318514    3.34712382     0.7147995907   2.652348399    1.565704583    1.525212205    0.0311459075   0.4549708023   0.02472143555  1.294253354    
281      I1         1.309835618    4.371217077    0.3617229176   5.596082035    3.452431817    0.1600413116   0.1206360834   0.7315527128   1.067023267    0.4065861229   
282      I1         1.419191177    3.129712463    0.6084472201   9.711192326    3.072333524    1.256811856    0.04158747441  0.4234953171   0.8869827928   0.4001309082   
283      I1         2.159552999    4.416630332    0.246853168    0.5863888467   1.047151721    1.42469947     0.1173736155   0.2159190955   0.3221490155   1.933531717    
284      I1         2.611398778    2.833115262    0.7373419219   0.3991321436   2.834014717    1.788387284    0.1272246371   0.8163273068   0.8762577033   0.4794342454   
285      I1         1.807474017    3.711987165    0.3424440375   6.151271188    1.284197725    0.9665697972   0.04276484928  0.7702330092   0.1322552959   1.747332236    
286      I1         2.648251375    2.842019916    0.2530511585   0.6072840908   1.944380043    2.318685694    0.1122863934   0.2385205776   0.4583132736   1.030726368    
287      I1         1.844801891    3.305604417    0.3040124925   2.96306762     2.413884859    0.6116120079   0.1094759222   0.9844048211   0.01602746123  0.7806690311   
288      I1         2.39721588     2.900110274    0.6064335867   1.043329762    2.118460741    0.9442110338   0.003903155023 0.4055661217   0.5095228022   0.8549670896   
289      I1         1.460345995    4.125273371    0.1464908311   0.9466208609   1.746690328    0.8296961844   0.08342655688  0.9537770543   0.677278843    1.182846078    
290      I1         1.035159175    3.478475825    0.1717239359   8.344831779    2.736792525    1.484701313    0.01833573221  0.8573625138   0.8080638836   0.6488654105   
291      I1         1.219434217    3.705198187    0.8905910108   2.197027371    2.917941484    1.837911998    0.1193087063   0.3213900088   1.121365524    0.7630829803   
292      I1         1.798367723    3.921315166    0.1177187429   7.577552967    2.966218213    0.1946785742   0.1277342745   0.1854114789   0.4485554708   0.547273621    
293      I1         2.52491466     2.592265989    0.9375802072   4.300063791    1.358549377    1.55159541     0.1487569962   0.06935359414  0.05819895349  1.975170314    
294      I1         1.201486251    3.05196134     0.7832098883   6.886137169    2.90700152     1.934349709    0.1339448981   0.3520808461   1.024957354    0.5625057757   
295      I1         2.412625696    3.316462098    0.2920256757   3.806226184    2.708222162    2.929566737    0.03819066617  0.5501575542   0.2181939342   0.2122635785   
296      I1         2.471193562    2.865786394    0.09540675286  1.36328288     2.579102672    1.116302786    0.03174583157  0.8486351142   1.102690908    0.3852963041   
297      I1         1.801323509    2.599698232    0.8812576073   2.109461332    3.126281054    1.954016678    0.03209816459  0.8472865735   0.9955426773   0.6090132194   
298      I1         2.601462023    3.435141085    0.2229116651   2.233874507    2.026400103    1.661015932    0.1414414443   0.9870738789   0.8793173553   1.092737351    
299      I1         1.6059263      4.076230638    0.641496781    3.171506859    1.280921583    2.391003601    0.04727191486  0.729240524    0.7045546013   1.661369987    
300      I1         1.054015108    2.629395046    0.8322045175   8.21236354     1.928845776    0.5326143292   0.0122890695   0.677725256    0.1228446193   1.226041311    
301      I1         2.458641975    2.512345679    0.5483950617   5.538888889    2.867283951    2.981481481    0.06759259259  0.3361111111   0.007074074074 0.2177482929   
302      I1         2.62654321     2.512345679    0.330617284    6.272222222    3.114197531    2.981481481    0.06944444444  0.7883333333   1.138925926    0.2954367481   
303      I1         2.668518519    4.487654321    0.3548148148   6.638888889    2.805555556    2.981481481    0.09907407407  0.5438888889   0.007074074074 0.2300657013   
304      I1         2.437654321    3.154320988    0.3427160494   5.661111111    2.836419753    0.01851851852  0.04907407407  0.5438888889   0.007074074074 0.2162162267   
305      I1         2.353703704    2.512345679    0.6088888889   5.05           2.959876543    0.01851851852  0.04351851852  0.3361111111   1.138925926    0.224531396    
306      I1         2.311728395    3.845679012    0.7540740741   4.805555556    2.898148148    2.981481481    0.07685185185  0.09166666667  0.007074074074 0.2047647985   
307      I1         2.311728395    2.858024691    0.3427160494   4.561111111    2.774691358    2.981481481    0.1175925926   0.5805555556   0.007074074074 0.2084203998   
308      I1         2.689506173    4.487654321    0.6451851852   8.838888889    3.021604938    0.01851851852  0.1064814815   0.6661111111   1.138925926    0.2866616859   
309      I1         2.521604938    4.487654321    0.5604938272   5.661111111    3.484567901    2.981481481    0.04907407407  0.6172222222   0.007074074074 0.2707441249   
310      I1         2.269753086    2.512345679    0.7056790123   1.75           3.175925926    2.981481481    0.03425925926  0.1405555556   1.138925926    0.2380922675   
311      I1         2.290740741    3.37654321     0.6209876543   5.172222222    2.805555556    2.981481481    0.04907407407  0.3361111111   0.007074074074 0.208523671    
312      I1         2.668518519    3.154320988    0.3427160494   3.338888889    2.959876543    2.981481481    0.04907407407  0.6538888889   0.007074074074 0.2221817477   
313      I1         2.206790123    2.512345679    0.5967901235   5.661111111    2.774691358    2.981481481    0.04907407407  0.3361111111   1.138925926    0.2271764759   
314      I1         2.14382716     2.709876543    0.1975308642   7.738888889    3.484567901    0.01851851852  0.1009259259   0.7272222222   0.007074074074 0.2471808712   
315      I1         2.689506173    3.154320988    0.584691358    9.938888889    3.052469136    2.981481481    0.1342592593   0.6661111111   0.007074074074 0.2581859411   
316      I1         2.689506173    2.512345679    0.6209876543   4.927777778    3.484567901    0.01851851852  0.1342592593   0.4827777778   0.3749259259   0.3071711667   
317      I1         2.14382716     2.512345679    0.6814814815   3.461111111    3.453703704    2.981481481    0.04907407407  0.1894444444   0.2617407407   0.2466392012   
318      I1         2.290740741    2.932098765    0.7177777778   2.238888889    2.990740741    2.981481481    0.04722222222  0.1894444444   0.007074074074 0.2086737513   
319      I1         2.269753086    2.512345679    0.5483950617   5.416666667    2.836419753    1.018518519    0.03425925926  0.3361111111   0.007074074074 0.2183842102   
320      I1         2.206790123    2.512345679    0.5967901235   2.361111111    3.484567901    2.981481481    0.01574074074  0.385          1.138925926    0.2750314366   
321      I1         2.437654321    2.512345679    0.584691358    8.105555556    3.175925926    0.01851851852  0.1342592593   0.7272222222   1.138925926    0.2883191429   
322      I1         2.206790123    2.512345679    0.3427160494   2.361111111    2.774691358    2.981481481    0.04907407407  0.6172222222   1.138925926    0.2446501652   
323      I1         2.353703704    4.487654321    0.7540740741   3.338888889    2.836419753    0.01851851852  0.1157407407   0.1772222222   0.007074074074 0.2237715664   
324      I1         2.332716049    4.487654321    0.6330864198   6.638888889    2.74382716     0.01851851852  0.1490740741   0.3361111111   0.007074074074 0.2352443606   
325      I1         2.332716049    4.487654321    0.8266666667   2.361111111    3.114197531    2.981481481    0.112037037    0.1894444444   0.007074074074 0.2171457283   
326      I1         2.395679012    3.154320988    0.5483950617   9.938888889    2.774691358    0.01851851852  0.04907407407  0.3361111111   1.138925926    0.2450274902   
327      I1         2.374691358    3.104938272    0.669382716    6.638888889    2.836419753    0.01851851852  0.0287037037   0.06722222222  0.007074074074 0.2187905444   
328      I1         2.395679012    3.154320988    0.5483950617   3.705555556    2.805555556    0.9814814815   0.1009259259   0.3361111111   0.007074074074 0.2102131328   
329      I1         2.290740741    2.512345679    0.5967901235   2.238888889    2.959876543    0.01851851852  0.01574074074  0.1405555556   0.007074074074 0.2204023682   
330      I1         2.647530864    3.154320988    0.6572839506   3.338888889    2.959876543    0.01851851852  0.04907407407  0.3361111111   0.007074074074 0.2297001062   
331      I1         2.458641975    3.154320988    0.3427160494   3.827777778    2.774691358    1.981481481    0.08240740741  0.5316666667   0.007074074074 0.2105424993   
332      I1         2.521604938    3.154320988    0.7298765432   4.438888889    2.959876543    2.981481481    0.1083333333   0.2261111111   1.025740741    0.2135898896   
333      I1         2.689506173    3.154320988    0.4516049383   6.638888889    3.422839506    0.01851851852  0.01574074074  0.6538888889   0.7569259259   0.3070046252   
334      I1         2.332716049    3.154320988    0.6814814815   4.561111111    2.867283951    2.981481481    0.1009259259   0.2138888889   0.007074074074 0.2063479186   
335      I1         2.689506173    4.487654321    0.3427160494   2.238888889    2.836419753    0.01851851852  0.04907407407  0.5072222222   0.007074074074 0.2211734755   
336      I1         2.353703704    3.845679012    0.6330864198   2.238888889    2.867283951    0.01851851852  0.04907407407  0.3361111111   0.007074074074 0.2152220234   
337      I1         2.689506173    4.487654321    0.3427160494   5.294444444    2.990740741    0.01851851852  0.04907407407  0.6416666667   0.007074074074 0.239612915    
338      I1         2.584567901    3.154320988    0.7782716049   6.638888889    2.959876543    2.981481481    0.04907407407  0.1772222222   0.3749259259   0.2231945371   
339      I1         1.829012346    3.154320988    0.3427160494   8.35           3.361111111    0.01851851852  0.1009259259   0.6416666667   0.007074074074 0.2669556981   
340      I1         2.353703704    2.858024691    0.5483950617   4.927777778    2.836419753    2.981481481    0.1009259259   0.4461111111   0.4315185185   0.2079811244   
341      I1         2.521604938    3.154320988    0.6572839506   4.561111111    3.052469136    2.981481481    0.08981481481  0.4461111111   0.3749259259   0.221015173    
342      I1         2.437654321    3.845679012    0.7782716049   2.238888889    2.959876543    0.01851851852  0.1009259259   0.1772222222   1.025740741    0.2301882348   
343      I1         2.62654321     4.487654321    0.3427160494   3.094444444    2.836419753    0.01851851852  0.1490740741   0.6172222222   1.11062963     0.2413232608   
344      I1         2.689506173    4.487654321    0.5604938272   2.238888889    3.484567901    0.01851851852  0.1490740741   0.5316666667   1.138925926    0.3460883439   
345      I1         2.353703704    3.12962963     0.5483950617   4.561111111    2.805555556    0.01851851852  0.1009259259   0.3361111111   0.3749259259   0.2149419946   
346      I1         2.332716049    2.932098765    0.5483950617   2.238888889    2.805555556    2.981481481    0.04907407407  0.3483333333   0.007074074074 0.2102102344   
347      I1         2.311728395    2.512345679    0.3427160494   5.661111111    2.805555556    2.981481481    0.04537037037  0.5438888889   0.007074074074 0.2173777133   
348      I1         2.353703704    4.290123457    0.7782716049   3.338888889    2.959876543    0.9814814815   0.03240740741  0.1038888889   0.007074074074 0.2190695393   
349      I1         2.14382716     2.512345679    0.5604938272   2.361111111    3.484567901    0.01851851852  0.0009259259259 0.3361111111   0.007074074074 0.238442777    
350      I1         2.14382716     3.154320988    0.07654320988  5.172222222    3.484567901    2.981481481    0.1009259259   0.7761111111   0.007074074074 0.2386229148   
351      I1         2.353703704    3.154320988    0.1128395062   3.827777778    2.774691358    2.981481481    0.1009259259   0.6661111111   0.007074074074 0.2114959906   
352      I1         2.374691358    2.709876543    0.5604938272   2.238888889    2.959876543    0.01851851852  0.0009259259259 0.3361111111   0.007074074074 0.2254447989   
353      I1         2.122839506    3.154320988    0.4758024691   9.938888889    2.712962963    2.981481481    0.1490740741   0.4461111111   0.007074074074 0.2531836633   
354      I1         2.122839506    3.154320988    0.5241975309   5.783333333    2.774691358    0.9814814815   0.1490740741   0.5316666667   1.138925926    0.2422268421   
355      I1         2.689506173    4.487654321    0.3427160494   5.905555556    2.774691358    0.01851851852  0.04907407407  0.5316666667   1.138925926    0.2460128957   
356      I1         2.14382716     4.487654321    0.5604938272   6.638888889    3.422839506    0.01851851852  0.0009259259259 0.6538888889   1.138925926    0.2570140587   
357      I1         2.437654321    3.845679012    0.3427160494   3.95           2.712962963    0.01851851852  0.04907407407  0.385          0.007074074074 0.21746605     
358      I1         2.542592593    3.845679012    0.5483950617   4.561111111    2.898148148    0.9814814815   0.04907407407  0.4583333333   0.2475925926   0.2169898036   
359      I1         2.689506173    2.512345679    0.3427160494   5.294444444    2.959876543    0.01851851852  0.09722222222  0.5927777778   0.007074074074 0.2442324225   
360      I1         2.14382716     4.487654321    0.6330864198   2.238888889    3.484567901    0.9814814815   0.05092592593  0.3361111111   0.007074074074 0.2311830817   
361      I1         2.395679012    4.487654321    0.6572839506   2.116666667    3.021604938    0.3148148148   0.09537037037  0.3361111111   0.007074074074 0.2180279707   
362      I1         2.14382716     3.154320988    0.07654320988  6.761111111    3.206790123    0.01851851852  0.0009259259259 0.715          0.007074074074 0.2307167515   
363      I1         2.14382716     2.512345679    0.3427160494   4.561111111    3.484567901    0.01851851852  0.05092592593  0.5561111111   0.007074074074 0.2450461486   
364      I1         2.437654321    2.512345679    0.5362962963   6.638888889    3.083333333    0.01851851852  0.0787037037   0.605          0.007074074074 0.2447905565   
365      I1         1.954938272    4.487654321    0.3427160494   7.005555556    3.484567901    0.09259259259  0.0009259259259 0.6538888889   0.007074074074 0.2476176592   
366      I1         2.14382716     2.709876543    0.5967901235   0.1611111111   3.391975309    0.01851851852  0.06759259259  0.1283333333   0.007074074074 0.3340904763   
367      I1         2.14382716     2.512345679    0.05234567901  4.072222222    2.867283951    0.01851851852  0.04907407407  0.6661111111   0.007074074074 0.2247952997   
368      I1         2.437654321    2.512345679    0.7056790123   3.338888889    2.959876543    0.9814814815   0.01574074074  0.1161111111   0.8842592593   0.2211619633   
369      I1         1.933950617    2.512345679    0.5483950617   5.538888889    3.484567901    0.01851851852  0.0009259259259 0.3361111111   0.7710740741   0.250130845    
370      I1         2.689506173    2.512345679    0.3427160494   8.838888889    2.805555556    0.01851851852  0.0009259259259 0.3361111111   0.7710740741   0.2591080491   
371      I1         2.332716049    2.512345679    0.6935802469   3.338888889    3.484567901    0.01851851852  0.0009259259259 0.1894444444   1.138925926    0.2458094653   
372      I1         2.374691358    3.154320988    0.7298765432   2.85           3.052469136    0.9814814815   0.04907407407  0.2261111111   0.7710740741   0.2178638286   
373      I1         2.605555556    4.487654321    0.6572839506   1.138888889    2.959876543    0.9814814815   0.04907407407  0.4461111111   0.007074074074 0.2576266763   
374      I1         2.47962963     4.487654321    0.3427160494   3.461111111    2.805555556    0.01851851852  0.09907407407  0.5072222222   0.007074074074 0.2144344273   
375      I1         2.689506173    3.820987654    0.4516049383   4.438888889    2.959876543    0.01851851852  0.09907407407  0.4827777778   0.007074074074 0.2387440979   
376      I1         2.122839506    4.487654321    0.3427160494   9.938888889    2.805555556    0.01851851852  0.03981481481  0.5316666667   0.007074074074 0.2493740086   
377      I1         2.122839506    4.487654321    0.6572839506   4.438888889    3.484567901    0.01851851852  0.0009259259259 0.3361111111   0.007074074074 0.2253063059   
378      I1         2.14382716     4.487654321    0.07654320988  7.861111111    3.453703704    0.01851851852  0.03796296296  0.8005555556   0.3749259259   0.2528263725   
379      I1         2.038888889    4.487654321    0.6209876543   3.461111111    3.299382716    0.01851851852  0.0009259259259 0.3361111111   0.007074074074 0.2299230783   
380      I1         2.101851852    4.487654321    0.6330864198   6.761111111    3.484567901    0.01851851852  0.1175925926   0.4461111111   0.007074074074 0.2377753423   
381      I1         2.14382716     2.512345679    0.1249382716   6.761111111    3.453703704    0.01851851852  0.03425925926  0.7394444444   0.3749259259   0.2499190552   
382      I1         2.14382716     4.487654321    0.01604938272  8.961111111    2.836419753    0.01851851852  0.04907407407  0.6783333333   0.007074074074 0.2495458425   
383      I1         2.521604938    3.845679012    0.1612345679   9.938888889    2.959876543    0.9814814815   0.04907407407  0.7761111111   0.007074074074 0.2525430427   
384      I1         2.122839506    4.487654321    0.6088888889   5.661111111    2.990740741    0.01851851852  0.1342592593   0.4461111111   0.007074074074 0.2280755171   
385      I1         1.870987654    2.512345679    0.6572839506   6.761111111    3.453703704    0.01851851852  0.0009259259259 0.1038888889   0.007074074074 0.2591630503   
386      I1         1.912962963    2.512345679    0.5483950617   4.438888889    3.299382716    0.01851851852  0.0009259259259 0.275          0.007074074074 0.2492119075   
387      I1         2.47962963     2.932098765    0.2217283951   5.783333333    2.959876543    2.981481481    0.1175925926   0.7761111111   0.1202592593   0.2179280645   
388      I1         2.416666667    3.154320988    0.7782716049   3.216666667    2.959876543    2.981481481    0.04907407407  0.1038888889   0.3749259259   0.2024576719   
389      I1         2.437654321    3.154320988    0.7782716049   2.238888889    2.959876543    2.981481481    0.03240740741  0.1894444444   0.3466296296   0.2106877914   
