%eval_id interface log__t_efold_shallow log__t_efold_soil f_exfiltration_shallow PDD_melt_factor baseflow_Q     neg_kge        
69       I1         0.6363943388   1.823230549    0.03187726387  3.366227821    0.1277645106   0.4733165605   
70       I1         1.225710618    2.493927199    0.2846092456   4.233359989    0.1061894489   0.4917503888   
71       I1         0.7579706501   1.952210491    0.7685437061   9.810060082    0.0535698567   0.9903860704   
72       I1         0.9621420747   1.100195685    0.6692030079   4.43687179     0.2049866595   0.3412863488   
73       I1         1.578140663    1.51774427     0.1609239027   6.239655006    0.1355196149   0.5207835371   
74       I1         1.131380639    1.580142564    0.8208800235   6.414013601    0.2851661149   0.3153065653   
75       I1         0.4240566145   2.112643846    0.5206531373   7.118624855    0.04679873835  0.9700157664   
76       I1         1.670202853    1.783104062    0.1409515811   0.2099850582   0.2213190567   0.6665403122   
77       I1         1.505239601    2.51442489     0.5365189733   2.701212951    0.2525514997   0.5092595565   
78       I1         0.3177406747   2.267059179    0.8905910108   8.244461875    0.02656470569  1.60549082     
79       I1         1.492923017    2.397986451    0.2668311274   5.820875969    0.2066662506   0.6353128353   
80       I1         1.815934321    1.987294004    0.1926842945   3.653321701    0.0004672709655 1.206879114    
81       I1         0.9537959759   1.022174469    0.9609391812   3.740235331    0.06118594352  0.9465694106   
82       I1         1.324356168    2.288418569    0.2433909221   6.301441424    0.1394412585   0.5212079531   
83       I1         1.857817526    1.749257324    0.7293746783   6.382399742    0.1193111923   0.5093371708   
84       I1         1.933004722    2.091183159    0.04564759294  2.630568476    0.1658444886   0.8572691075   
85       I1         0.9314794921   1.664203842    0.01914181588  2.852261451    0.2333932804   0.4463329611   
86       I1         0.6729906473   2.623360368    0.8431180264   7.425548685    0.003111295437 1.988816154    
87       I1         1.987353195    2.50296565     0.2787708775   0.7804949908   0.06085494759  0.7799231893   
88       I1         1.583172998    1.359935892    0.784607915    0.6924157453   0.2034785166   0.3566479534   
89       I1         1.085592975    1.558553607    0.3040124925   3.167342921    0.2400930832   0.3307107736   
