%eval_id interface log__t_efold_shallow log__t_efold_soil f_exfiltration_shallow PDD_melt_factor baseflow_Q     neg_kge        
305      I1         0.8452903521   1.986031093    0.505974699    3.198559671    0.2199588477   0.2598906073   
306      I1         0.6773891175   1.755426002    0.409035208    1.197736626    0.2247599451   0.2586302367   
307      I1         1.149222679    2.037334248    0.7361499771   0.1007544582   0.2141975309   0.312747337    
308      I1         0.7955418381   1.755426002    0.4941746685   2.003497942    0.2334019204   0.2570127431   
309      I1         0.6776482244   1.944833105    0.4663923182   0.4644032922   0.2334019204   0.2756888384   
310      I1         1.169433013    1.567055327    0.771998171    9.999245542    0.2195473251   0.3080872722   
311      I1         1.321010517    1.000129553    0.8813351623   9.997736626    0.2999314129   0.3654309359   
312      I1         1.209853681    1.000129553    0.5748331047   9.997736626    0.2999314129   0.36959088     
313      I1         1.244314891    2.69961134     0.9897759488   3.275514403    0.2334019204   0.2838286059   
314      I1         0.44652492     1.189277549    0.1594421582   2.297736626    0.2666438043   0.2989307701   
315      I1         1.299245542    1.000129553    0.9897759488   9.997736626    0.251920439    0.3132498325   
316      I1         1.221513489    1.000129553    0.8808870599   2.85           0.2999314129   0.3297990019   
317      I1         0.3003886603   1.364174668    0.2087334248   9.999245542    0.2281893004   0.3052970757   
318      I1         1.244055784    1.000129553    0.9897759488   3.397736626    0.2482167353   0.2854263733   
319      I1         1.244055784    1.000129553    0.9897759488   0.1022633745   0.2693415638   0.3378850272   
320      I1         1.265820759    1.000129553    0.868340192    5.602263374    0.2681069959   0.3037978984   
321      I1         1.118907179    2.321833562    0.8085932023   3.402263374    0.2390260631   0.267159736    
322      I1         0.4434156379   1.377648224    0.2123182442   6.702263374    0.2375171468   0.2831873975   
323      I1         1.244055784    2.699870447    0.9897759488   0.1022633745   0.2822359396   0.3445044845   
324      I1         1.093255601    1.000129553    0.8199451303   2.107613169    0.2567215364   0.3039211464   
325      I1         1.222290809    2.699870447    0.5542203932   0.8310699588   0.1615226337   0.3512954901   
326      I1         0.8033150434   2.69961134     0.6631092821   9.997736626    0.2999771376   0.3747221342   
327      I1         0.4892775492   2.699870447    0.4457796068   9.997736626    0.2111796982   0.3768607578   
328      I1         0.3003886603   2.699870447    0.5112025606   9.997736626    0.287037037    0.4517088824   
329      I1         1.292249657    2.132944673    0.9899253163   9.997736626    0.2999314129   0.3571913613   
330      I1         1.270484682    1.755944216    0.9899253163   9.997736626    0.2490397805   0.3117077408   
331      I1         1.336556927    2.69961134     0.9899253163   9.997736626    0.2334019204   0.3086643187   
332      I1         1.367649749    2.699870447    0.9897759488   9.997736626    0.2793552812   0.3418463453   
333      I1         1.055944216    2.69961134     0.7939551898   9.999245542    0.2516460905   0.308997025    
334      I1         1.055944216    1.00038866     0.4457796068   9.999245542    0.2334019204   0.3270768849   
335      I1         1.055944216    2.699870447    0.6187471422   9.997736626    0.1628943759   0.3552099927   
336      I1         1.085482396    2.322610882    0.6631092821   3.402263374    0.1999771376   0.2749387122   
337      I1         0.3003886603   1.567055327    0.3373388203   9.999245542    0.2542524005   0.3191550306   
338      I1         1.158550526    2.132944673    0.8383173297   9.999245542    0.2753772291   0.3248857528   
339      I1         0.7831047096   2.69961134     0.6232281664   1.890329218    0.2999771376   0.3375722282   
340      I1         0.8662780064   2.69961134     0.6632586496   2.121193416    0.2602880658   0.2862213408   
341      I1         1.244055784    1.567055327    0.9899253163   6.702263374    0.2170781893   0.3039445645   
342      I1         0.3003886603   2.69961134     0.4578783722   0.4644032922   0.2999771376   0.4154051898   
343      I1         0.741129401    1.00038866     0.1912574303   1.564403292    0.2999771376   0.3534894375   
344      I1         0.3415866484   1.566537113    0.2154549611   2.696090535    0.2165294925   0.2677722102   
345      I1         0.3003886603   1.356401463    0.03397347965  0.1022633745   0.2000228624   0.3652599932   
346      I1         0.8665371132   2.280635574    0.6631092821   1.197736626    0.2667352538   0.2830027704   
347      I1         1.055944216    1.566278006    0.6796890718   3.400754458    0.2453360768   0.2720879304   
348      I1         0.3001295534   1.217261088    0.01022405121  1.197736626    0.2530178326   0.3105929176   
349      I1         0.4255372657   1.545290352    0.227703094    2.836419753    0.2334019204   0.2648396352   
350      I1         1.244055784    1.567055327    0.9899253163   6.702263374    0.2554869684   0.2975874159   
351      I1         1.181870142    1.567055327    0.6635573845   9.999245542    0.2554869684   0.3186733484   
%eval_id interface log__t_efold_shallow log__t_efold_soil f_exfiltration_shallow PDD_melt_factor baseflow_Q     neg_kge        
352      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.2203703704   0.2565053351   
353      I1         1.003630544    1.959602195    0.4995518976   2.299245542    0.2203703704   0.2731768096   
354      I1         0.8336305441   2.129602195    0.4995518976   2.299245542    0.2203703704   0.261488874    
355      I1         0.8336305441   1.959602195    0.5975518976   2.299245542    0.2203703704   0.2660756457   
356      I1         0.8336305441   1.959602195    0.4995518976   3.289245542    0.2203703704   0.2598330899   
357      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.2503703704   0.2692012952   
358      I1         0.6636305441   1.959602195    0.4995518976   2.299245542    0.2203703704   0.2657652975   
359      I1         0.8336305441   1.789602195    0.4995518976   2.299245542    0.2203703704   0.2578920026   
360      I1         0.8336305441   1.959602195    0.4015518976   2.299245542    0.2203703704   0.2751353737   
361      I1         0.8336305441   1.959602195    0.4995518976   1.309245542    0.2203703704   0.2575514123   
362      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.1903703704   0.2776730616   
363      I1         0.9186305441   1.959602195    0.4995518976   2.299245542    0.2203703704   0.2616910035   
364      I1         0.8336305441   2.044602195    0.4995518976   2.299245542    0.2203703704   0.2580732646   
365      I1         0.8336305441   1.959602195    0.5485518976   2.299245542    0.2203703704   0.2576200879   
366      I1         0.8336305441   1.959602195    0.4995518976   2.794245542    0.2203703704   0.2581648095   
367      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.2353703704   0.2592068461   
368      I1         0.7486305441   1.959602195    0.4995518976   2.299245542    0.2203703704   0.2578693435   
369      I1         0.8336305441   1.874602195    0.4995518976   2.299245542    0.2203703704   0.2563776509   
370      I1         0.8336305441   1.959602195    0.4505518976   2.299245542    0.2203703704   0.2619748377   
371      I1         0.8336305441   1.959602195    0.4995518976   1.804245542    0.2203703704   0.2559701784   
372      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.2053703704   0.2625542705   
373      I1         0.8761305441   1.959602195    0.4995518976   2.299245542    0.2203703704   0.2582833339   
374      I1         0.8336305441   2.002102195    0.4995518976   2.299245542    0.2203703704   0.2569703997   
375      I1         0.8336305441   1.959602195    0.5240518976   2.299245542    0.2203703704   0.2561902927   
376      I1         0.8336305441   1.959602195    0.4995518976   2.546745542    0.2203703704   0.2572905636   
377      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.2278703704   0.2568315299   
378      I1         0.7911305441   1.959602195    0.4995518976   2.299245542    0.2203703704   0.2563420964   
379      I1         0.8336305441   1.917102195    0.4995518976   2.299245542    0.2203703704   0.2562391246   
380      I1         0.8336305441   1.959602195    0.4750518976   2.299245542    0.2203703704   0.2584385257   
381      I1         0.8336305441   1.959602195    0.4995518976   2.051745542    0.2203703704   0.256026981    
382      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.2128703704   0.2583866396   
383      I1         0.8548805441   1.959602195    0.4995518976   2.299245542    0.2203703704   0.2572126691   
384      I1         0.8336305441   1.980852195    0.4995518976   2.299245542    0.2203703704   0.2567087989   
385      I1         0.8336305441   1.959602195    0.5118018976   2.299245542    0.2203703704   0.2561275976   
386      I1         0.8336305441   1.959602195    0.4995518976   2.422995542    0.2203703704   0.2568739568   
387      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.2241203704   0.256400686    
388      I1         0.8123805441   1.959602195    0.4995518976   2.299245542    0.2203703704   0.2562180335   
389      I1         0.8336305441   1.938352195    0.4995518976   2.299245542    0.2203703704   0.256349754    
390      I1         0.8336305441   1.959602195    0.4873018976   2.299245542    0.2203703704   0.2573032143   
391      I1         0.8336305441   1.959602195    0.4995518976   2.175495542    0.2203703704   0.2562143689   
392      I1         0.8336305441   1.959602195    0.4995518976   2.299245542    0.2166203704   0.2571631398   
393      I1         0.8548805441   1.959602195    0.5118018976   2.299245542    0.2203703704   0.2564634575   
394      I1         0.8336305441   1.980852195    0.5118018976   2.299245542    0.2203703704   0.2562334092   
395      I1         0.8336305441   1.959602195    0.5118018976   2.422995542    0.2203703704   0.2564500711   
396      I1         0.8336305441   1.959602195    0.5118018976   2.299245542    0.2241203704   0.2557971158   
397      I1         0.8123805441   1.959602195    0.5118018976   2.299245542    0.2203703704   0.2562185546   
398      I1         0.8336305441   1.938352195    0.5118018976   2.299245542    0.2203703704   0.2560857132   
399      I1         0.8336305441   1.959602195    0.5118018976   2.175495542    0.2203703704   0.2558496314   
400      I1         0.8336305441   1.959602195    0.5118018976   2.299245542    0.2166203704   0.2570140014   
401      I1         0.8548805441   1.959602195    0.5118018976   2.299245542    0.2241203704   0.2563053823   
402      I1         0.8336305441   1.980852195    0.5118018976   2.299245542    0.2241203704   0.2559995157   
403      I1         0.8336305441   1.959602195    0.5240518976   2.299245542    0.2241203704   0.2556290161   
404      I1         0.8336305441   1.959602195    0.5118018976   2.422995542    0.2241203704   0.2561327731   
405      I1         0.8336305441   1.959602195    0.5118018976   2.299245542    0.2278703704   0.2560074387   
406      I1         0.8123805441   1.959602195    0.5118018976   2.299245542    0.2241203704   0.2557144632   
407      I1         0.8336305441   1.938352195    0.5118018976   2.299245542    0.2241203704   0.2556527783   
408      I1         0.8336305441   1.959602195    0.5118018976   2.175495542    0.2241203704   0.255505773    
409      I1         0.8548805441   1.959602195    0.5118018976   2.175495542    0.2241203704   0.2560160895   
410      I1         0.8336305441   1.980852195    0.5118018976   2.175495542    0.2241203704   0.2557030638   
411      I1         0.8336305441   1.959602195    0.5240518976   2.175495542    0.2241203704   0.2553936466   
412      I1         0.8336305441   1.959602195    0.5118018976   2.175495542    0.2278703704   0.2557047308   
413      I1         0.8123805441   1.959602195    0.5118018976   2.175495542    0.2241203704   0.2554404518   
414      I1         0.8336305441   1.938352195    0.5118018976   2.175495542    0.2241203704   0.2553950869   
415      I1         0.8336305441   1.959602195    0.4995518976   2.175495542    0.2241203704   0.2560971455   
416      I1         0.8336305441   1.959602195    0.5118018976   2.051745542    0.2241203704   0.2553076346   
417      I1         0.8548805441   1.959602195    0.5118018976   2.051745542    0.2241203704   0.2558300967   
418      I1         0.8336305441   1.980852195    0.5118018976   2.051745542    0.2241203704   0.2555099563   
419      I1         0.8336305441   1.959602195    0.5240518976   2.051745542    0.2241203704   0.2552013251   
420      I1         0.8336305441   1.959602195    0.5118018976   2.051745542    0.2278703704   0.2554954559   
421      I1         0.8123805441   1.959602195    0.5118018976   2.051745542    0.2241203704   0.2552318992   
422      I1         0.8336305441   1.938352195    0.5118018976   2.051745542    0.2241203704   0.2551963054   
423      I1         0.8336305441   1.959602195    0.4995518976   2.051745542    0.2241203704   0.2558972546   
424      I1         0.8336305441   1.959602195    0.5118018976   1.927995542    0.2241203704   0.2552333579   
425      I1         0.8336305441   1.959602195    0.5118018976   2.051745542    0.2203703704   0.2556645208   
426      I1         0.8442555441   1.959602195    0.5118018976   2.051745542    0.2241203704   0.2555228401   
427      I1         0.8336305441   1.970227195    0.5118018976   2.051745542    0.2241203704   0.2554125564   
428      I1         0.8336305441   1.959602195    0.5179268976   2.051745542    0.2241203704   0.2551862047   
429      I1         0.8336305441   1.959602195    0.5118018976   2.113620542    0.2241203704   0.255396587    
430      I1         0.8336305441   1.959602195    0.5118018976   2.051745542    0.2259953704   0.255334585    
431      I1         0.8230055441   1.959602195    0.5118018976   2.051745542    0.2241203704   0.2552075605   
432      I1         0.8336305441   1.948977195    0.5118018976   2.051745542    0.2241203704   0.2552390165   
433      I1         0.8336305441   1.959602195    0.5056768976   2.051745542    0.2241203704   0.2555575038   
434      I1         0.8336305441   1.959602195    0.5118018976   1.989870542    0.2241203704   0.2552536686   
435      I1         0.8336305441   1.959602195    0.5118018976   2.051745542    0.2222453704   0.255416939    
436      I1         0.8442555441   1.959602195    0.5179268976   2.051745542    0.2241203704   0.2552874921   
437      I1         0.8336305441   1.970227195    0.5179268976   2.051745542    0.2241203704   0.2552357653   
438      I1         0.8336305441   1.959602195    0.5240518976   2.051745542    0.2241203704   0.2552013251   
439      I1         0.8336305441   1.959602195    0.5179268976   2.113620542    0.2241203704   0.255276239    
440      I1         0.8336305441   1.959602195    0.5179268976   2.051745542    0.2259953704   0.2551563832   
441      I1         0.8230055441   1.959602195    0.5179268976   2.051745542    0.2241203704   0.2552066502   
442      I1         0.8336305441   1.948977195    0.5179268976   2.051745542    0.2241203704   0.2551648773   
443      I1         0.8336305441   1.959602195    0.5179268976   1.989870542    0.2241203704   0.2551311306   
444      I1         0.8336305441   1.959602195    0.5179268976   2.051745542    0.2222453704   0.2553527978   
445      I1         0.8442555441   1.959602195    0.5179268976   1.989870542    0.2241203704   0.2552362615   
446      I1         0.8336305441   1.970227195    0.5179268976   1.989870542    0.2241203704   0.2551835175   
447      I1         0.8336305441   1.959602195    0.5240518976   1.989870542    0.2241203704   0.2551493501   
448      I1         0.8336305441   1.959602195    0.5179268976   1.989870542    0.2259953704   0.2550981156   
449      I1         0.8230055441   1.959602195    0.5179268976   1.989870542    0.2241203704   0.2551517222   
450      I1         0.8336305441   1.948977195    0.5179268976   1.989870542    0.2241203704   0.2551110093   
451      I1         0.8336305441   1.959602195    0.5179268976   1.927995542    0.2241203704   0.2551132079   
452      I1         0.8336305441   1.959602195    0.5179268976   1.989870542    0.2222453704   0.2553011396   
453      I1         0.8389430441   1.959602195    0.5179268976   1.989870542    0.2241203704   0.2551671782   
454      I1         0.8336305441   1.964914695    0.5179268976   1.989870542    0.2241203704   0.255152445    
455      I1         0.8336305441   1.959602195    0.5209893976   1.989870542    0.2241203704   0.2551250458   
456      I1         0.8336305441   1.959602195    0.5179268976   2.020808042    0.2241203704   0.2551527289   
457      I1         0.8336305441   1.959602195    0.5179268976   1.989870542    0.2250578704   0.255097627    
458      I1         0.8283180441   1.959602195    0.5179268976   1.989870542    0.2241203704   0.2551259167   
459      I1         0.8336305441   1.954289695    0.5179268976   1.989870542    0.2241203704   0.2551191372   
460      I1         0.8336305441   1.959602195    0.5148643976   1.989870542    0.2241203704   0.255174524    
461      I1         0.8336305441   1.959602195    0.5179268976   1.958933042    0.2241203704   0.255121002    
462      I1         0.8336305441   1.959602195    0.5179268976   1.989870542    0.2231828704   0.2551988876   
463      I1         0.8389430441   1.959602195    0.5179268976   1.989870542    0.2250578704   0.2551446256   
464      I1         0.8336305441   1.964914695    0.5179268976   1.989870542    0.2250578704   0.2551250557   
465      I1         0.8336305441   1.959602195    0.5209893976   1.989870542    0.2250578704   0.2550769771   
466      I1         0.8336305441   1.959602195    0.5179268976   2.020808042    0.2250578704   0.2551200678   
467      I1         0.8336305441   1.959602195    0.5179268976   1.989870542    0.2259953704   0.2550981156   
468      I1         0.8283180441   1.959602195    0.5179268976   1.989870542    0.2250578704   0.2550813452   
469      I1         0.8336305441   1.954289695    0.5179268976   1.989870542    0.2250578704   0.2550793182   
470      I1         0.8336305441   1.959602195    0.5148643976   1.989870542    0.2250578704   0.2551553418   
471      I1         0.8336305441   1.959602195    0.5179268976   1.958933042    0.2250578704   0.2550866066   
472      I1         0.8389430441   1.959602195    0.5209893976   1.989870542    0.2250578704   0.2550925508   
473      I1         0.8336305441   1.964914695    0.5209893976   1.989870542    0.2250578704   0.2550883314   
474      I1         0.8336305441   1.959602195    0.5240518976   1.989870542    0.2250578704   0.2550866397   
475      I1         0.8336305441   1.959602195    0.5209893976   2.020808042    0.2250578704   0.2550988451   
476      I1         0.8336305441   1.959602195    0.5209893976   1.989870542    0.2259953704   0.2550629662   
477      I1         0.8283180441   1.959602195    0.5209893976   1.989870542    0.2250578704   0.2550896963   
478      I1         0.8336305441   1.954289695    0.5209893976   1.989870542    0.2250578704   0.2550671327   
479      I1         0.8336305441   1.959602195    0.5209893976   1.958933042    0.2250578704   0.255066427    
480      I1         0.8389430441   1.959602195    0.5209893976   1.989870542    0.2259953704   0.255089687    
481      I1         0.8336305441   1.964914695    0.5209893976   1.989870542    0.2259953704   0.2550805616   
482      I1         0.8336305441   1.959602195    0.5240518976   1.989870542    0.2259953704   0.2550580468   
483      I1         0.8336305441   1.959602195    0.5209893976   2.020808042    0.2259953704   0.25508565     
484      I1         0.8336305441   1.959602195    0.5209893976   1.989870542    0.2269328704   0.2550827424   
485      I1         0.8283180441   1.959602195    0.5209893976   1.989870542    0.2259953704   0.2550645276   
486      I1         0.8336305441   1.954289695    0.5209893976   1.989870542    0.2259953704   0.2550468381   
487      I1         0.8336305441   1.959602195    0.5209893976   1.958933042    0.2259953704   0.2550515451   
488      I1         0.8389430441   1.954289695    0.5209893976   1.989870542    0.2259953704   0.2550699507   
489      I1         0.8336305441   1.954289695    0.5240518976   1.989870542    0.2259953704   0.2550525942   
490      I1         0.8336305441   1.954289695    0.5209893976   2.020808042    0.2259953704   0.2550688998   
491      I1         0.8336305441   1.954289695    0.5209893976   1.989870542    0.2269328704   0.2550603743   
492      I1         0.8283180441   1.954289695    0.5209893976   1.989870542    0.2259953704   0.2550534627   
493      I1         0.8336305441   1.948977195    0.5209893976   1.989870542    0.2259953704   0.2550380551   
494      I1         0.8336305441   1.954289695    0.5179268976   1.989870542    0.2259953704   0.2550735329   
495      I1         0.8336305441   1.954289695    0.5209893976   1.958933042    0.2259953704   0.2550360363   
496      I1         0.8442555441   1.954289695    0.5209893976   1.958933042    0.2259953704   0.2551126585   
497      I1         0.8336305441   1.964914695    0.5209893976   1.958933042    0.2259953704   0.2550689701   
498      I1         0.8336305441   1.954289695    0.5271143976   1.958933042    0.2259953704   0.2550655736   
499      I1         0.8336305441   1.954289695    0.5209893976   1.958933042    0.2278703704   0.2550949756   
500      I1         0.8230055441   1.954289695    0.5209893976   1.958933042    0.2259953704   0.2550628961   
501      I1         0.8336305441   1.943664695    0.5209893976   1.958933042    0.2259953704   0.2550187931   
502      I1         0.8336305441   1.954289695    0.5148643976   1.958933042    0.2259953704   0.2551196602   
503      I1         0.8336305441   1.954289695    0.5209893976   1.897058042    0.2259953704   0.2550278575   
504      I1         0.8336305441   1.954289695    0.5209893976   1.958933042    0.2241203704   0.2551125112   
505      I1         0.8389430441   1.954289695    0.5209893976   1.958933042    0.2259953704   0.2550585401   
506      I1         0.8336305441   1.954289695    0.5240518976   1.958933042    0.2259953704   0.2550433149   
507      I1         0.8336305441   1.954289695    0.5209893976   1.958933042    0.2269328704   0.2550487193   
508      I1         0.8283180441   1.954289695    0.5209893976   1.958933042    0.2259953704   0.2550422182   
509      I1         0.8336305441   1.948977195    0.5209893976   1.958933042    0.2259953704   0.2550268796   
510      I1         0.8336305441   1.954289695    0.5179268976   1.958933042    0.2259953704   0.2550614435   
511      I1         0.8336305441   1.954289695    0.5209893976   1.927995542    0.2259953704   0.2550281121   
512      I1         0.8336305441   1.954289695    0.5209893976   1.958933042    0.2250578704   0.2550572116   
513      I1         0.8362867941   1.954289695    0.5209893976   1.958933042    0.2259953704   0.2550446002   
514      I1         0.8336305441   1.956945945    0.5209893976   1.958933042    0.2259953704   0.255044173    
515      I1         0.8336305441   1.954289695    0.5225206476   1.958933042    0.2259953704   0.2550353591   
516      I1         0.8336305441   1.954289695    0.5209893976   1.974401792    0.2259953704   0.2550402087   
517      I1         0.8336305441   1.954289695    0.5209893976   1.958933042    0.2264641204   0.2550381628   
518      I1         0.8309742941   1.954289695    0.5209893976   1.958933042    0.2259953704   0.2550367146   
519      I1         0.8336305441   1.951633445    0.5209893976   1.958933042    0.2259953704   0.255030022    
520      I1         0.8336305441   1.954289695    0.5194581476   1.958933042    0.2259953704   0.2550458204   
521      I1         0.8336305441   1.954289695    0.5209893976   1.943464292    0.2259953704   0.2550323719   
522      I1         0.8336305441   1.954289695    0.5209893976   1.958933042    0.2255266204   0.2550423746   
523      I1         0.8362867941   1.951633445    0.5209893976   1.958933042    0.2259953704   0.2550357962   
524      I1         0.8336305441   1.951633445    0.5225206476   1.958933042    0.2259953704   0.255033181    
525      I1         0.8336305441   1.951633445    0.5209893976   1.974401792    0.2259953704   0.2550342504   
526      I1         0.8336305441   1.951633445    0.5209893976   1.958933042    0.2264641204   0.2550305729   
527      I1         0.8309742941   1.951633445    0.5209893976   1.958933042    0.2259953704   0.2550332437   
528      I1         0.8336305441   1.951633445    0.5194581476   1.958933042    0.2259953704   0.2550362955   
529      I1         0.8336305441   1.951633445    0.5209893976   1.943464292    0.2259953704   0.255026322    
530      I1         0.8336305441   1.951633445    0.5209893976   1.958933042    0.2255266204   0.2550379414   
531      I1         0.8362867941   1.951633445    0.5209893976   1.943464292    0.2259953704   0.2550321187   
532      I1         0.8336305441   1.951633445    0.5225206476   1.943464292    0.2259953704   0.2550295714   
533      I1         0.8336305441   1.951633445    0.5209893976   1.943464292    0.2264641204   0.2550266518   
534      I1         0.8309742941   1.951633445    0.5209893976   1.943464292    0.2259953704   0.2550294186   
535      I1         0.8336305441   1.948977195    0.5209893976   1.943464292    0.2259953704   0.2550230806   
536      I1         0.8336305441   1.951633445    0.5194581476   1.943464292    0.2259953704   0.2550324682   
537      I1         0.8336305441   1.951633445    0.5209893976   1.927995542    0.2259953704   0.2550221858   
538      I1         0.8336305441   1.951633445    0.5209893976   1.943464292    0.2255266204   0.2550344658   
539      I1         0.8362867941   1.951633445    0.5209893976   1.927995542    0.2259953704   0.2550278863   
540      I1         0.8336305441   1.954289695    0.5209893976   1.927995542    0.2259953704   0.2550281121   
541      I1         0.8336305441   1.951633445    0.5225206476   1.927995542    0.2259953704   0.2550258205   
542      I1         0.8336305441   1.951633445    0.5209893976   1.927995542    0.2264641204   0.2550223005   
543      I1         0.8309742941   1.951633445    0.5209893976   1.927995542    0.2259953704   0.2550253685   
544      I1         0.8336305441   1.948977195    0.5209893976   1.927995542    0.2259953704   0.255019091    
545      I1         0.8336305441   1.951633445    0.5194581476   1.927995542    0.2259953704   0.2550280035   
546      I1         0.8336305441   1.951633445    0.5209893976   1.912526792    0.2259953704   0.2550202142   
547      I1         0.8336305441   1.951633445    0.5209893976   1.927995542    0.2255266204   0.2550305482   
548      I1         0.8362867941   1.948977195    0.5209893976   1.927995542    0.2259953704   0.2550218531   
549      I1         0.8336305441   1.948977195    0.5225206476   1.927995542    0.2259953704   0.2550230997   
550      I1         0.8336305441   1.948977195    0.5209893976   1.927995542    0.2264641204   0.2550176067   
551      I1         0.8309742941   1.948977195    0.5209893976   1.927995542    0.2259953704   0.2550243863   
552      I1         0.8336305441   1.946320945    0.5209893976   1.927995542    0.2259953704   0.2550188173   
553      I1         0.8336305441   1.948977195    0.5194581476   1.927995542    0.2259953704   0.2550206208   
554      I1         0.8336305441   1.948977195    0.5209893976   1.912526792    0.2259953704   0.2550170624   
555      I1         0.8336305441   1.948977195    0.5209893976   1.927995542    0.2255266204   0.2550290577   
