%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__fdd_threshold snow_insulation_k neg_kge        
36       I1         0.5625116465   2.024418459    3.839459706    0.2053694139   0.1081480773   5.385674145    0.2760762866   0.0871281042   1.310373571    
37       I1         1.79550917     2.444789642    2.885188013    0.7262102806   0.5927817656   3.347979457    0.8900685746   0.02977245737  1.296535841    
38       I1         1.51752088     2.572289077    3.735029668    0.6478459703   0.537096675    1.323055332    2.736910765    0.1423598877   1.211673979    
39       I1         0.8239859326   2.180520308    4.328839539    0.9664733799   0.7618330616   9.391928479    1.142120043    0.09268999003  2.193643954    
40       I1         0.4360475337   2.27527896     3.703694044    0.8487916483   0.7449829453   5.451772094    1.166910396    0.04458410244  2.405969976    
41       I1         1.395449208    1.290716929    3.229890596    0.1985720714   0.6802152624   4.217818408    1.527801111    0.0002529546357 1.602429528    
42       I1         1.141522265    1.930591487    2.797400905    0.4094759667   0.2271843178   4.529884387    0.7715029838   0.1390121954   1.464808117    
43       I1         1.361125029    2.035421557    2.681218689    0.307045893    0.8689908005   4.126543821    0.1736406476   0.02731091458  1.540488222    
44       I1         1.326528753    2.559012186    2.863239585    0.1603838599   0.9087467498   7.21046598     2.809444702    0.1377489606   0.9369534376   
45       I1         0.9080263691   2.007974284    3.042674409    0.3091048798   0.4753711493   9.36699869     2.65208089     0.1231832723   1.191248838    
46       I1         1.892783879    1.607062876    2.915172285    0.6177638289   0.4273640679   4.45813412     1.577793398    0.09052593078  1.208248188    
47       I1         1.381827444    2.309147292    4.177968403    0.1752551528   0.3073840553   5.484717207    2.434767911    0.02342939592  0.5722865619   
48       I1         1.444278275    1.090187553    3.306796818    0.6465402684   0.8537564426   1.683142635    0.6641101064   0.09610087258  1.732349095    
49       I1         1.953548078    2.594591468    3.526345781    0.2366521052   0.2751800928   5.618450393    2.766775179    0.05175294729  0.8435990078   
50       I1         0.4057035626   1.248939516    4.153250314    0.07083899011  0.4360470655   5.939641469    0.7638133234   0.012938783    2.062636176    
51       I1         0.9657950803   1.213851171    3.992164059    0.4496035419   0.3509214385   6.61131203     0.6765196184   0.07630263641  1.831125504    
52       I1         1.221021649    1.855932989    2.752934595    0.1339867501   0.9023741      7.427576021    2.45649262     0.03510037557  1.508569725    
53       I1         1.205255055    2.186006007    2.725188637    0.4528106755   0.9224487796   2.908796736    1.221526973    0.0658613731   1.591380275    
54       I1         1.628908169    2.306006852    2.510864016    0.1911231965   0.06784710513  8.264963864    1.186216058    0.1161062427   1.145373025    
55       I1         1.026046435    2.074017228    4.053596237    0.7827888579   0.6270359666   7.952141837    0.02520256267  0.1366896919   1.942143035    
56       I1         0.8313026433   2.493927199    3.27268924     0.6948103972   0.4617170534   7.105306752    0.121763921    0.1450855514   2.006550774    
57       I1         1.488799289    2.318754595    2.955537223    0.07903790755  0.871363053    4.60317251     2.175543378    0.1307452222   1.099794763    
58       I1         0.6558687647   2.364682212    3.223508307    0.06864317479  0.8469582789   0.3582731703   2.073993922    0.09488914473  1.148489592    
59       I1         0.6881199015   1.637809805    3.920708269    0.01128075689  0.01152641849  2.212150905    0.999927641    0.04555724425  0.7570616173   
60       I1         1.915915018    2.381482366    3.771107536    0.1241161824   0.3850713039   9.583711601    2.328605118    0.1460048506   0.9336715335   
61       I1         1.216061424    2.204138346    3.571354347    0.7782062663   0.6953665752   9.218734886    1.480537636    0.1491522456   1.808708616    
62       I1         1.505239601    1.846727143    3.27858566     0.3534372038   0.04468927487  2.631645173    2.938218601    0.06516090887  0.6457801221   
63       I1         0.5144262091   2.689725624    2.741246095    0.9575132077   0.8629435835   9.006293536    0.4844247353   0.08268209967  2.403194783    
64       I1         1.88843912     1.47684756     3.282973026    0.4844471541   0.8928641198   6.124559585    2.592730726    0.0135134567   1.344567938    
65       I1         0.6158441461   2.6877406      3.979006456    0.6890713407   0.2176088771   2.571069128    0.7192227618   0.1406262523   2.144422748    
66       I1         0.39845222     2.673454282    3.217801873    0.594645732    0.3027026087   2.389447736    0.6552940158   0.1437611241   2.201182797    
67       I1         1.324356168    2.282828503    3.140613029    0.9105767505   0.6084285145   1.905774743    2.773276552    0.1061822672   1.791711118    
68       I1         1.112249205    2.232347639    3.711363838    0.1423160262   0.7943040718   3.161734854    2.412721669    0.1066886063   0.9304048913   
69       I1         0.7856290043   2.095049203    2.996022772    0.1397966434   0.807958624    3.506294406    2.646035071    0.09548019567  1.136366103    
70       I1         1.13489634     1.201716412    4.266933182    0.152770079    0.3787398946   5.308717337    0.1089241533   0.05736759     1.186756908    
71       I1         0.4552595495   2.664262274    4.382333396    0.5950280336   0.964709477    0.5941868708   0.9779617414   0.0854061307   2.174407162    
72       I1         1.622287052    1.794869922    4.222988627    0.7390744977   0.941542642    2.28079469     1.087077552    0.08156963308  1.572863912    
73       I1         1.937686949    1.684763754    3.075562603    0.7968582963   0.220584488    3.465457878    2.814000028    0.1137514449   1.153820739    
74       I1         1.618362611    1.222511354    2.719834169    0.3027917464   0.9527122088   1.57776624     1.811241974    0.1051745317   1.609825043    
75       I1         1.406987481    1.328667274    4.460416691    0.588488354    0.4302886432   1.28832285     2.165688921    0.03492587567  1.541692909    
76       I1         1.921550885    2.462764673    4.311366217    0.5112211774   0.2819903394   9.082364385    0.529926467    0.08654852679  0.5871119188   
77       I1         1.931563387    2.61158016     3.64216882     0.1060554789   0.4123488404   6.850141074    1.097941292    0.09811672409  0.9425383139   
78       I1         1.024984263    1.772829532    4.191135207    0.9125552918   0.8350015658   4.166339747    1.076951973    0.007754395599 2.028643251    
79       I1         0.8789505393   2.103964652    2.824612651    0.5617577824   0.08285317218  5.436145523    2.300469598    0.1223930743   1.651578627    
80       I1         1.764753117    1.754827795    3.516151248    0.4342557839   0.7707287291   4.956372551    1.925598564    0.1229408023   1.265586158    
81       I1         0.9059262998   1.950323918    4.04804838     0.5475402506   0.813832477    7.899259404    1.319112818    0.06816205034  1.892401565    
82       I1         1.740831827    2.499003633    4.415591986    0.3617429562   0.1739787854   7.534625544    0.2672086657   0.03983068847  0.5414289186   
83       I1         0.3351591749   1.705854979    3.45754666     0.3297835083   0.4827215116   0.1383557627   2.2779584      0.1340964609   1.594604717    
84       I1         0.6677877611   2.436423644    4.068233866    0.03599679946  0.6720925495   5.044471134    1.983086052    0.05286737815  0.9109458674   
85       I1         0.4240566145   1.605384842    3.667595332    0.5353698492   0.2087928288   8.799554718    1.151288035    0.005450755143 2.257222909    
86       I1         1.962053355    2.653075503    2.789409178    0.6853682706   0.5312512202   2.089410644    2.583776224    0.008001080532 1.083781046    
87       I1         1.182398971    1.661443372    2.621126085    0.9308505921   0.6208331469   7.256774185    0.1332352735   0.1236859556   1.928361967    
88       I1         0.7957480231   1.173806576    2.972977533    0.127562032    0.9584592573   3.251303546    1.385009744    0.1486837938   1.973220834    
89       I1         0.5702487049   1.675837711    4.446948188    0.8096779854   0.653742217    6.983470842    1.042364317    0.1015110234   2.294858449    
90       I1         1.162721522    1.475532227    3.496524632    0.2011009297   0.8435021733   4.715888998    0.07806310046  0.05136966188  1.726116525    
91       I1         1.040563043    1.81166574     3.537894867    0.4895793974   0.07391524674  2.653942694    2.428998184    0.1256917855   1.233031279    
92       I1         0.600299416    2.171886984    4.006081118    0.8583340564   0.4484366104   9.174741589    2.554685489    0.07855224944  2.257742813    
93       I1         0.6401521459   2.480325566    4.125732872    0.4085227492   0.7289337692   3.614292698    1.116822869    0.06684404514  1.862334341    
94       I1         1.645442561    1.386281804    4.489577456    0.03765811168  0.2464161253   6.634035164    2.122740425    0.07305031055  0.8427490791   
95       I1         1.107474017    1.563813263    4.278076749    0.3136359659   0.2935083771   5.275197541    2.283839803    0.131653252    0.4489475811   
96       I1         1.670202853    2.50296565     3.968111588    0.5377850523   0.827400762    2.183137175    1.448950676    0.03802958748  1.232482548    
97       I1         0.4304851418   2.668874854    4.012869763    0.7660642874   0.1214055083   7.187073331    2.831746868    0.008543433097 2.309925288    
98       I1         1.126024947    2.564005466    4.43791119     0.8608480364   0.1505513559   4.727184153    0.05528211635  0.01517061853  1.924825756    
99       I1         0.6098356177   2.455724537    2.888551602    0.0903694521   0.5788924596   5.774861325    0.1171709464   0.06084452873  1.589511905    
100      I1         1.690483718    1.522818988    3.481052509    0.9169635703   0.685109752    1.059934205    1.234983084    0.07176619755  1.586111701    
101      I1         1.266159008    1.535255594    3.178457219    0.7643935641   0.7841465648   0.6063780837   0.4089704549   0.0856001176   1.82757454     
102      I1         1.578140663    1.783104062    3.54214926     0.8392264346   0.7054546704   6.710055755    0.5693354812   0.00632673342  1.650266041    
103      I1         0.4737196634   1.740200609    4.340212492    0.6817590328   0.633732568    9.767570232    1.874902371    0.03091458979  2.290767737    
104      I1         1.382954783    1.029610094    2.628772169    0.2944660222   0.09677803858  3.289680331    1.374682286    0.004826404837 1.420783678    
105      I1         0.8352697815   2.215010462    3.764382356    0.3908718751   0.5857182627   7.772486148    2.965197919    0.1096532556   1.307479056    
106      I1         0.9621420747   2.538197415    3.349998568    0.3579996258   0.2375262317   5.736727176    2.333969627    0.03136666695  1.326337821    
107      I1         1.225710618    1.963526746    3.59973603     0.989453186    0.607010724    8.654259139    2.857293454    0.05828600784  1.928337471    
108      I1         0.4976089969   1.987294004    4.20024087     0.07396129374  0.3931840479   6.409110143    2.498217762    0.08609194018  0.5937785556   
109      I1         1.422242053    1.259956569    3.530301182    0.2099069187   0.7659888071   2.999869278    0.7292408204   0.02518197987  1.610778229    
110      I1         1.72488636     1.576814556    3.357614425    0.9358103204   0.4473012554   9.548449799    2.099299549    0.08411302455  1.568369885    
111      I1         1.564016217    2.129963821    4.284302384    0.5279734897   0.6156617733   7.662693208    1.278329861    0.04349394595  1.337045515    
112      I1         0.7113794074   1.850722746    2.693563229    0.3832702037   0.9310201391   1.957400108    2.880324012    0.01473357347  1.688933653    
113      I1         1.600285292    1.995419009    3.859167714    0.3334357705   0.9190928976   3.991173488    2.461026005    0.08990175059  1.24747921     
114      I1         0.3830346702   1.116056146    4.374703127    0.7772854328   0.836560833    2.946877912    1.963900448    0.06211122234  2.390047517    
115      I1         0.9445149779   1.299671974    2.549313107    0.1094647061   0.9267890524   7.751662791    2.975139923    0.07935041428  1.768970747    
116      I1         1.701964074    1.303784423    2.737443737    0.9197970148   0.9713532722   8.751343945    0.6145947086   0.05556433279  1.613749691    
117      I1         1.230764125    1.643923416    4.077979364    0.06021600091  0.9379771955   7.15887715     2.52247277     0.1116211901   1.540909467    
118      I1         0.3177406747   1.717746796    3.21120112     0.03961106068  0.739563675    0.4383188587   2.365517818    0.1010513002   1.302451886    
119      I1         1.665250111    2.013724513    3.33756519     0.1350522446   0.8969460614   7.407846489    0.4711582756   0.119433557    1.328947288    
120      I1         0.4792202012   2.51442489     4.08083248     0.7502022129   0.03575032858  2.505893795    2.231213606    0.1348549898   2.232154343    
121      I1         0.408544849    1.96163696     2.518656767    0.09506460568  0.6674393617   5.133200276    1.029585083    0.1321908595   1.728602719    
122      I1         0.4175703839   1.382261558    4.413056666    0.9711978667   0.7807575394   6.440097854    2.379123475    0.1331798536   2.456612913    
123      I1         1.269443469    1.457724002    2.57275019     0.768180211    0.3251547208   3.013930012    2.928120589    0.1271908647   1.703327021    
124      I1         1.098367723    2.680127378    2.906036344    0.1861942359   0.08592714136  4.884283603    2.86679589     0.07509980373  0.7015038011   
125      I1         0.9931211435   2.600075591    3.998975956    0.4563962076   0.7065786773   8.569121207    2.386174126    0.1104909885   1.350300514    
126      I1         0.9821751427   1.588301778    3.13492306     0.2345873294   0.5424318474   6.296109337    2.408380679    0.05764192863  1.353737416    
127      I1         1.990996676    1.41831238     4.353231216    0.5638427568   0.5132588444   3.177402617    2.138940596    0.08232010274  0.9302913035   
128      I1         1.682335925    1.823230549    3.068165516    0.02456168552  0.7113755041   4.019669975    1.717770877    0.1121178233   1.23462255     
129      I1         1.82491466     1.591783969    3.860473881    0.9063060078   0.3380955784   4.999514334    0.2188061628   0.1404543985   1.459301975    
130      I1         1.518732135    1.629118409    2.538278452    0.8532681676   0.1685791455   9.526076387    1.702158785    0.09909258809  1.647400853    
131      I1         0.973829551    1.550618968    3.325752487    0.8179985224   0.6889461185   5.682692331    0.2457813899   0.0122955328   2.032227708    
132      I1         1.708819711    1.239487442    4.028099965    0.7218329044   0.2536875913   1.149210547    2.728388239    0.01102040175  1.261707996    
133      I1         0.4433185135   1.43332527     2.641115736    0.8351751549   0.02848347457  9.990094479    1.936736776    0.04440896626  2.394884243    
134      I1         1.200518864    2.35817213     2.599265732    0.8496504772   0.01337837752  2.891081887    0.7896408734   0.06144941238  1.857150471    
135      I1         1.841418893    2.333158098    4.01903848     0.2863724592   0.9622850424   3.486612735    1.510729246    0.07429449506  1.184183825    
136      I1         1.722002096    2.161198875    3.609136604    0.1448942896   0.3148766168   7.310678901    2.907904564    0.09348076221  0.8151887739   
137      I1         1.751218561    2.555003389    2.804628639    0.4033144509   0.5846141512   4.801508251    0.04464897761  0.02291575075  1.169874861    
138      I1         1.868473146    1.952210491    4.300944502    0.2528676024   0.714725534    5.787673809    0.001945486509 0.01648820856  1.188725577    
139      I1         1.589566797    1.423331016    3.898699169    0.668142229    0.509737054    1.696533584    0.861623661    0.1335532432   1.478276358    
140      I1         1.948251375    1.880140909    4.454172702    0.5748104646   0.05394717492  1.857627286    1.953344194    0.09359025891  0.5799697549   
141      I1         1.542088596    2.201317947    2.976308004    0.1681824529   0.5109124987   8.296674237    1.900042494    0.0547689613   1.094730771    
142      I1         0.3131261282   1.231727704    3.18661111     0.6238800601   0.3414620436   3.812652926    0.9109934894   0.03271501446  2.367998661    
143      I1         1.979905971    1.806078942    2.605669016    0.7246198575   0.4707808031   9.688580275    0.8059031511   0.0799039971   1.236480407    
144      I1         1.310439953    1.487285369    2.757391787    0.4149177055   0.6568343862   6.895136135    0.8428209705   0.1468897017   1.620099969    
145      I1         1.608771412    2.226407977    3.34417956     0.6010773471   0.1250539843   0.8712048423   2.229455257    0.06642380585  1.076388638    
146      I1         1.340856682    1.236657754    4.478762658    0.4782339761   0.8500911906   2.073431759    1.668531138    0.04399668734  1.744599547    
147      I1         1.998319731    1.816862121    3.584868323    0.1569038732   0.5220185425   6.104156355    0.5705699155   0.1445116749   0.9807109234   
148      I1         0.8535962471   1.780657403    2.672121545    0.05814758281  0.6994658029   3.558779445    0.6419632918   0.1479835051   1.546577851    
149      I1         0.7603459946   1.51774427     2.808007965    0.09380691351  0.1597277525   6.688892982    2.216612014    0.04131197187  1.290771761    
150      I1         0.7805910733   2.324481988    3.951384311    0.05397155562  0.2666295428   1.544169539    1.693052362    0.07753047142  0.562393575    
151      I1         0.787877155    1.072841677    2.875069965    0.179527658    0.459415704    5.877084206    0.8844878752   0.05937264649  1.809339282    
152      I1         0.5570628343   1.034365161    2.581990262    0.4984778558   0.8223547415   4.675868525    0.3349721691   0.0210907425   2.241458964    
153      I1         0.9154537974   1.31261729     3.314757769    0.5249688643   0.7282635288   9.807148281    0.2318342026   0.1371336349   1.962326107    
154      I1         0.8066862593   2.327072205    4.497385341    0.2749906241   0.2025505396   1.20806615     2.007976445    0.06275296592  0.4288677321   
155      I1         1.479476688    1.394356037    3.20471397     0.4360845678   0.8820383405   6.266903658    1.46266037     0.07734629702  1.641299326    
156      I1         1.144801891    2.635292786    2.983373812    0.8055794563   0.03002443055  7.03016898     2.680592967    0.03789655592  1.793141334    
157      I1         1.151278613    1.614103081    4.292586158    0.9378834073   0.02603853883  1.393663158    2.189518444    0.04019933409  1.938620389    
158      I1         0.719191177    1.749257324    3.253518959    0.9315443773   0.9684807231   2.271706462    1.475561403    0.07657819137  2.241791694    
159      I1         1.574434238    2.590534515    3.006847077    0.7909367982   0.06335144982  4.247479126    1.831177562    0.1176652344   1.465672491    
160      I1         0.3107108767   1.124789684    4.105667461    0.1822568941   0.3355639597   3.302655049    0.5886212789   0.03576297756  2.107217202    
161      I1         1.428226823    1.648557062    2.941309496    0.8202279181   0.1177522271   0.5511667692   0.3805505836   0.09689002209  1.673563263    
162      I1         0.3902345162   2.530528148    3.151201792    0.2482968935   0.2999623596   1.040583558    2.488280796    0.1304707609   1.082960114    
163      I1         0.9241843732   2.607205399    3.447680515    0.3374150785   0.279182846    6.763594913    0.03178298601  0.05090217145  1.619339782    
164      I1         0.5744913194   2.644110444    2.702744019    0.4156345467   0.3741075441   0.9747690129   0.4252164516   0.06963530766  1.945049859    
165      I1         0.5303073602   2.000874494    3.260898568    0.6350235686   0.6425564559   0.6281363281   0.2219254966   0.1299034112   2.173785068    
166      I1         1.507471669    1.40414358     4.371764867    0.9033250825   0.3221937678   1.941395209    0.6913817737   0.1325113058   1.695590475    
167      I1         0.6609580598   2.372407311    4.037871506    0.282446083    0.7329755853   1.989780196    0.6006704941   0.09596376834  1.73084917     
168      I1         0.9537959759   2.165513297    3.491418829    0.6318941159   0.949165208    0.3973248431   2.027227708    0.02394938466  1.914618821    
169      I1         1.811396034    1.051939886    3.084757358    0.4631838113   0.1013074441   6.01519677     1.306434248    0.05622920748  1.086368284    
170      I1         1.674256652    1.545416253    4.406230546    0.4686115266   0.5031211313   3.105402687    1.059015923    0.1430553987   1.254884968    
171      I1         0.7357388406   2.133923259    3.326822502    0.5540566055   0.5185026592   7.585434032    2.508652819    0.0184832782   1.887024225    
172      I1         1.254082153    1.686736869    3.123302953    0.8847277457   0.5671904152   5.955674479    1.535236729    0.1351786396   1.854600755    
173      I1         1.80468192     1.181177565    2.666142613    0.2228202545   0.2877460165   8.334224322    2.254110226    0.005664626123 1.155875344    
174      I1         0.6729906473   1.442057733    3.097604414    0.6022610977   0.2602711335   8.24717916     1.997856989    0.0006085640086 2.105951494    
175      I1         0.866175135    2.353332986    4.13262006     0.9795582233   0.2098740821   1.010521473    1.868333832    0.01420292683  2.176186097    
176      I1         0.3052678245   2.578719527    3.100025495    0.6297198519   0.7516442785   9.199591692    1.28403948     0.01041320944  2.38232073     
177      I1         1.101323509    1.511267464    3.391570594    0.1134234945   0.15576903     8.703049179    1.358344629    0.09183180377  1.028043177    
178      I1         1.870099175    2.637878489    3.128993032    0.2729217598   0.4931008605   3.745943433    1.211480416    0.09201611646  0.9388014923   
179      I1         1.452181115    2.477854227    2.85479035     0.8944457742   0.2340491312   7.283779674    2.668773302    0.003624897103 1.709127743    
180      I1         0.4689079693   1.767639995    4.314317134    0.100521532    0.5760678983   7.027733153    0.7381165165   0.03870169607  1.911297267    
181      I1         1.301021493    1.322749343    4.042251232    0.5146411477   0.2448017307   2.34359497     2.786979858    0.1144436389   1.194682518    
182      I1         0.3540151082   2.288418569    3.885662293    0.507708016    0.1849948652   1.231381987    2.756828917    0.009319734087 1.993892153    
183      I1         1.860860465    1.693992783    3.910475407    0.03232881701  0.4874712745   5.814931171    0.9034729727   0.04656691204  0.7964163285   
184      I1         1.467821931    1.105283673    4.393020831    0.4223373309   0.3997498947   6.315550258    0.1614935338   0.1087267717   1.414262531    
185      I1         1.69721588     1.368306792    3.03283948     0.01761344909  0.2317561964   9.33223508     2.828828885    0.1070734229   0.8545361989   
186      I1         0.872472806    2.447268904    3.113606452    0.7047729654   0.1628758786   3.090635965    0.7512556124   0.0540823755   1.992599484    
187      I1         0.8114660747   2.660330014    2.948627563    0.6702249147   0.9142553178   0.9222992184   1.889784482    0.09130776417  1.912167461    
188      I1         1.492923017    2.694562258    3.693600047    0.2506824008   0.6796230876   8.62880349     1.735634008    0.01050812032  1.118100364    
189      I1         0.937441218    2.25008588     2.563463878    0.1033801179   0.5735897937   9.053510048    2.692178152    0.04516243601  1.012560123    
190      I1         0.7724829562   1.623563135    4.334839097    0.7994510876   0.9325752491   9.442576294    1.256549383    0.08857988384  2.16092763     
191      I1         1.557081237    1.875005895    3.788768941    0.4439054183   0.8604976298   0.3257977483   0.5485266905   0.06316804598  1.44813162     
192      I1         1.347496987    1.146068176    4.095182904    0.676848485    0.2576233267   3.876418288    0.4427522305   0.01309764807  1.721639644    
193      I1         1.052531105    1.448917371    4.237773043    0.6064637601   0.3632845532   2.456995337    1.420503768    0.03390316697  1.861823407    
194      I1         1.969316018    1.425525521    4.166435226    0.04631572826  0.06917312631  0.803349096    2.576545374    0.0551313923   1.0862958      
195      I1         1.335763744    1.338449556    3.984371269    0.4393065005   0.5642428646   3.940408519    0.1868876457   0.03186250395  1.640940414    
196      I1         0.6218146609   2.112643846    3.549718539    0.8661838949   0.5233939486   8.584118857    0.5526622512   0.03014774302  2.294452916    
197      I1         0.519434217    1.022174469    3.439605621    0.9243459712   0.6635464248   0.6846961195   1.649026708    0.06719876457  2.373139625    
198      I1         1.908649771    1.542045094    3.246093392    0.5763089343   0.9883526835   2.837997409    0.5350325543   0.1108413201   1.400160203    
199      I1         1.015064302    2.044425839    3.831236871    0.9698528934   0.1790726062   5.318249909    1.721335498    0.04257192093  2.061876396    
200      I1         0.869678216    2.407301197    2.591160766    0.2212320219   0.8581902132   2.418285222    1.780800284    0.1218032697   1.333362896    
201      I1         1.748286095    1.597078326    3.006263884    0.2089163743   0.3909964414   4.365068302    1.179332422    0.01686713527  1.151690218    
202      I1         1.373481817    2.267059179    3.639907075    0.5665403297   0.8994223175   0.5155318816   0.6349166313   0.0405659012   1.557538343    
203      I1         1.614376697    2.106105563    4.440692207    0.2257529178   0.5982216018   7.789316642    0.7095826756   0.141569001    0.6571438862   
204      I1         1.850647614    1.276145037    3.060427032    0.5227558373   0.6290082472   4.058018758    2.792727183    0.1125936828   1.194938985    
205      I1         1.836356129    1.90839714     4.145470396    0.2605007178   0.6908226698   9.893005244    2.245727868    0.09968766467  0.7000756975   
206      I1         0.3443498047   2.066444463    4.135486143    0.2398713653   0.8255057529   7.064042437    2.533277986    0.02675414175  1.710304201    
207      I1         1.171461564    1.720055247    4.180923743    0.1717771929   0.3434151444   6.216627951    2.111441234    0.08046868171  0.5141420523   
208      I1         1.131380639    1.408394001    3.961198443    0.3991976672   0.1985287257   2.025216672    0.1443488069   0.1045308158   1.500944535    
209      I1         0.7999073836   1.206270639    4.360787384    0.7740396554   0.1376139005   6.352420219    2.706239538    0.1283767536   2.030317993    
210      I1         0.6741398318   1.162088808    2.767248125    0.3205776368   0.4067010932   5.162715657    0.3113873632   0.04753997679  1.968029418    
211      I1         0.5783994492   1.138117183    3.903464658    0.0138220575   0.1952555708   3.91128993     0.3273412944   0.1157870359   0.8823477827   
212      I1         1.434442838    1.283147972    4.116854075    0.7860742005   0.1890601572   1.593846828    1.038490201    0.08354062935  1.649379143    
213      I1         0.728718011    2.148702014    4.23019236     0.2674938073   0.4780046208   1.276621057    1.269511844    0.1020713069   1.502704491    
214      I1         0.8192857502   1.340093733    3.419812513    0.3947952275   0.07719894133  6.766951214    0.9370100619   0.1484094694   1.688597567    
215      I1         1.815934321    1.461686529    4.251926883    0.3438077843   0.5544699285   8.960502068    2.478306973    0.02911006152  0.6757872564   
216      I1         0.7074897604   2.049813049    3.304219489    0.6421091236   0.1201212604   5.524604038    1.136251669    0.02010144627  2.098141611    
217      I1         0.7675012623   1.400965242    3.574528517    0.7599331456   0.8887746462   1.373626406    1.977756001    0.1385494334   2.102911064    
