%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil neg_kge        
1        I1         1.031569625    1.972364014    3.91705676     0.08187029442  0.1117894441   0.9572361427   2.287974566    2.645675003    0.4090536498   
2        I1         1.738002296    2.153882841    3.606658393    0.7426416074   0.7193760053   3.697353834    1.056579247    1.195233659    2.327811963    
3        I1         1.583172998    1.327864414    2.778552717    0.4832078674   0.0890321183   4.331382158    1.132762913    1.342279879    2.269033739    
4        I1         1.973053607    1.712391478    3.287586518    0.3240121076   0.04916239375  5.190489881    1.237292771    3.492610805    2.271073784    
5        I1         1.177159204    1.702042258    3.024145158    0.2578996488   0.4326145925   4.286154237    3.190779325    2.763348196    1.103982259    
6        I1         1.389904313    2.030189091    2.555153062    0.6602045533   0.2052308283   5.08417707     2.598481492    1.789755191    1.562233843    
7        I1         1.446335508    1.919140271    3.164319841    0.368880236    0.9170078746   0.4714102173   1.305595537    1.833699221    2.149266309    
8        I1         0.9481382881   1.975972814    2.895061716    0.7300191398   0.4387943063   9.121403494    3.17842612     1.889093046    1.89839621     
9        I1         1.459552999    1.899072277    3.742895652    0.3745234011   0.9751072237   0.1747179927   3.28839053     2.469416308    1.493320354    
10       I1         0.3237088733   2.081967787    3.401677843    0.3637232882   0.4543216541   5.656863288    2.755057012    1.361768094    2.126031782    
11       I1         1.160758497    1.914040856    3.056453917    0.3820957175   0.03786302582  7.990311883    3.232414968    1.321232215    1.595626041    
12       I1         1.901462023    1.887784017    3.809025626    0.2137834302   0.4023888976   3.831712223    2.254161223    2.205163991    0.9006148951   
13       I1         1.081726666    1.084743497    3.156802105    0.8439753187   0.4692989556   5.581352577    3.428614514    2.063953377    1.928282779    
14       I1         1.64120002     2.241502952    3.938366512    0.5788593947   0.5611679837   1.177112345    2.622931498    2.630120508    1.277375239    
15       I1         1.359382799    1.149679854    3.681351124    0.2997027545   0.6515158266   4.894030408    2.33548061     2.262460035    1.563898137    
16       I1         1.775966423    2.623360368    2.872825091    0.5035474146   0.172586491    8.935380853    2.581542838    3.268006597    1.013744909    
17       I1         0.6363943388   1.374843451    4.244486286    0.4257638904   0.2717204916   3.215896412    2.677983351    2.950141632    1.637763037    
18       I1         1.712625696    2.262234132    3.563084631    0.8888690782   0.136307493    8.49266892     3.451758046    2.732824588    1.48218354     
19       I1         0.6996487793   1.469167139    3.847275111    0.941346387    0.3801969768   9.496401716    1.252182926    1.821997138    2.408735183    
20       I1         0.5212860984   2.339796042    4.324691621    0.02682032949  0.5056121611   9.435916875    2.498154856    2.080113807    0.6581815261   
21       I1         1.527668383    1.254938783    2.651214515    0.8644663599   0.5565208168   2.858188311    2.194981328    2.667509214    1.750499508    
22       I1         1.012847891    1.901955297    3.474362922    0.6558531331   0.7898699603   6.165109595    2.451002017    3.078306968    1.809590168    
23       I1         1.531535246    1.042055073    3.236266154    0.5837991308   0.3475140804   5.071982654    1.499940044    1.332235892    2.012110601    
24       I1         1.404016156    2.29651723     3.647405117    0.5574533339   0.367962828    0.7839750314   3.169229962    3.024064407    1.195219909    
25       I1         1.771193562    2.382780579    3.014647514    0.9014394052   0.3128979224   8.449250233    1.286243391    2.411801312    2.209964721    
26       I1         1.365941496    2.016681234    3.251077035    0.2887668062   0.8329797208   8.13962312     1.890272128    1.037282727    1.801512571    
27       I1         1.244751552    2.470183567    3.721320857    0.4961993767   0.9466801024   6.903781316    2.473955203    1.893607026    1.571761542    
28       I1         1.832347989    1.618783662    4.432868669    0.333323562    0.10346091     2.715362389    1.624863909    1.123376182    1.883096976    
29       I1         1.420646476    1.840114       3.674383694    0.9485655461   0.8178788364   2.171727156    2.375909093    1.616562279    1.821229319    
30       I1         1.005887567    1.1350667      2.965447787    0.5167904168   0.1289259313   3.661604156    3.397554594    2.91860866     1.482054985    
31       I1         1.062583374    2.037781874    3.112754433    0.7000810092   0.3045696348   7.652579117    2.724764023    2.030857783    1.781254197    
32       I1         0.5369019975   2.056057473    3.087118066    0.128473036    0.2484786123   1.502057478    2.406973527    2.982523479    0.8315720793   
33       I1         0.7482488826   2.432352504    3.941439147    0.3703465277   0.1479898162   6.48335404     2.301125446    1.694393547    1.856073038    
