%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_soil recession_b_karst et_scale       f_tile_soil    log__tau_tile  neg_kge        
281      I1         1.411379407    3.059449679    3.579251762    0.03961106068  0.8994223175   9.65776003     2.52247277     0.05984180384  2.372179527    5.998747148    1.899216137    0.3876867457   0.3982388268   0.7413199407   
282      I1         1.608026369    2.824876514    4.726614607    0.9315443773   0.2340491312   4.019669975    2.814000028    0.01171401952  3.434657854    3.496673342    1.596931278    0.8485069949   0.0496934155   0.9449550902   
283      I1         1.792924469    3.34712382     3.613410887    0.8847277457   0.807958624    5.318249909    0.2188061628   0.1340964609   3.565191934    2.545720863    1.138771282    0.6387328706   0.02275936591  0.680592082    
284      I1         2.608649771    4.17400561     4.565531202    0.3297835083   0.3434151444   2.35856479     2.773276552    0.1204065959   5.954536917    3.897264601    0.5345539694   0.6824099207   0.3105619693   0.7694612728   
285      I1         1.044349805    3.468506529    3.586580249    0.8130420474   0.3414620436   0.9747690129   0.121763921    0.1045308158   4.565613201    2.506709563    0.8705855324   0.5009816756   0.2654712047   0.966193962    
286      I1         2.532347989    2.722733063    4.63927886     0.2257529178   0.5760678983   1.779648702    2.877065513    0.1406262523   2.451235913    2.270052812    0.8622678553   0.9563224631   1.090390278    0.4485725966   
287      I1         2.621550885    3.137700111    4.823310104    0.6064637601   0.9087467498   4.884283603    0.6552940158   0.0524513719   3.819222078    5.466428387    1.041146238    0.3571540793   1.066654383    0.6925634588   
288      I1         1.851278613    4.185120593    4.373791143    0.9614109575   0.5132588444   5.275197541    1.852109712    0.002236963628 3.500743988    3.158784361    1.444521161    0.2190266825   0.845399214    0.6676798342   
289      I1         1.801323509    3.589662688    3.830982122    0.4439054183   0.4526974088   4.063302564    1.418766504    0.09610087258  2.175632341    1.6187845      1.401868406    0.8016177107   0.7430250808   0.5729827073   
290      I1         1.548020555    4.340006431    3.804527258    0.1586357021   0.7807575394   4.126543821    1.900042494    0.01309764807  5.660586855    4.922650893    0.9092795019   0.04579589304  0.8219631738   0.4742095198   
291      I1         1.860758497    2.50588423     4.204704216    0.5763089343   0.4435392042   2.505893795    1.925598564    0.1157870359   5.088818629    5.693280016    1.540311677    0.2151671181   0.4364543214   0.6531412215   
292      I1         1.687080142    4.105508484    4.665197178    0.3745234011   0.07942275114  9.688580275    0.1089241533   0.07844437726  3.994037349    5.400270513    0.9313667101   0.7573351134   0.1516844571   0.5891954931   
293      I1         2.345442561    4.444794709    3.664875627    0.1339867501   0.2819903394   0.3695975357   2.245727868    0.1423598877   3.356978587    3.691596772    0.5233958278   0.6525156251   0.4572374391   0.9047638231   
294      I1         1.905255055    4.19975252     3.751223135    0.307045893    0.6483402606   7.534625544    2.792727183    0.02809264832  2.135714975    5.316838169    1.095061829    0.7716648276   0.1334116948   0.3993908968   
295      I1         1.812249205    2.690692715    4.929672909    0.0138220575   0.1890601572   1.845591962    1.649026708    0.004430687288 1.873273796    5.032073546    1.789864849    0.1834813545   0.67086786     1.342363562    
296      I1         1.66579508     4.24155949     4.75410312     0.5638427568   0.5544699285   2.212150905    1.374682286    0.1277969986   2.087481661    1.650343429    1.206755367    0.384616954    0.5728167476   0.6280902289   
297      I1         1.446126842    3.851414134    4.876129323    0.8162194583   0.2417438303   8.194513123    1.076951973    0.1348549898   4.38477625     2.167263712    0.6387348858   0.5562058388   0.187534006    0.9481216456   
298      I1         1.51928575     3.607466472    3.533485608    0.9105767505   0.356885533    8.716605469    2.880324012    0.06719876457  1.851667209    2.741767657    1.877874859    0.7817263414   0.468776534    0.9828908715   
299      I1         2.250696324    4.365189906    4.673708299    0.06021600091  0.3221937678   5.220264853    0.5693354812   0.05175294729  2.038314198    4.899239702    0.7918907658   0.5186510789   0.2871314599   0.4012732354   
300      I1         2.464753117    3.80899276     3.696139804    0.5788593947   0.367962828    2.946877912    0.8900685746   0.07429449506  1.87529881     4.715013919    1.053194475    0.09357898618  0.4339786783   0.7181931572   
301      I1         1.031481481    4.462962963    3.916666667    0.5            0.9718518519   5.05           2.944444444    0.01388888889  1.583333333    5.916666667    1.361111111    0.6416666667   1.124777778    0.3361501564   
302      I1         1.031481481    2.537037037    3.861111111    0.6088888889   0.3548148148   5.05           2.944444444    0.01388888889  1.583333333    1.583333333    1.416666667    0.495          0.02122222222  0.3147436396   
303      I1         1.346296296    4.462962963    3.972222222    0.5            0.6451851852   5.05           2.944444444    0.1083333333   2.416666667    1.583333333    1.083333333    0.6416666667   1.124777778    0.2152746178   
304      I1         1.535185185    4.462962963    4.305555556    0.6814814815   0.9718518519   6.15           2.944444444    0.1416666667   2.75           1.583333333    1.027777778    0.8983333333   1.124777778    0.2052149747   
305      I1         1.346296296    4.462962963    4.25           0.3548148148   0.9718518519   6.15           0.9444444444   0.04722222222  2.916666667    1.583333333    1.027777778    0.605          1.124777778    0.2559868923   
306      I1         1.157407407    3.12962963     3.972222222    0.9718518519   0.9718518519   5.05           2.944444444    0.1472222222   1.75           1.583333333    1.083333333    0.01833333333  1.124777778    0.4230993191   
307      I1         1.535185185    2.537037037    3.972222222    0.2096296296   0.3185185185   5.05           2.944444444    0.09166666667  2.916666667    5.916666667    1.027777778    0.935          1.124777778    0.2178688095   
308      I1         1.031481481    4.462962963    3.916666667    0.6451851852   0.02814814815  5.05           2.944444444    0.1472222222   1.583333333    5.916666667    1.305555556    0.6416666667   0.3183333333   0.3500401549   
309      I1         1.031481481    2.537037037    3.805555556    0.6088888889   0.9718518519   5.05           0.05555555556  0.04166666667  1.583333333    1.583333333    1.472222222    0.2016666667   0.3607777778   0.3286518231   
310      I1         1.031481481    2.537037037    3.972222222    0.3185185185   0.2822222222   5.05           0.05555555556  0.008333333333 1.583333333    5.916666667    1.472222222    0.6416666667   1.124777778    0.3170428934   
311      I1         1.031481481    2.537037037    3.805555556    0.4637037037   0.8266666667   5.05           2.944444444    0.002777777778 2.916666667    5.916666667    1.25           0.2016666667   1.124777778    0.2661658492   
312      I1         1.031481481    4.462962963    3.583333333    0.5            0.7903703704   5.05           0.05555555556  0.1472222222   1.583333333    5.916666667    1.25           0.2016666667   0.02122222222  0.3073338202   
313      I1         1.535185185    4.462962963    3.972222222    0.3911111111   0.6088888889   5.05           0.05555555556  0.1472222222   2.916666667    5.916666667    1.027777778    0.6416666667   1.124777778    0.2234368035   
314      I1         1.031481481    2.537037037    3.75           0.137037037    0.9718518519   5.416666667    0.05555555556  0.002777777778 2.416666667    5.916666667    1.25           0.495          0.02122222222  0.3264172587   
315      I1         2.605555556    4.092592593    4.25           0.6088888889   0.2459259259   6.15           0.05555555556  0.1138888889   3.583333333    5.916666667    0.8611111111   0.9716666667   0.7852222222   0.1629634127   
316      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1347229332   
317      I1         1.346296296    4.462962963    3.972222222    0.2096296296   0.06444444444  5.05           2.944444444    0.002777777778 2.916666667    5.916666667    1.027777778    0.825          1.124777778    0.2408243028   
318      I1         1.031481481    3.12962963     3.527777778    0.5            0.2096296296   5.05           2.944444444    0.04722222222  1.583333333    5.916666667    1.027777778    0.385          1.124777778    0.3733484168   
319      I1         2.227777778    2.981481481    4.305555556    0.6451851852   0.3185185185   6.15           2.944444444    0.1138888889   3.25           5.916666667    0.8611111111   0.935          1.124777778    0.1435633283   
320      I1         1.346296296    4.462962963    3.75           0.5362962963   0.02814814815  4.316666667    0.05555555556  0.008333333333 1.583333333    5.916666667    1.027777778    0.495          0.02122222222  0.2512529469   
321      I1         1.346296296    2.537037037    3.583333333    0.5            0.9355555556   5.416666667    0.05555555556  0.002777777778 1.916666667    5.916666667    1.027777778    0.2016666667   0.02122222222  0.2312959417   
322      I1         1.031481481    2.537037037    3.638888889    0.5            0.4274074074   5.416666667    0.05555555556  0.002777777778 1.583333333    5.916666667    1.25           0.055          0.02122222222  0.3256460359   
323      I1         1.472222222    2.537037037    3.805555556    0.5            0.9718518519   5.416666667    2.944444444    0.05277777778  2.916666667    5.916666667    1.083333333    0.2383333333   0.02122222222  0.2027362402   
324      I1         1.346296296    4.462962963    3.805555556    0.6451851852   0.6451851852   5.05           1.944444444    0.008333333333 1.583333333    5.916666667    1.083333333    0.3483333333   0.02122222222  0.2437161565   
325      I1         1.535185185    2.537037037    3.75           0.3548148148   0.6451851852   5.05           0.1666666667   0.002777777778 2.916666667    5.916666667    1.027777778    0.4216666667   0.02122222222  0.2613637855   
326      I1         1.283333333    2.537037037    3.527777778    0.6814814815   0.9718518519   5.783333333    2.944444444    0.1416666667   1.583333333    5.916666667    1.027777778    0.055          0.02122222222  0.2003740555   
327      I1         1.094444444    2.537037037    3.583333333    0.6814814815   0.9718518519   6.15           2.944444444    0.1027777778   1.583333333    5.916666667    1.194444444    0.2016666667   0.02122222222  0.2445097747   
328      I1         1.283333333    4.462962963    3.972222222    0.2096296296   0.02814814815  5.05           0.05555555556  0.1027777778   1.583333333    4.583333333    1.083333333    0.9716666667   1.124777778    0.3174000482   
329      I1         1.094444444    3.944444444    3.972222222    0.02814814815  0.9718518519   5.05           2.944444444    0.1472222222   2.916666667    5.916666667    1.194444444    0.9716666667   1.124777778    0.2534377086   
330      I1         1.157407407    2.611111111    4.472222222    0.06444444444  0.9718518519   6.15           2.944444444    0.1472222222   4.416666667    5.916666667    1.027777778    0.6783333333   1.124777778    0.2412323766   
331      I1         1.661111111    2.537037037    4.861111111    0.3548148148   0.6451851852   6.15           2.944444444    0.1305555556   2.416666667    5.916666667    0.8055555556   0.165          1.124777778    0.2491886492   
332      I1         2.668518519    2.537037037    4.472222222    0.3185185185   0.02814814815  6.516666667    0.8333333333   0.1027777778   3.583333333    5.916666667    0.75           0.715          1.124777778    0.2137104965   
333      I1         2.542592593    2.537037037    4.305555556    0.9355555556   0.6451851852   6.516666667    1.5            0.1138888889   3.25           5.916666667    0.9166666667   0.9716666667   0.3607777778   0.2558742497   
334      I1         1.598148148    4.462962963    4.638888889    0.3185185185   0.9718518519   5.416666667    2.944444444    0.1416666667   4.25           5.75           0.8611111111   0.3116666667   1.124777778    0.2646379959   
335      I1         2.164814815    3.648148148    4.305555556    0.6451851852   0.7540740741   6.883333333    1.5            0.08055555556  3.25           5.916666667    0.8611111111   0.935          1.124777778    0.1544226821   
336      I1         2.164814815    2.907407407    4.75           0.3548148148   0.02814814815  6.15           0.9444444444   0.125          2.75           1.583333333    0.75           0.4216666667   1.124777778    0.2663360775   
337      I1         2.668518519    3.944444444    4.138888889    0.5362962963   0.02814814815  6.516666667    2.5            0.05277777778  3.75           2.916666667    0.8611111111   0.8983333333   1.124777778    0.1762591216   
338      I1         2.164814815    2.537037037    4.694444444    0.6451851852   0.9718518519   6.883333333    2.833333333    0.125          3.083333333    5.75           0.8055555556   0.7516666667   1.124777778    0.1492106213   
339      I1         2.164814815    4.388888889    4.527777778    0.862962963    0.1007407407   6.883333333    2.055555556    0.1416666667   2.75           5.916666667    0.8055555556   0.3483333333   0.7852222222   0.1638996282   
340      I1         2.164814815    2.537037037    4.75           0.3548148148   0.3548148148   6.883333333    2.944444444    0.1027777778   3.083333333    5.916666667    0.75           0.605          1.124777778    0.1927923758   
341      I1         2.353703704    3.87037037     4.527777778    0.9355555556   0.9718518519   7.25           2.722222222    0.125          3.25           1.916666667    0.8055555556   0.9716666667   1.124777778    0.2279824161   
342      I1         2.668518519    3.87037037     4.75           0.4637037037   0.9718518519   6.516666667    0.05555555556  0.05833333333  3.916666667    1.583333333    0.75           0.6416666667   1.124777778    0.158495111    
343      I1         1.346296296    4.462962963    3.805555556    0.7177777778   0.02814814815  5.05           2.055555556    0.1472222222   1.583333333    1.583333333    1.027777778    0.275          0.02122222222  0.2277496219   
344      I1         1.472222222    3.12962963     3.75           0.6451851852   0.02814814815  4.683333333    2.944444444    0.1472222222   2.25           5.916666667    1.027777778    0.3483333333   0.02122222222  0.207028879    
345      I1         1.031481481    3.12962963     3.583333333    0.5362962963   0.9718518519   6.15           2.944444444    0.1027777778   2.583333333    2.916666667    1.083333333    0.01833333333  0.02122222222  0.2873413789   
346      I1         1.157407407    2.537037037    3.527777778    0.1733333333   0.9718518519   6.516666667    2.944444444    0.1416666667   2.916666667    5.916666667    1.083333333    0.3483333333   1.124777778    0.251407297    
347      I1         1.346296296    3.055555556    3.694444444    0.5            0.9718518519   5.783333333    2.944444444    0.1472222222   2.416666667    5.916666667    1.027777778    0.3483333333   0.8276666667   0.1996920474   
348      I1         1.346296296    3.12962963     3.972222222    0.2096296296   0.02814814815  5.416666667    2.944444444    0.1472222222   2.25           1.583333333    1.083333333    0.935          0.02122222222  0.2925513658   
349      I1         1.157407407    4.462962963    3.583333333    0.1007407407   0.06444444444  6.15           2.944444444    0.09722222222  2.916666667    5.916666667    1.027777778    0.6783333333   0.2758888889   0.2426290401   
350      I1         1.031481481    3.351851852    3.972222222    0.1007407407   0.02814814815  6.15           2.944444444    0.04722222222  2.75           1.583333333    1.25           0.9716666667   1.124777778    0.2364299009   
351      I1         1.157407407    4.388888889    3.527777778    0.3185185185   0.3185185185   5.05           2.944444444    0.1472222222   1.75           5.916666667    1.027777778    0.6783333333   0.02122222222  0.2614578401   
352      I1         1.157407407    4.462962963    3.75           0.2822222222   0.3185185185   5.783333333    2.944444444    0.09166666667  2.916666667    5.916666667    1.194444444    0.6783333333   0.02122222222  0.2969320593   
353      I1         1.031481481    3.944444444    4.194444444    0.6814814815   0.02814814815  6.15           0.05555555556  0.1472222222   1.583333333    1.583333333    1.416666667    0.9716666667   1.124777778    0.3195303333   
354      I1         1.535185185    4.388888889    4.416666667    0.9355555556   0.9718518519   6.883333333    0.05555555556  0.1361111111   1.916666667    5.916666667    1.027777778    0.01833333333  0.02122222222  0.2329180288   
355      I1         1.031481481    2.537037037    3.972222222    0.06444444444  0.9718518519   5.783333333    0.05555555556  0.1416666667   1.583333333    1.583333333    1.416666667    0.9716666667   1.124777778    0.355172606    
356      I1         1.346296296    4.462962963    3.972222222    0.1733333333   0.02814814815  5.783333333    0.9444444444   0.1472222222   2.916666667    1.583333333    1.083333333    0.935          1.124777778    0.2346002585   
357      I1         1.031481481    4.462962963    3.972222222    0.3185185185   0.02814814815  6.15           0.05555555556  0.008333333333 1.75           1.583333333    1.305555556    0.6416666667   1.124777778    0.2999760521   
358      I1         1.031481481    2.611111111    4.083333333    0.6814814815   0.9718518519   5.416666667    0.05555555556  0.04722222222  1.583333333    5.916666667    1.805555556    0.495          1.124777778    0.3089988988   
359      I1         1.535185185    4.388888889    4.305555556    0.9355555556   0.6814814815   6.883333333    0.05555555556  0.1472222222   1.75           1.583333333    1.027777778    0.5683333333   1.124777778    0.2196255097   
360      I1         1.535185185    3.277777778    4.694444444    0.6814814815   0.3185185185   5.783333333    2.944444444    0.1416666667   2.25           5.916666667    0.8055555556   0.6783333333   1.124777778    0.2303828025   
361      I1         1.535185185    4.462962963    4.138888889    0.7177777778   0.02814814815  5.05           0.05555555556  0.1472222222   1.916666667    1.583333333    1.027777778    0.6416666667   1.082333333    0.1988879036   
362      I1         1.031481481    4.462962963    4.25           0.8992592593   0.9718518519   6.883333333    0.05555555556  0.1027777778   1.583333333    1.583333333    1.416666667    0.495          1.124777778    0.4008202272   
363      I1         1.472222222    3.12962963     3.75           0.8266666667   0.9718518519   5.783333333    0.05555555556  0.1472222222   1.583333333    5.916666667    0.9722222222   0.2016666667   0.02122222222  0.239545144    
364      I1         1.535185185    2.611111111    3.972222222    0.862962963    0.9718518519   6.15           2.944444444    0.1027777778   2.25           1.583333333    1.027777778    0.01833333333  0.02122222222  0.205063155    
365      I1         1.535185185    3.12962963     3.583333333    0.8266666667   0.9718518519   5.416666667    2.944444444    0.1027777778   1.75           2.916666667    1.027777778    0.09166666667  0.02122222222  0.2408311772   
366      I1         1.346296296    2.611111111    3.694444444    0.5362962963   0.9718518519   5.05           2.944444444    0.1083333333   1.583333333    2.916666667    1.027777778    0.3116666667   0.02122222222  0.3052361757   
367      I1         1.472222222    4.388888889    3.694444444    0.7903703704   0.9718518519   5.783333333    2.944444444    0.125          2.416666667    5.916666667    1.027777778    0.01833333333  0.02122222222  0.1928459474   
368      I1         1.283333333    2.685185185    3.527777778    0.7903703704   0.9718518519   6.15           0.9444444444   0.04722222222  2.25           5.916666667    1.027777778    0.01833333333  0.02122222222  0.380723695    
369      I1         1.031481481    2.833333333    4.472222222    0.02814814815  0.9718518519   6.15           2.944444444    0.04722222222  5.916666667    1.583333333    1.027777778    0.275          1.124777778    0.6437949724   
370      I1         1.346296296    3.12962963     4.305555556    0.2822222222   0.7903703704   5.783333333    2.944444444    0.1472222222   3.25           1.583333333    1.027777778    0.935          1.124777778    0.1734159758   
371      I1         2.668518519    3.5            4.527777778    0.6451851852   0.6814814815   6.516666667    0.05555555556  0.008333333333 3.416666667    5.75           0.8055555556   0.6416666667   1.124777778    0.1570461569   
372      I1         2.164814815    3.055555556    4.694444444    0.6451851852   0.9718518519   6.516666667    0.05555555556  0.1472222222   3.25           3.916666667    0.8055555556   0.605          1.124777778    0.1563821931   
373      I1         2.164814815    3.203703704    4.805555556    0.4637037037   0.9718518519   6.15           2.944444444    0.002777777778 3.083333333    4.25           0.75           0.5683333333   1.124777778    0.2211324342   
374      I1         2.668518519    4.092592593    4.583333333    0.6451851852   0.3548148148   6.516666667    0.05555555556  0.1027777778   3.583333333    4.75           0.75           0.6416666667   1.124777778    0.1539083015   
375      I1         1.535185185    3.12962963     4.25           0.3911111111   0.9718518519   5.05           2.944444444    0.1472222222   3.75           5.916666667    1.027777778    0.7883333333   1.124777778    0.1657058996   
376      I1         1.346296296    4.462962963    3.75           0.7540740741   0.9718518519   6.883333333    2.944444444    0.008333333333 1.583333333    1.583333333    1.25           0.01833333333  0.02122222222  0.2986555706   
377      I1         1.346296296    3.12962963     3.527777778    0.4274074074   0.9718518519   6.15           2.944444444    0.1083333333   2.083333333    5.916666667    1.083333333    0.09166666667  0.02122222222  0.2707804581   
378      I1         1.535185185    4.462962963    4.027777778    0.5            0.9355555556   6.15           2.944444444    0.1472222222   4.583333333    1.583333333    1.027777778    0.2016666667   0.02122222222  0.3276351316   
379      I1         1.535185185    2.611111111    4.472222222    0.6451851852   0.9718518519   6.15           0.05555555556  0.002777777778 1.916666667    1.75           1.027777778    0.01833333333  0.02122222222  0.2351892576   
380      I1         1.283333333    2.537037037    4.472222222    0.2096296296   0.6814814815   6.516666667    0.05555555556  0.1472222222   1.583333333    1.583333333    1.083333333    0.935          1.124777778    0.288151981    
381      I1         1.031481481    2.537037037    4.305555556    0.2822222222   0.9718518519   5.416666667    0.05555555556  0.1416666667   1.583333333    2.75           1.694444444    0.8983333333   1.124777778    0.2841994826   
382      I1         1.031481481    2.537037037    4.25           0.3548148148   0.9718518519   6.15           0.05555555556  0.1472222222   2.75           1.583333333    1.305555556    0.8616666667   1.124777778    0.2733258713   
383      I1         1.22037037     2.537037037    4.305555556    0.06444444444  0.9718518519   6.15           0.1666666667   0.002777777778 2.083333333    1.583333333    1.305555556    0.9716666667   1.124777778    0.2996106265   
384      I1         1.157407407    4.462962963    3.527777778    0.3548148148   0.9718518519   7.25           0.05555555556  0.002777777778 1.75           2.916666667    1.027777778    0.3116666667   1.082333333    0.3041664489   
385      I1         1.535185185    4.462962963    3.972222222    0.9718518519   0.06444444444  6.15           2.944444444    0.1472222222   1.916666667    1.916666667    1.027777778    0.055          0.02122222222  0.2168807963   
386      I1         1.535185185    4.462962963    3.972222222    0.9355555556   0.9718518519   5.05           2.944444444    0.1472222222   2.25           1.916666667    1.027777778    0.2383333333   0.02122222222  0.23370143     
387      I1         1.094444444    4.462962963    3.527777778    0.7903703704   0.02814814815  5.05           2.944444444    0.1472222222   1.583333333    1.583333333    1.25           0.2016666667   0.02122222222  0.3957596963   
388      I1         2.164814815    3.944444444    4.583333333    0.862962963    0.1007407407   6.883333333    0.05555555556  0.04722222222  2.416666667    5.75           0.8055555556   0.01833333333  0.02122222222  0.191232313    
389      I1         2.668518519    2.537037037    4.916666667    0.3548148148   0.9718518519   6.516666667    2.944444444    0.1416666667   4.083333333    1.583333333    0.6944444444   0.605          1.124777778    0.2919865144   
390      I1         2.668518519    4.388888889    4.916666667    0.3548148148   0.6814814815   6.516666667    0.05555555556  0.002777777778 3.916666667    1.583333333    0.6944444444   0.3116666667   0.06366666667  0.1655760642   
391      I1         2.668518519    4.462962963    4.694444444    0.4274074074   0.6814814815   6.516666667    0.05555555556  0.05277777778  3.75           4.583333333    0.75           0.6416666667   0.8276666667   0.1510514841   
392      I1         2.668518519    4.462962963    4.805555556    0.3185185185   0.02814814815  6.15           2.055555556    0.002777777778 3.25           1.75           0.6944444444   0.5683333333   0.1061111111   0.1975295894   
393      I1         2.164814815    2.537037037    4.861111111    0.4274074074   0.6814814815   6.15           0.05555555556  0.002777777778 3.083333333    5.916666667    0.75           0.055          0.02122222222  0.1787254188   
394      I1         2.668518519    2.611111111    4.805555556    0.2822222222   0.6814814815   6.516666667    0.05555555556  0.002777777778 3.583333333    3.083333333    0.6944444444   0.495          0.3607777778   0.2068345783   
395      I1         2.668518519    4.462962963    4.75           0.6088888889   0.7903703704   6.516666667    0.05555555556  0.1027777778   3.583333333    1.583333333    0.75           0.5316666667   0.2334444444   0.1558756264   
396      I1         2.353703704    4.462962963    4.694444444    0.6451851852   0.5            6.516666667    0.05555555556  0.05833333333  3.083333333    1.583333333    0.8055555556   0.275          0.02122222222  0.2157734564   
397      I1         2.668518519    3.796296296    4.694444444    0.6088888889   0.6814814815   6.516666667    2.944444444    0.05277777778  3.25           5.916666667    0.75           0.6416666667   0.02122222222  0.1396191552   
398      I1         2.668518519    3.722222222    4.916666667    0.3185185185   0.6814814815   6.516666667    2.944444444    0.002777777778 3.583333333    5.916666667    0.6944444444   0.385          0.02122222222  0.1787958321   
399      I1         2.668518519    3.796296296    4.75           0.6451851852   0.9355555556   6.516666667    0.05555555556  0.1027777778   3.583333333    5.916666667    0.75           0.6416666667   0.3607777778   0.1712879492   
400      I1         2.668518519    4.462962963    4.75           0.5362962963   0.9718518519   6.516666667    2.944444444    0.1027777778   3.75           3.416666667    0.75           0.6416666667   0.02122222222  0.1416053929   
%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_soil recession_b_karst et_scale       f_tile_soil    log__tau_tile  neg_kge        
401      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1347229332   
402      I1         2.605555556    3.32962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1348130887   
403      I1         2.605555556    3.12962963     4.122222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1369440007   
404      I1         2.605555556    3.12962963     3.972222222    0.5617037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1365959416   
405      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.235037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1340572304   
406      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    6.773333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1353334859   
407      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.02888888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1347229332   
408      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  4.2            5.916666667    0.8611111111   0.825          0.02122222222  0.1763401156   
409      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    1.011111111    0.825          0.02122222222  0.3580530173   
410      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.924          0.02122222222  0.151359421    
411      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.1358222222   0.1358909348   
412      I1         2.435555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1558918237   
413      I1         2.605555556    2.92962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1346395065   
414      I1         2.605555556    3.12962963     3.822222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1476165057   
415      I1         2.605555556    3.12962963     3.972222222    0.3657037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1364618029   
416      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.03903703704  5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1355177492   
417      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    4.793333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1363917568   
418      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.644444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.135793858    
419      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.3            5.916666667    0.8611111111   0.825          0.02122222222  0.1686145858   
420      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.466666667    0.8611111111   0.825          0.02122222222  0.1347522209   
421      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.7111111111   0.825          0.02122222222  0.372571203    
422      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.726          0.02122222222  0.1463914076   
423      I1         2.690555556    3.12962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1379770262   
424      I1         2.605555556    3.22962963     3.972222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1347670761   
425      I1         2.605555556    3.12962963     4.047222222    0.4637037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1349642594   
426      I1         2.605555556    3.12962963     3.972222222    0.5127037037   0.137037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1352011097   
427      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.186037037    5.783333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1343740304   
428      I1         2.605555556    3.12962963     3.972222222    0.4637037037   0.137037037    6.278333333    2.944444444    0.01388888889  3.75           5.916666667    0.8611111111   0.825          0.02122222222  0.1347002796   
